gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocL,alt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocL,alt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocL,targetD1Diff,targetD2Diff,D1D2Diff,outcome
7645-31884455-9ae0-4726-a830-00d8014ac468,1501010020871,11,closer,distr1,126,57,50,1,3,distr2,145,74,50,3,1,target,158,66,50,2,2,12,8,7,false
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096132267,1,further,distr2,2,99,50,2,2,distr1,295,40,50,1,1,target,340,32,50,3,3,16,27,39,false
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096157783,2,closer,target,219,81,50,3,1,distr2,216,53,50,1,2,distr1,213,93,50,2,3,7,7,5,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096185770,3,further,distr1,306,46,50,3,3,distr2,140,13,50,2,1,target,279,94,50,1,2,14,43,37,false
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096202365,4,equal,target,59,99,50,3,2,distr1,31,51,50,1,3,distr2,226,27,50,2,1,37,67,43,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096219071,5,further,distr1,39,40,50,1,3,distr2,1,27,50,3,2,target,46,83,50,2,1,16,43,28,false
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096242707,6,closer,target,138,5,50,3,3,distr1,147,19,50,1,1,distr2,188,35,50,2,2,13,17,17,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096260539,7,further,distr1,290,72,50,3,1,target,323,53,50,2,3,distr2,109,42,50,1,2,14,80,91,false
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096295733,8,further,distr1,182,34,50,2,3,distr2,292,79,50,3,1,target,165,36,50,1,2,9,45,38,false
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096315552,9,further,target,330,39,50,1,3,distr2,172,63,50,2,1,distr1,315,96,50,3,2,15,62,57,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096324084,10,equal,target,58,56,50,3,3,distr1,130,75,50,1,2,distr2,0,74,50,2,1,23,55,82,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096339140,11,closer,target,192,13,50,3,1,distr1,352,3,50,1,2,distr2,158,1,50,2,3,16,9,6,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096348196,12,closer,target,100,79,50,1,3,distr1,77,56,50,3,1,distr2,100,47,50,2,2,11,11,9,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096359078,13,equal,target,300,6,50,3,3,distr2,103,66,50,2,2,distr1,192,34,50,1,1,33,52,42,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096389933,14,closer,target,49,10,50,1,2,distr1,199,0,50,2,3,distr2,71,13,50,3,1,10,7,15,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096405707,15,closer,distr1,331,2,50,3,1,distr2,52,5,50,2,2,target,48,17,50,1,3,17,9,8,false
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096418837,16,equal,target,104,17,50,1,3,distr1,61,67,50,2,1,distr2,255,67,50,3,2,28,52,91,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096429433,17,equal,target,229,80,50,2,2,distr1,311,97,50,3,1,distr2,64,53,50,1,3,32,85,81,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096447135,18,further,distr1,313,67,50,1,3,distr2,177,22,50,2,1,target,324,16,50,3,2,18,39,34,false
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096455436,19,further,target,38,24,50,2,2,distr2,119,75,50,1,3,distr1,128,8,50,3,1,19,36,31,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096472834,20,further,distr1,165,60,50,1,2,distr2,65,8,50,2,3,target,172,49,50,3,1,7,24,26,false
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096482400,21,closer,target,100,32,50,1,2,distr2,95,76,50,2,3,distr1,138,81,50,3,1,17,16,8,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096491798,22,equal,target,277,85,50,2,3,distr1,357,47,50,3,2,distr2,145,34,50,1,1,34,53,62,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096504066,23,further,distr2,107,7,50,2,2,distr1,357,40,50,3,3,target,339,14,50,1,1,15,32,38,false
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096516540,24,closer,target,90,23,50,1,2,distr1,104,39,50,3,3,distr2,93,62,50,2,1,9,17,9,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096524705,25,equal,target,337,61,50,3,3,distr2,27,12,50,1,2,distr1,246,60,50,2,1,32,29,42,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096540664,26,further,target,39,64,50,1,2,distr2,131,13,50,2,3,distr1,37,38,50,3,1,9,30,24,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096548199,27,equal,target,209,68,50,2,1,distr1,259,19,50,1,3,distr2,60,82,50,3,2,23,73,67,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096556515,28,equal,target,297,98,50,2,1,distr2,127,17,50,3,2,distr1,3,3,50,1,3,32,71,26,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096565652,29,equal,target,100,77,50,2,3,distr1,286,77,50,3,1,distr2,133,16,50,1,2,104,27,45,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096577521,30,closer,distr2,22,14,50,2,3,distr1,45,34,50,1,1,target,36,44,50,3,2,8,17,19,false
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096598323,31,further,target,95,4,50,3,1,distr2,217,46,50,1,3,distr1,164,1,50,2,2,6,30,23,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096612707,32,closer,target,333,29,50,1,2,distr1,306,73,50,3,3,distr2,271,41,50,2,1,18,19,17,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096623696,33,equal,target,342,35,50,2,2,distr1,92,6,50,1,1,distr2,263,40,50,3,3,36,24,37,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096637873,34,further,target,124,34,50,2,1,distr1,146,59,50,3,2,distr2,272,55,50,1,3,10,57,61,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096649526,35,further,distr1,141,82,50,1,1,distr2,351,21,50,2,2,target,104,30,50,3,3,18,48,65,false
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096664715,36,closer,target,149,73,50,3,3,distr1,85,62,50,1,2,distr2,156,96,50,2,1,15,6,18,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096675800,37,closer,distr1,83,69,50,2,1,target,66,73,50,3,3,distr2,127,76,50,1,2,9,19,10,false
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096691133,38,closer,target,299,58,50,1,1,distr2,277,58,50,2,3,distr1,266,72,50,3,2,17,11,7,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096704386,39,further,target,103,41,50,2,3,distr1,123,23,50,1,1,distr2,41,21,50,3,2,10,25,21,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096713385,40,equal,target,213,81,50,3,1,distr2,327,46,50,1,3,distr1,22,69,50,2,2,50,35,37,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096723379,41,equal,target,347,84,50,1,3,distr1,15,3,50,3,2,distr2,57,89,50,2,1,28,66,41,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096730761,42,closer,target,220,82,50,2,3,distr2,246,45,50,3,1,distr1,231,15,50,1,2,18,11,18,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096742396,43,equal,target,162,26,50,1,3,distr1,104,82,50,2,1,distr2,261,90,50,3,2,29,49,77,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096752172,44,closer,target,75,73,50,1,3,distr2,102,47,50,3,1,distr1,143,74,50,2,2,17,14,10,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096762478,45,equal,target,11,61,50,1,3,distr2,212,29,50,2,2,distr1,84,84,50,3,1,68,41,59,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096775627,46,closer,distr1,211,1,50,1,1,target,214,6,50,3,3,distr2,52,7,50,2,2,5,14,9,false
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096796582,47,equal,target,259,64,50,2,3,distr2,149,50,50,3,1,distr1,215,35,50,1,2,23,61,43,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096814866,48,equal,target,171,25,50,1,3,distr2,286,10,50,3,1,distr1,46,23,50,2,2,24,35,33,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096828110,49,further,target,233,78,50,2,1,distr1,283,48,50,3,2,distr2,134,86,50,1,3,18,77,65,true
3072-43fc98e0-fd3d-477a-81e2-7cb16e7bbb0f,1501096840123,50,closer,distr2,297,19,50,1,3,target,332,59,50,3,2,distr1,321,55,50,2,1,6,16,13,false
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501120652236,1,equal,distr2,162,46,50,2,1,target,323,89,50,1,3,distr1,265,85,50,3,2,28,79,56,false
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501120731058,2,equal,distr1,91,46,50,2,3,distr2,305,91,50,3,2,target,238,85,50,1,1,73,31,89,false
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501120835114,3,closer,distr1,147,12,50,1,2,distr2,107,7,50,3,1,target,82,14,50,2,3,9,6,5,false
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501120851647,4,equal,target,327,37,50,2,3,distr2,136,95,50,1,1,distr1,33,35,50,3,2,38,87,44,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501120863863,5,further,target,147,19,50,3,2,distr1,123,5,50,2,3,distr2,324,19,50,1,1,12,46,34,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501120873068,6,equal,target,39,74,50,3,1,distr2,187,93,50,1,2,distr1,358,79,50,2,3,37,48,80,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501120906627,7,closer,target,129,65,50,2,3,distr2,107,35,50,1,2,distr1,66,55,50,3,1,18,11,17,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501120921958,8,further,target,96,74,50,2,1,distr1,94,52,50,3,2,distr2,180,46,50,1,3,8,34,31,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501120936123,9,equal,target,285,63,50,1,2,distr1,111,25,50,3,3,distr2,212,35,50,2,1,77,29,42,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121000695,10,further,target,351,26,50,2,2,distr1,336,27,50,3,3,distr2,192,82,50,1,1,6,57,58,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121041162,11,closer,target,57,59,50,2,3,distr1,82,95,50,1,2,distr2,66,52,50,3,1,18,5,15,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121063600,12,closer,distr1,154,36,50,2,2,distr2,129,61,50,1,3,target,90,40,50,3,1,16,11,16,false
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121074735,13,equal,target,187,24,50,1,1,distr2,46,77,50,3,3,distr1,99,62,50,2,2,36,40,29,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121086959,14,further,target,22,99,50,3,3,distr1,1,84,50,1,1,distr2,202,41,50,2,2,14,50,52,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121126353,15,further,target,297,7,50,2,3,distr2,272,84,50,3,1,distr1,43,5,50,1,2,16,29,41,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121178197,16,closer,target,311,69,50,2,2,distr2,336,31,50,1,1,distr1,296,43,50,3,3,7,16,16,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121186664,17,equal,target,103,0,50,3,2,distr1,142,58,50,1,3,distr2,237,52,50,2,1,32,32,64,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121288788,18,further,distr1,121,39,50,2,3,target,86,16,50,3,2,distr2,19,82,50,1,1,15,41,61,false
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121307269,19,equal,target,259,97,50,3,3,distr2,184,85,50,2,1,distr1,131,8,50,1,2,44,56,29,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121320711,20,further,distr1,58,53,50,2,2,target,64,20,50,1,1,distr2,239,1,50,3,3,16,21,33,false
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121332076,21,further,target,335,30,50,2,3,distr2,286,81,50,3,2,distr1,339,55,50,1,1,9,22,23,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121375721,22,closer,target,144,94,50,2,1,distr2,108,87,50,3,3,distr1,79,67,50,1,2,15,7,11,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121390246,23,further,target,114,16,50,1,1,distr1,104,55,50,3,2,distr2,28,77,50,2,3,19,39,51,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121472406,24,further,target,43,60,50,1,2,distr1,37,80,50,2,1,distr2,8,99,50,3,3,9,37,29,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121480124,25,equal,target,57,0,50,3,1,distr1,299,69,50,2,3,distr2,238,66,50,1,2,30,36,25,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121504133,26,closer,target,219,18,50,2,2,distr1,240,16,50,1,3,distr2,238,38,50,3,1,8,14,13,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121526188,27,equal,target,158,20,50,3,2,distr2,314,76,50,1,1,distr1,66,88,50,2,3,37,38,89,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121582762,28,closer,target,263,19,50,3,3,distr1,309,28,50,1,1,distr2,330,11,50,2,2,11,13,14,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121607846,29,closer,distr2,272,64,50,3,1,target,286,18,50,1,3,distr1,289,52,50,2,2,14,19,9,false
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121619484,30,further,target,343,80,50,3,2,distr2,256,95,50,2,3,distr1,359,46,50,1,1,9,39,40,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121627401,31,further,target,243,8,50,3,2,distr2,37,30,50,1,3,distr1,198,25,50,2,1,19,29,32,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121644773,32,equal,target,89,6,50,2,2,distr2,8,69,50,1,3,distr1,247,71,50,3,1,45,36,48,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121660217,33,further,target,176,9,50,1,1,distr1,80,4,50,3,3,distr2,276,60,50,2,2,9,29,42,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121668235,34,equal,target,257,7,50,1,2,distr2,356,30,50,3,3,distr1,165,54,50,2,1,36,21,60,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121680131,35,closer,target,320,18,50,1,3,distr1,23,7,50,2,2,distr2,325,4,50,3,1,19,14,7,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121697922,36,equal,target,75,56,50,3,2,distr1,32,75,50,2,3,distr2,183,46,50,1,1,36,35,45,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121817902,37,closer,target,181,32,50,2,1,distr2,185,91,50,1,2,distr1,166,44,50,3,3,11,16,19,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121829033,38,further,target,282,61,50,3,1,distr1,245,88,50,2,2,distr2,345,95,50,1,3,16,35,45,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121838847,39,closer,target,256,48,50,2,3,distr2,309,29,50,1,2,distr1,252,17,50,3,1,17,19,14,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121846348,40,equal,target,42,91,50,1,3,distr1,141,19,50,3,2,distr2,179,97,50,2,1,37,48,29,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121854616,41,equal,target,150,96,50,2,1,distr1,199,21,50,1,3,distr2,250,49,50,3,2,44,70,22,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121881416,42,closer,target,67,15,50,3,2,distr1,69,39,50,1,1,distr2,40,42,50,2,3,14,14,17,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121890220,43,further,target,265,77,50,1,1,distr1,303,57,50,2,2,distr2,119,42,50,3,3,19,65,88,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121898066,44,equal,target,328,48,50,2,2,distr2,66,33,50,1,1,distr1,224,98,50,3,3,30,61,75,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121908360,45,equal,target,348,47,50,3,3,distr1,77,38,50,1,2,distr2,287,55,50,2,1,59,25,77,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121917129,46,further,target,343,82,50,3,2,distr1,16,49,50,1,1,distr2,103,47,50,2,3,19,78,55,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121927304,47,closer,target,71,38,50,1,3,distr1,85,12,50,3,1,distr2,134,20,50,2,2,16,18,10,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121944177,48,closer,distr1,116,59,50,3,3,distr2,161,42,50,1,2,target,161,72,50,2,1,15,11,19,false
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121955146,49,further,target,231,58,50,3,2,distr2,341,5,50,2,1,distr1,271,95,50,1,3,14,31,33,true
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121968338,50,closer,target,324,58,50,2,1,distr2,330,42,50,3,2,distr1,348,55,50,1,3,14,5,12,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186245469,1,closer,target,237,33,50,1,3,distr1,260,18,50,2,1,distr2,231,24,50,3,2,12,7,8,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186290037,2,further,target,284,95,50,1,1,distr1,241,58,50,3,2,distr2,54,4,50,2,3,19,41,42,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186331769,3,further,target,171,22,50,2,1,distr1,187,10,50,1,2,distr2,100,74,50,3,3,11,31,37,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186360984,4,equal,target,236,8,50,1,3,distr2,154,25,50,2,2,distr1,38,42,50,3,1,33,29,29,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186384686,5,equal,target,115,25,50,3,3,distr1,327,66,50,2,1,distr2,15,94,50,1,2,71,58,34,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186449678,6,closer,target,40,5,50,1,3,distr2,110,2,50,3,1,distr1,168,19,50,2,2,18,5,14,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186469072,7,equal,target,275,99,50,1,3,distr2,172,32,50,3,2,distr1,125,92,50,2,1,73,44,32,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186578448,8,closer,distr2,302,62,50,2,1,target,314,42,50,3,2,distr1,313,93,50,1,3,11,8,7,false
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186725716,9,closer,target,349,68,50,2,2,distr2,358,49,50,1,1,distr1,334,87,50,3,3,11,5,14,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186770210,10,further,target,47,49,50,1,3,distr2,284,92,50,3,1,distr1,68,46,50,2,2,12,71,84,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186894981,11,closer,target,355,25,50,3,1,distr1,255,6,50,2,3,distr2,278,11,50,1,2,19,17,7,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186924195,12,further,target,62,74,50,2,1,distr2,198,27,50,3,2,distr1,47,76,50,1,3,14,49,46,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186944182,13,further,target,296,9,50,2,1,distr1,225,22,50,1,2,distr2,73,30,50,3,3,15,42,46,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186960537,14,equal,target,149,77,50,1,1,distr2,38,95,50,2,2,distr1,297,43,50,3,3,60,48,61,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186980652,15,equal,target,204,70,50,1,2,distr2,11,23,50,3,3,distr1,165,48,50,2,1,34,37,46,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187080512,16,further,target,154,62,50,2,3,distr1,124,40,50,3,2,distr2,0,3,50,1,1,11,36,33,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187133912,17,further,target,249,24,50,2,3,distr1,282,25,50,3,1,distr2,45,62,50,1,2,9,57,58,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187150065,18,closer,target,101,28,50,1,1,distr2,124,8,50,3,2,distr1,45,30,50,2,3,18,15,18,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187165740,19,equal,target,151,99,50,3,2,distr2,189,88,50,2,3,distr1,292,56,50,1,1,65,40,53,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187212352,20,closer,target,70,13,50,1,2,distr2,109,34,50,2,3,distr1,112,10,50,3,1,7,16,16,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187226009,21,equal,target,262,35,50,2,2,distr1,188,69,50,1,1,distr2,74,56,50,3,3,44,77,42,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187243659,22,further,target,214,0,50,2,3,distr1,332,10,50,3,2,distr2,81,31,50,1,1,13,25,40,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187257744,23,equal,target,64,2,50,3,2,distr2,115,92,50,2,3,distr1,352,27,50,1,1,25,39,72,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187348823,24,further,target,23,25,50,1,3,distr1,25,10,50,2,1,distr2,97,89,50,3,2,9,48,42,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187379767,25,closer,target,131,67,50,2,2,distr2,80,43,50,3,1,distr1,82,27,50,1,3,18,14,8,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187402515,26,further,target,3,41,50,2,1,distr2,216,30,50,1,3,distr1,328,31,50,3,2,18,36,29,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187438484,27,equal,target,269,59,50,1,3,distr2,341,29,50,3,2,distr1,157,12,50,2,1,39,25,42,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187456567,28,equal,target,76,36,50,3,2,distr2,27,14,50,1,1,distr1,57,88,50,2,3,21,26,38,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187501367,29,equal,target,18,37,50,3,3,distr2,298,36,50,2,1,distr1,156,46,50,1,2,48,34,50,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187518008,30,further,target,95,18,50,3,1,distr2,217,56,50,2,2,distr1,34,9,50,1,3,18,46,33,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187545566,31,further,target,230,50,50,3,1,distr1,251,33,50,1,3,distr2,342,23,50,2,2,8,28,23,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187561547,32,further,target,273,14,50,3,2,distr2,146,49,50,2,3,distr1,193,0,50,1,1,18,43,29,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187652193,33,further,target,9,47,50,3,1,distr2,114,63,50,2,3,distr1,351,55,50,1,2,10,67,80,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187670524,34,further,target,257,16,50,2,2,distr2,133,69,50,3,3,distr1,252,3,50,1,1,14,51,39,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187696499,35,closer,target,330,88,50,3,3,distr1,295,32,50,1,1,distr2,334,51,50,2,2,18,8,14,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187768779,36,closer,target,159,89,50,2,3,distr1,120,71,50,1,2,distr2,92,84,50,3,1,15,17,7,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187795544,37,equal,target,103,74,50,3,2,distr2,184,20,50,2,1,distr1,28,28,50,1,3,42,37,30,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187858764,38,closer,target,272,20,50,1,1,distr1,248,17,50,3,2,distr2,241,3,50,2,3,6,17,14,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187912044,39,closer,target,233,41,50,2,2,distr2,258,91,50,3,1,distr1,277,35,50,1,3,14,16,17,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187952036,40,closer,target,88,32,50,3,3,distr2,150,47,50,2,1,distr1,114,14,50,1,2,12,13,15,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187970547,41,equal,target,122,11,50,1,1,distr1,292,4,50,2,2,distr2,160,81,50,3,3,24,26,42,true
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187987207,42,equal,target,55,95,50,2,2,distr2,94,19,50,3,3,distr1,236,63,50,1,1,90,32,55,true
