,gameid,epochTime,roundNum,sender,contents,raw_lengths,z_scores
117,1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121625310,31,演说者,灰色,6,-0.442052426641
118,1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121640190,32,演说者,不是红色也不是蓝色,27,1.95578840468
119,1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121657340,33,演说者,墨绿色,9,-0.0995037364521
120,1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121666273,34,演说者,灰色,6,-0.442052426641
121,1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121675334,35,演说者,猪肝,6,-0.442052426641
122,1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121692660,36,演说者,浅绿色,9,-0.0995037364521
123,1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121727884,37,演说者,蓝绿色,9,-0.0995037364521
124,1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121762850,37,倾听者,蓝较多吗？,15,0.585593643925
125,1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121813793,37,演说者,较少,6,-0.442052426641
126,1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121826868,38,演说者,紫色,6,-0.442052426641
127,1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121837196,39,演说者,蓝色,6,-0.442052426641
128,1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121844353,40,演说者,黄色,6,-0.442052426641
129,1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121852890,41,演说者,绿色,6,-0.442052426641
130,1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121872985,42,演说者,黄色最少,12,0.243044953737
131,1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121888369,43,演说者,蓝色,6,-0.442052426641
132,1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121896206,44,演说者,红色,6,-0.442052426641
133,1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121906175,45,演说者,红色,6,-0.442052426641
134,1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121915371,46,演说者,红色,6,-0.442052426641
135,1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121924477,47,演说者,黄,3,-0.78460111683
136,1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121937367,48,演说者,浅绿色,9,-0.0995037364521
137,1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121953020,49,演说者,蓝色,6,-0.442052426641
138,1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121962069,50,演说者,粉红,6,-0.442052426641
139,6206-00ac330b-8ff2-4472-a9c7-92d36d526eb8,1501179919699,1,演说者,你好,6,-0.442052426641
140,6206-00ac330b-8ff2-4472-a9c7-92d36d526eb8,1501179933145,1,演说者,？,3,-0.78460111683
141,0549-d56b0b64-54e8-4a64-8aa4-7700643a9b9e,1501182421617,0,演说者,022645,6,-0.442052426641
142,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186223122,1,演说者,深一点的蓝色,18,0.928142334114
143,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186276860,2,演说者,紫色,6,-0.442052426641
144,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186327126,3,演说者,灰绿色,9,-0.0995037364521
145,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186357114,4,演说者,灰色,6,-0.442052426641
146,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186375281,5,演说者,绿色,6,-0.442052426641
147,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186434134,6,演说者,灰黄色,9,-0.0995037364521
148,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186466035,7,演说者,紫色,6,-0.442052426641
149,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186566780,8,演说者,暗粉色,9,-0.0995037364521
150,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186616502,9,演说者,亮,3,-0.78460111683
151,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186712858,9,演说者,红色,6,-0.442052426641
152,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186761586,10,演说者,金黄色,9,-0.0995037364521
153,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186802774,11,演说者,暗粉色,9,-0.0995037364521
154,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186860864,11,倾听者,暗粉红色吗,15,0.585593643925
155,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186889093,11,演说者,是,3,-0.78460111683
156,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186914279,12,演说者,黄色,6,-0.442052426641
157,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186938127,13,演说者,紫色,6,-0.442052426641
158,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186955368,14,演说者,绿色,6,-0.442052426641
159,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186976941,15,演说者,天蓝色,9,-0.0995037364521
160,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187019259,16,演说者,浅绿色,9,-0.0995037364521
161,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187113645,17,演说者,蓝紫色,9,-0.0995037364521
162,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187147738,18,演说者,绿色,6,-0.442052426641
163,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187161470,19,演说者,绿色,6,-0.442052426641
164,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187205333,20,演说者,黄灰色,9,-0.0995037364521
165,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187223331,21,演说者,紫色,6,-0.442052426641
166,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187241143,22,演说者,灰色,6,-0.442052426641
167,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187254061,23,演说者,灰色,6,-0.442052426641
168,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187278007,24,演说者,土黄色,9,-0.0995037364521
169,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187320857,24,倾听者,重点是土吗？,18,0.928142334114
170,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187346763,24,演说者,泥黄色,9,-0.0995037364521
171,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187374036,25,演说者,最亮的绿色,15,0.585593643925
172,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187397630,26,演说者,红色,6,-0.442052426641
173,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187428328,27,演说者,紫色,6,-0.442052426641
174,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187451468,28,演说者,绿色,6,-0.442052426641
175,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187497882,29,演说者,土黃色,9,-0.0995037364521
176,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187514463,30,演说者,绿色,6,-0.442052426641
177,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187542151,31,演说者,天蓝色,9,-0.0995037364521
178,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187556427,32,演说者,紫色,6,-0.442052426641
179,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187593557,33,演说者,金秋色,9,-0.0995037364521
180,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187638504,33,倾听者,秋天落叶吗？,18,0.928142334114
181,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187667325,34,演说者,紫色,6,-0.442052426641
182,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187692225,35,演说者,亮粉色,9,-0.0995037364521
183,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187765511,36,演说者,蓝色,6,-0.442052426641
184,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187786277,37,演说者,绿色,6,-0.442052426641
185,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187837870,38,演说者,粉蓝色,9,-0.0995037364521
186,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187908637,39,演说者,灰蓝色,9,-0.0995037364521
187,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187947025,40,演说者,黄绿色,9,-0.0995037364521
188,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187964887,41,演说者,灰色,6,-0.442052426641
189,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187983879,42,演说者,黄色,6,-0.442052426641
190,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501188032777,43,演说者,灰黄色,9,-0.0995037364521
191,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501188086801,44,演说者,亮绿色,9,-0.0995037364521
192,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501188110727,45,演说者,黄色,6,-0.442052426641
193,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501188127928,46,演说者,灰色,6,-0.442052426641
194,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501188150912,47,演说者,深蓝色,9,-0.0995037364521
195,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501188168623,48,演说者,黃色,6,-0.442052426641
196,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501188182555,49,演说者,灰色,6,-0.442052426641
197,7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501188196281,50,演说者,灰色,6,-0.442052426641
198,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264544611,1,倾听者,你好,6,-0.442052426641
199,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264548986,1,倾听者,！,3,-0.78460111683
200,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264559041,1,演说者,你好！,9,-0.0995037364521
201,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264582025,1,倾听者,要选哪一个？,18,0.928142334114
202,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264597172,1,演说者,淡粉色,9,-0.0995037364521
203,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264616708,2,倾听者,:D,2,-0.898784013559
204,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264617534,2,演说者,深棕色,9,-0.0995037364521
205,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264630263,3,演说者,浅绿色,9,-0.0995037364521
206,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264641099,4,演说者,深灰色,9,-0.0995037364521
207,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264664054,5,演说者,蓝绿色,9,-0.0995037364521
208,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264672320,6,演说者,。。。。,12,0.243044953737
209,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264675790,6,倾听者,哈,3,-0.78460111683
210,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264677188,6,演说者,紫色,6,-0.442052426641
211,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264688141,7,演说者,亮绿色,9,-0.0995037364521
212,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264697952,7,演说者,？,3,-0.78460111683
213,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264701790,7,演说者,深绿色,9,-0.0995037364521
214,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264703890,7,演说者,。。。,9,-0.0995037364521
215,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264705905,7,倾听者,看起来是蓝色吧,21,1.2706910243
216,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264721101,8,演说者,紫色,6,-0.442052426641
217,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264757596,8,倾听者,深的？,9,-0.0995037364521
218,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264767197,8,演说者,中间的,9,-0.0995037364521
219,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264770553,8,演说者,不是粉色,12,0.243044953737
220,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264778335,9,演说者,黄,3,-0.78460111683
221,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264781077,9,倾听者,lol,3,-0.78460111683
222,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264792862,10,演说者,绿,3,-0.78460111683
223,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264808827,11,演说者,粉,3,-0.78460111683
224,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264818213,12,演说者,深蓝,6,-0.442052426641
225,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264829717,13,演说者,亮蓝,6,-0.442052426641
226,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264837105,14,倾听者,哎呀,6,-0.442052426641
227,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264838521,14,演说者,。。,6,-0.442052426641
228,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264841451,14,演说者,深蓝,6,-0.442052426641
229,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264856710,15,演说者,草绿,6,-0.442052426641
230,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264873573,16,演说者,粉色,6,-0.442052426641
231,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264909193,17,演说者,黄绿色,9,-0.0995037364521
232,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264921709,18,演说者,粉色,6,-0.442052426641
233,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264937446,19,演说者,亮蓝,6,-0.442052426641
234,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264954138,20,演说者,深灰色,9,-0.0995037364521
235,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264971675,21,演说者,深紫色,9,-0.0995037364521
236,7266-a19a5680-212b-4740-b7c3-897388466b48,1501264997126,22,演说者,蓝色,6,-0.442052426641
237,7266-a19a5680-212b-4740-b7c3-897388466b48,1501265044965,23,演说者,墨绿,6,-0.442052426641
