gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocL,alt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocL,alt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocL,targetD1Diff,targetD2Diff,D1D2Diff,outcome
2780-1,1459887243166,29,closer,distr2,277,21,50,1,1,target,281,66,50,2,2,distr1,290,86,50,3,3,8,16,18,false
2780-1,1459887252180,30,closer,distr2,157,28,50,3,2,target,100,31,50,1,3,distr1,79,26,50,2,1,6,14,16,false
2780-1,1459887264552,31,equal,distr2,153,94,50,3,3,distr1,26,96,50,1,1,target,276,65,50,2,2,56,67,66,false
2780-1,1459887281554,32,further,target,272,67,50,2,1,distr2,209,87,50,1,2,distr1,238,56,50,3,3,11,31,25,true
2780-1,1459887290640,33,equal,distr2,269,36,50,3,2,target,311,0,50,1,1,distr1,20,98,50,2,3,31,27,47,false
2780-1,1459887298049,34,equal,target,115,71,50,3,2,distr1,58,62,50,1,1,distr2,333,80,50,2,3,22,93,70,true
2780-1,1459887308923,35,further,target,69,32,50,1,2,distr2,31,48,50,2,1,distr1,106,59,50,3,3,16,25,42,true
2780-1,1459887318050,36,equal,target,57,47,50,3,2,distr2,16,89,50,1,3,distr1,356,30,50,2,1,48,44,23,true
2780-1,1459887328596,37,closer,distr2,79,24,50,1,3,distr1,110,19,50,2,1,target,159,37,50,3,2,11,16,7,false
2780-1,1459887353626,38,further,target,199,20,50,3,2,distr2,29,95,50,1,1,distr1,102,8,50,2,3,18,42,36,true
2780-1,1459887361217,39,closer,target,113,11,50,1,1,distr1,157,53,50,2,3,distr2,173,45,50,3,2,19,19,12,true
2780-1,1459887371697,40,equal,target,215,65,50,2,2,distr1,295,90,50,1,3,distr2,48,6,50,3,1,34,34,41,true
2780-1,1459887387309,41,further,distr2,318,6,50,1,1,target,282,44,50,2,2,distr1,253,49,50,3,3,12,23,28,false
2780-1,1459887398102,42,equal,target,75,18,50,1,3,distr2,248,66,50,2,2,distr1,199,12,50,3,1,24,67,24,true
2780-1,1459887412440,43,further,target,155,0,50,3,2,distr2,262,69,50,1,3,distr1,347,17,50,2,1,18,34,31,true
2780-1,1459887448791,44,further,target,193,94,50,3,1,distr2,38,12,50,1,2,distr1,192,72,50,2,3,5,36,33,true
2780-1,1459887479612,45,closer,target,274,3,50,1,3,distr2,283,6,50,2,1,distr1,331,13,50,3,2,12,5,8,true
2780-1,1459887498029,46,closer,distr1,253,13,50,2,3,distr2,309,43,50,1,1,target,300,19,50,3,2,11,10,19,false
2780-1,1459887516471,47,equal,target,124,83,50,2,3,distr1,167,59,50,1,2,distr2,253,86,50,3,1,23,78,62,true
2780-1,1459887534735,48,further,distr2,165,24,50,2,2,distr1,138,97,50,1,3,target,140,82,50,3,1,5,27,31,false
2780-1,1459887582855,49,equal,distr2,213,38,50,2,2,distr1,191,82,50,1,3,target,173,98,50,3,1,25,44,25,false
2780-1,1459887600084,50,closer,target,280,56,50,2,2,distr1,242,99,50,1,3,distr2,232,84,50,3,1,16,15,5,true
8088-6,1459886575179,1,closer,distr1,254,17,50,3,3,target,317,13,50,1,2,distr2,183,0,50,2,1,11,17,19,false
8088-6,1459886590925,2,further,target,242,27,50,1,1,distr2,81,72,50,2,2,distr1,275,11,50,3,3,14,66,59,true
8088-6,1459886609165,3,further,distr1,56,5,50,1,1,target,179,3,50,2,2,distr2,230,82,50,3,3,7,32,45,false
8088-6,1459886625792,4,further,target,263,7,50,1,1,distr2,335,40,50,2,3,distr1,245,25,50,3,2,15,21,23,true
8088-6,1459886651651,5,closer,target,303,3,50,1,1,distr1,308,11,50,2,3,distr2,358,13,50,3,2,10,11,9,true
8088-6,1459886671445,6,closer,target,72,63,50,2,3,distr1,77,87,50,1,2,distr2,110,69,50,3,1,7,13,13,true
8088-6,1459886703204,7,closer,target,254,18,50,1,1,distr2,240,25,50,2,2,distr1,271,53,50,3,3,17,8,14,true
8088-6,1459886719773,8,equal,target,317,67,50,2,2,distr1,223,42,50,1,3,distr2,287,5,50,3,1,32,24,22,true
8088-6,1459886736448,9,equal,target,161,22,50,1,2,distr2,198,81,50,2,1,distr1,45,82,50,3,3,37,26,58,true
8088-6,1459886755112,10,equal,distr1,148,47,50,2,2,distr2,332,14,50,1,1,target,184,68,50,3,3,25,55,52,false
8088-6,1459886764581,11,closer,target,342,86,50,1,3,distr1,350,19,50,2,1,distr2,4,26,50,3,2,18,16,7,true
8088-6,1459886777532,12,further,target,167,38,50,1,1,distr1,101,29,50,2,3,distr2,358,79,50,3,2,17,63,62,true
8088-6,1459886793539,13,closer,target,305,0,50,1,2,distr1,35,19,50,2,1,distr2,145,6,50,3,3,13,9,16,true
8088-6,1459886803684,14,equal,target,146,25,50,1,1,distr1,217,66,50,2,2,distr2,307,16,50,3,3,43,38,26,true
8088-6,1459886818300,15,further,distr1,14,10,50,2,2,target,32,19,50,1,3,distr2,212,68,50,3,1,9,38,30,false
8088-6,1459886831646,16,equal,target,117,12,50,3,2,distr1,58,57,50,1,3,distr2,243,43,50,2,1,28,45,78,true
8088-6,1459886875447,17,closer,distr1,3,11,50,2,3,distr2,319,32,50,1,1,target,309,14,50,3,2,12,10,19,false
8088-6,1459886912167,18,further,distr1,195,29,50,3,3,target,161,14,50,1,1,distr2,333,46,50,2,2,13,48,43,false
8088-6,1459886924143,19,equal,target,218,19,50,3,3,distr2,0,68,50,1,2,distr1,126,34,50,2,1,39,39,68,true
8088-6,1459887090471,20,closer,distr2,350,53,50,3,3,target,335,59,50,1,1,distr1,324,70,50,2,2,7,9,16,false
8088-6,1459887107713,21,further,target,146,51,50,1,1,distr2,19,24,50,2,3,distr1,171,24,50,3,2,19,43,36,true
8088-6,1459887122649,22,further,target,54,85,50,1,3,distr1,47,59,50,2,1,distr2,206,41,50,3,2,12,61,53,true
8088-6,1459887136502,23,closer,target,144,48,50,2,3,distr2,140,92,50,1,1,distr1,168,83,50,3,2,14,15,18,true
8088-6,1459887157150,24,closer,target,265,51,50,1,1,distr2,297,40,50,2,3,distr1,254,62,50,3,2,6,14,19,true
8088-6,1459887170474,25,further,distr1,358,22,50,3,3,distr2,97,61,50,1,2,target,341,20,50,2,1,6,61,58,false
8088-6,1459887180181,26,closer,target,301,53,50,3,1,distr2,294,17,50,1,2,distr1,321,30,50,2,3,12,15,8,true
8088-6,1459887199252,27,closer,target,145,20,50,1,2,distr2,57,25,50,2,1,distr1,146,9,50,3,3,9,18,18,true
8088-6,1459887211034,28,closer,distr1,109,60,50,2,2,target,146,93,50,1,1,distr2,81,61,50,3,3,11,16,9,false
8088-6,1459887224814,29,closer,target,23,20,50,2,1,distr2,5,3,50,1,3,distr1,38,24,50,3,2,10,11,16,true
8088-6,1459887242268,30,further,target,205,93,50,2,3,distr2,351,91,50,1,1,distr1,192,95,50,3,2,19,51,70,true
8088-6,1459887255222,31,further,target,225,24,50,1,3,distr2,87,32,50,2,1,distr1,203,15,50,3,2,13,47,34,true
8088-6,1459887267460,32,equal,target,316,20,50,1,1,distr1,30,25,50,2,3,distr2,174,33,50,3,2,29,43,32,true
8088-6,1459887274556,33,closer,target,70,75,50,1,1,distr2,121,47,50,2,2,distr1,130,62,50,3,3,18,19,5,true
8088-6,1459887283199,34,equal,target,209,62,50,2,1,distr1,40,49,50,1,3,distr2,340,62,50,3,2,49,44,46,true
8088-6,1459887297679,35,closer,distr2,205,9,50,3,1,target,74,2,50,1,3,distr1,146,7,50,2,2,9,9,11,false
8088-6,1459887308203,36,equal,target,311,62,50,3,1,distr2,224,93,50,1,2,distr1,188,45,50,2,3,46,27,37,true
8088-6,1459887318965,37,further,target,2,6,50,2,1,distr2,293,46,50,1,3,distr1,355,29,50,3,2,17,26,24,true
8088-6,1459887328410,38,further,target,299,19,50,3,1,distr2,87,79,50,1,3,distr1,313,39,50,2,2,9,74,86,true
8088-6,1459887341904,39,further,target,54,14,50,1,1,distr2,11,37,50,2,3,distr1,265,0,50,3,2,14,27,23,true
8088-6,1459887354607,40,equal,target,179,3,50,1,3,distr2,240,31,50,2,2,distr1,65,90,50,3,1,42,25,80,true
8088-6,1459887360619,41,equal,target,25,80,50,2,3,distr1,255,79,50,1,2,distr2,145,7,50,3,1,59,36,41,true
8088-6,1459887366449,42,equal,target,349,96,50,3,2,distr1,228,41,50,1,3,distr2,150,96,50,2,1,44,88,63,true
8088-6,1459887377459,43,further,target,268,3,50,2,3,distr2,110,77,50,1,2,distr1,294,0,50,3,1,5,42,38,true
8088-6,1459887386119,44,equal,target,22,83,50,3,2,distr1,318,36,50,1,1,distr2,201,24,50,2,3,39,44,33,true
8088-6,1459887402690,45,closer,distr2,340,14,50,3,1,distr1,335,69,50,1,2,target,334,35,50,2,3,9,12,18,false
8088-6,1459887413273,46,further,target,147,71,50,1,1,distr1,160,43,50,2,2,distr2,285,84,50,3,3,14,62,51,true
8088-6,1459887441199,47,equal,target,224,43,50,3,2,distr2,153,99,50,1,1,distr1,171,23,50,2,3,33,61,30,true
8088-6,1459887449412,48,further,target,202,26,50,2,1,distr2,86,49,50,1,3,distr1,226,73,50,3,2,19,44,69,true
8088-6,1459887458055,49,equal,target,283,39,50,3,3,distr2,327,5,50,1,2,distr1,72,65,50,2,1,82,23,44,true
8088-6,1459887473387,50,equal,target,49,91,50,2,3,distr2,197,94,50,1,1,distr1,111,39,50,3,2,31,61,51,true
5248-d,1459887725086,1,closer,distr1,134,50,50,2,2,target,147,86,50,1,3,distr2,128,85,50,3,1,11,7,13,false
5248-d,1459887733901,2,equal,target,94,7,50,1,3,distr1,207,97,50,2,1,distr2,312,41,50,3,2,37,42,38,true
5248-d,1459887742531,3,further,target,196,24,50,1,3,distr2,305,72,50,2,2,distr1,145,5,50,3,1,12,29,30,true
5248-d,1459887749969,4,equal,target,75,89,50,2,1,distr1,173,43,50,1,3,distr2,51,49,50,3,2,35,21,32,true
5248-d,1459887763759,5,closer,target,293,88,50,1,1,distr2,322,53,50,2,3,distr1,309,71,50,3,2,8,15,8,true
5248-d,1459887774441,6,equal,target,142,80,50,3,1,distr2,18,28,50,1,3,distr1,145,19,50,2,2,24,53,36,true
5248-d,1459887787058,7,equal,target,240,87,50,1,3,distr2,326,84,50,2,2,distr1,199,36,50,3,1,31,34,51,true
5248-d,1459887798150,8,equal,target,20,62,50,2,1,distr1,178,36,50,1,3,distr2,297,45,50,3,2,47,42,42,true
5248-d,1459887811116,9,closer,target,121,50,50,3,2,distr1,110,17,50,1,1,distr2,75,39,50,2,3,17,13,15,true
5248-d,1459887821999,10,further,target,311,59,50,3,3,distr2,137,56,50,1,1,distr1,312,39,50,2,2,6,90,82,true
5248-d,1459887831280,11,further,target,44,13,50,3,1,distr1,43,41,50,1,3,distr2,27,96,50,2,2,14,28,23,true
5248-d,1459887840563,12,equal,target,263,18,50,2,3,distr1,301,78,50,1,2,distr2,46,86,50,3,1,22,57,74,true
5248-d,1459887850099,13,equal,target,152,79,50,1,1,distr2,73,21,50,2,2,distr1,4,90,50,3,3,79,24,47,true
5248-d,1459887867392,14,closer,target,140,2,50,2,2,distr2,19,10,50,1,1,distr1,77,11,50,3,3,11,12,18,true
5248-d,1459887881396,15,closer,target,302,18,50,2,1,distr2,330,12,50,1,2,distr1,261,2,50,3,3,18,9,13,true
5248-d,1459887894760,16,further,target,350,46,50,2,2,distr1,9,26,50,1,3,distr2,259,82,50,3,1,13,35,39,true
5248-d,1459887912066,17,closer,target,319,47,50,1,3,distr1,335,33,50,2,2,distr2,310,26,50,3,1,9,7,8,true
5248-d,1459887922457,18,further,target,296,60,50,3,3,distr1,274,47,50,1,1,distr2,166,28,50,2,2,11,42,43,true
5248-d,1459887928798,19,equal,target,283,31,50,1,3,distr1,27,68,50,2,1,distr2,41,15,50,3,2,46,40,21,true
5248-d,1459887939705,20,closer,target,115,95,50,2,2,distr2,93,42,50,1,1,distr1,152,68,50,3,3,16,18,14,true
5248-d,1459887980237,21,closer,target,198,14,50,2,2,distr2,186,23,50,1,3,distr1,161,6,50,3,1,8,9,11,true
5248-d,1459887987756,22,further,target,72,90,50,1,1,distr2,263,14,50,2,3,distr1,145,82,50,3,2,19,65,50,true
5248-d,1459887997345,23,equal,target,126,90,50,3,3,distr1,191,7,50,1,2,distr2,343,79,50,2,1,41,93,33,true
5248-d,1459888011973,24,equal,target,81,93,50,1,1,distr2,20,74,50,2,3,distr1,148,38,50,3,2,27,62,55,true
5248-d,1459888024557,25,equal,target,259,51,50,3,3,distr2,15,76,50,1,1,distr1,88,20,50,2,2,66,48,45,true
5248-d,1459888036927,26,further,target,1,14,50,1,1,distr2,315,47,50,2,2,distr1,37,23,50,3,3,19,22,43,true
5248-d,1459888047458,27,further,target,122,34,50,2,1,distr2,38,99,50,1,2,distr1,122,80,50,3,3,17,43,48,true
5248-d,1459888054646,28,equal,target,353,39,50,1,3,distr2,54,38,50,2,2,distr1,33,5,50,3,1,25,46,23,true
5248-d,1459888075709,29,further,target,195,82,50,2,3,distr2,248,29,50,1,1,distr1,202,77,50,3,2,9,36,29,true
5248-d,1459888085425,30,further,target,15,61,50,3,1,distr1,343,80,50,1,2,distr2,266,22,50,2,3,19,36,29,true
5248-d,1459888103423,31,closer,target,118,20,50,2,1,distr2,156,70,50,1,3,distr1,168,43,50,3,2,15,18,13,true
5248-d,1459888111241,32,further,target,144,6,50,2,1,distr2,55,68,50,1,2,distr1,51,11,50,3,3,9,33,27,true
5248-d,1459888122196,33,equal,distr1,315,43,50,3,1,target,183,83,50,1,2,distr2,210,82,50,2,3,63,36,36,false
5248-d,1459888136563,34,closer,target,112,56,50,2,2,distr1,145,96,50,1,3,distr2,138,70,50,3,1,13,6,8,true
5248-d,1459888153684,35,closer,distr1,277,21,50,1,3,target,310,20,50,2,2,distr2,298,83,50,3,1,7,19,19,false
5248-d,1459888163258,36,equal,target,92,10,50,2,1,distr1,190,56,50,1,2,distr2,261,48,50,3,3,26,44,41,true
5248-d,1459888180463,37,closer,target,82,13,50,2,2,distr1,56,28,50,1,3,distr2,88,44,50,3,1,12,17,14,true
5248-d,1459888191648,38,further,target,80,53,50,2,2,distr2,173,92,50,1,1,distr1,73,62,50,3,3,5,29,31,true
5248-d,1459888215304,39,closer,distr1,58,14,50,3,1,target,23,30,50,1,3,distr2,33,21,50,2,2,19,8,11,false
5248-d,1459888223999,40,further,target,65,74,50,2,2,distr1,74,34,50,1,1,distr2,20,66,50,3,3,17,48,42,true
5248-d,1459888258310,41,closer,target,87,55,50,1,2,distr1,156,48,50,2,3,distr2,136,86,50,3,1,18,13,18,true
5248-d,1459888273836,42,further,target,294,18,50,2,3,distr2,104,72,50,1,1,distr1,256,34,50,3,2,14,73,65,true
5248-d,1459888280572,43,equal,target,221,42,50,2,3,distr2,12,55,50,1,2,distr1,117,36,50,3,1,53,42,58,true
5248-d,1459888292442,44,further,target,312,56,50,2,3,distr2,80,61,50,1,2,distr1,343,44,50,3,1,15,85,70,true
5248-d,1459888316278,45,further,distr1,90,36,50,3,1,distr2,274,7,50,1,3,target,152,16,50,2,2,18,27,42,false
5248-d,1459888322937,46,equal,target,9,79,50,3,1,distr2,168,90,50,1,3,distr1,36,61,50,2,2,28,74,46,true
5248-d,1459888346270,47,closer,target,271,43,50,2,3,distr1,260,84,50,1,2,distr2,234,93,50,3,1,12,15,5,true
5248-d,1459888377717,48,closer,distr2,111,34,50,3,3,target,74,45,50,1,2,distr1,56,25,50,2,1,12,12,16,false
5248-d,1459888394069,49,further,target,205,9,50,1,2,distr1,303,4,50,2,1,distr2,91,64,50,3,3,13,41,46,true
5248-d,1459888400713,50,equal,target,142,91,50,3,2,distr1,286,98,50,1,1,distr2,27,75,50,2,3,66,60,55,true
4647-2,1459886649655,1,further,distr2,181,74,50,1,1,target,348,22,50,2,3,distr1,322,39,50,3,2,13,66,64,false
4647-2,1459886668086,2,equal,distr1,41,75,50,3,1,target,354,93,50,1,3,distr2,285,31,50,2,2,39,36,60,false
4647-2,1459886684597,3,further,distr2,77,60,50,3,1,distr1,150,2,50,1,2,target,124,18,50,2,3,19,23,33,false
4647-2,1459886742393,4,closer,target,231,91,50,3,1,distr1,226,81,50,1,2,distr2,257,83,50,2,3,6,5,10,true
4647-2,1459886786003,5,closer,distr1,132,86,50,3,1,target,95,50,50,1,2,distr2,131,37,50,2,3,12,10,17,false
4647-2,1459886821216,6,closer,target,118,25,50,3,2,distr1,143,64,50,1,3,distr2,115,39,50,2,1,14,7,9,true
4647-2,1459886833336,7,closer,target,224,15,50,3,1,distr2,221,69,50,1,2,distr1,236,44,50,2,3,17,16,8,true
4647-2,1459886872139,8,closer,distr2,330,17,50,1,3,distr1,256,3,50,2,2,target,339,9,50,3,1,9,8,16,false
4647-2,1459886941558,9,further,distr1,156,5,50,3,2,distr2,358,81,50,1,1,target,126,1,50,2,3,6,32,39,false
4647-2,1459886962790,10,closer,distr1,282,76,50,1,3,target,274,43,50,2,2,distr2,222,93,50,3,1,8,16,18,false
4647-2,1459886972279,11,closer,target,211,22,50,1,2,distr1,343,6,50,2,1,distr2,267,25,50,3,3,19,16,19,true
4647-2,1459886996112,12,further,target,84,23,50,1,3,distr1,167,43,50,2,2,distr2,88,85,50,3,1,18,24,29,true
4647-2,1459887015771,13,closer,target,53,60,50,2,3,distr2,48,76,50,1,1,distr1,38,38,50,3,2,17,6,18,true
4647-2,1459887040506,14,closer,distr2,241,9,50,2,2,target,255,21,50,1,3,distr1,231,38,50,3,1,11,11,17,false
4647-2,1459887063530,15,further,target,332,6,50,3,1,distr1,14,1,50,1,3,distr2,86,76,50,2,2,8,48,38,true
4647-2,1459887077157,16,further,target,296,40,50,2,2,distr1,271,33,50,1,1,distr2,103,53,50,3,3,9,85,58,true
4647-2,1459887090403,17,equal,target,52,47,50,2,1,distr1,254,98,50,1,2,distr2,104,86,50,3,3,81,26,80,true
4647-2,1459887111635,18,further,target,141,50,50,2,1,distr1,115,77,50,1,3,distr2,56,16,50,3,2,13,23,29,true
4647-2,1459887122615,19,equal,target,133,20,50,2,3,distr1,248,82,50,1,1,distr2,215,49,50,3,2,54,40,25,true
4647-2,1459887142487,20,closer,target,57,1,50,1,3,distr2,219,16,50,2,1,distr1,116,3,50,3,2,5,13,16,true
4647-2,1459887155224,21,equal,target,138,6,50,2,2,distr2,220,27,50,1,3,distr1,28,93,50,3,1,36,24,46,true
4647-2,1459887162212,22,further,target,218,95,50,3,3,distr2,140,14,50,1,1,distr1,236,19,50,2,2,16,42,32,true
4647-2,1459887170122,23,equal,target,31,46,50,2,2,distr1,313,7,50,1,1,distr2,203,81,50,3,3,28,46,33,true
4647-2,1459887199533,24,closer,target,150,35,50,1,2,distr2,166,59,50,2,1,distr1,159,20,50,3,3,10,10,16,true
4647-2,1459887206426,25,equal,target,195,99,50,2,1,distr2,34,70,50,1,3,distr1,339,32,50,3,2,57,53,41,true
4647-2,1459887270098,26,closer,target,314,47,50,2,3,distr1,332,58,50,1,2,distr2,299,55,50,3,1,9,7,15,true
4647-2,1459887281731,27,equal,target,140,50,50,3,3,distr1,307,6,50,1,2,distr2,323,96,50,2,1,38,88,25,true
4647-2,1459887322112,28,equal,target,98,57,50,3,1,distr2,273,36,50,1,2,distr1,53,11,50,2,3,27,83,43,true
4647-2,1459887366063,29,further,target,93,11,50,2,3,distr1,46,3,50,1,1,distr2,287,90,50,3,2,13,58,36,true
4647-2,1459887385775,30,equal,target,112,29,50,1,3,distr1,243,88,50,2,2,distr2,78,98,50,3,1,63,26,110,true
4647-2,1459887422503,31,further,target,64,13,50,2,1,distr2,230,28,50,1,3,distr1,84,22,50,3,2,8,39,46,true
4647-2,1459887471804,32,equal,target,73,80,50,1,1,distr2,72,25,50,2,2,distr1,178,46,50,3,3,36,22,26,true
4647-2,1459887508726,33,closer,target,348,86,50,3,2,distr2,356,43,50,1,1,distr1,11,61,50,2,3,11,10,12,true
4647-2,1459887547510,34,closer,distr2,221,12,50,1,3,distr1,295,12,50,2,2,target,353,10,50,3,1,11,16,16,false
4647-2,1459887571828,35,further,target,67,48,50,1,2,distr1,52,73,50,2,1,distr2,170,4,50,3,3,12,30,35,true
4647-2,1459887590003,36,equal,target,358,68,50,3,3,distr1,124,64,50,1,1,distr2,321,84,50,2,2,80,27,96,true
4647-2,1459887604512,37,equal,target,129,19,50,3,1,distr2,226,6,50,1,2,distr1,306,56,50,2,3,67,26,26,true
4647-2,1459887619195,38,equal,target,275,60,50,3,3,distr2,195,81,50,1,2,distr1,128,59,50,2,1,64,45,49,true
4647-2,1459887636708,39,equal,target,140,63,50,3,2,distr2,1,41,50,1,1,distr1,53,9,50,2,3,28,71,31,true
4647-2,1459887674402,40,closer,distr1,282,58,50,2,3,target,248,56,50,1,1,distr2,258,98,50,3,2,13,8,14,false
4647-2,1459887684973,41,further,target,199,17,50,1,3,distr1,198,79,50,2,2,distr2,4,27,50,3,1,16,36,47,true
4647-2,1459887703717,42,closer,distr2,2,2,50,3,2,distr1,132,3,50,1,3,target,271,8,50,2,1,17,11,9,false
4647-2,1459887723764,43,further,target,36,31,50,2,3,distr2,296,57,50,1,1,distr1,66,20,50,3,2,14,50,61,true
4647-2,1459887741755,44,closer,target,227,91,50,1,2,distr2,228,31,50,2,1,distr1,267,30,50,3,3,17,15,11,true
4647-2,1459887752458,45,equal,distr1,45,86,50,3,1,distr2,43,12,50,1,2,target,13,44,50,2,3,36,23,27,false
4647-2,1459887791457,46,further,distr1,332,97,50,2,1,distr2,276,89,50,1,2,target,337,72,50,3,3,6,28,30,false
4647-2,1459887809953,47,equal,target,129,4,50,2,3,distr2,150,94,50,1,1,distr1,42,54,50,3,2,27,36,39,true
4647-2,1459887820113,48,further,target,274,20,50,3,1,distr2,112,14,50,1,3,distr1,314,76,50,2,2,19,35,62,true
4647-2,1459887878024,49,equal,distr2,86,22,50,2,1,distr1,208,41,50,1,2,target,170,62,50,3,3,34,23,42,false
4647-2,1459887975639,50,further,distr1,23,7,50,1,1,distr2,127,28,50,2,3,target,156,3,50,3,2,9,22,28,false
5800-8,1459886664265,1,closer,distr2,273,38,50,2,2,target,255,89,50,1,3,distr1,244,58,50,3,1,6,16,14,false
5800-8,1459886711825,2,closer,target,246,21,50,1,3,distr1,212,43,50,2,2,distr2,213,19,50,3,1,16,13,8,true
5800-8,1459886766747,3,further,target,159,44,50,2,2,distr2,90,73,50,1,1,distr1,170,24,50,3,3,12,23,31,true
5800-8,1459886806425,4,further,target,155,4,50,3,3,distr1,182,31,50,1,1,distr2,80,46,50,2,2,17,28,32,true
5800-8,1459886819517,5,equal,target,183,35,50,3,1,distr2,254,28,50,1,2,distr1,73,90,50,2,3,41,36,80,true
5800-8,1459886859857,6,closer,target,63,4,50,2,2,distr1,55,18,50,1,3,distr2,112,10,50,3,1,12,11,12,true
5800-8,1459886891277,7,further,target,160,37,50,1,3,distr2,346,89,50,2,2,distr1,109,6,50,3,1,18,68,43,true
5800-8,1459886938554,8,closer,target,133,47,50,1,3,distr2,110,51,50,2,1,distr1,88,79,50,3,2,15,5,11,true
5800-8,1459886957174,9,closer,target,116,10,50,1,2,distr2,82,30,50,2,3,distr1,153,33,50,3,1,13,14,14,true
5800-8,1459886969937,10,equal,distr1,345,33,50,3,1,target,260,94,50,1,2,distr2,33,83,50,2,3,32,68,39,false
5800-8,1459886992799,11,further,distr1,113,46,50,2,1,target,92,81,50,1,3,distr2,308,16,50,3,2,13,69,62,false
5800-8,1459887004854,12,equal,distr2,257,26,50,2,3,distr1,131,49,50,1,2,target,172,78,50,3,1,21,51,53,false
5800-8,1459887021762,13,equal,distr1,108,0,50,3,2,distr2,135,38,50,1,3,target,16,57,50,2,1,26,56,27,false
5800-8,1459887067905,14,equal,target,151,66,50,1,2,distr2,219,87,50,2,1,distr1,2,35,50,3,3,66,59,38,true
