"gameid","time","roundNum","sender","contents"
"2641-2","1476489906841","29","speaker","blue"
"2641-2","1476489986612","30","speaker","most grey"
"2641-2","1476489996447","31","speaker","the color is the shade of green ( not the <unk> or <unk>"
"2641-2","1476490006417","32","speaker","flourescent yellow"
"2641-2","1476490017100","33","speaker","the one that kind , a bit more most saturated green , metallic one"
"2641-2","1476490027609","34","speaker","brown not tan"
"2641-2","1476490036282","35","speaker","blue"
"2641-2","1476490047363","36","speaker","ocean blue"
"2641-2","1476490070934","37","speaker","mud looking"
"2641-2","1476490082189","38","speaker","orangeish purple"
"2641-2","1476490107043","39","speaker","the teal one"
"2641-2","1476490120375","40","speaker","dull green ~"
"2641-2","1476490131775","41","speaker","indigo green again"
"2641-2","1476490139636","42","speaker","neon"
"2641-2","1476490149613","43","speaker","viloet . not the brightest of the one of purple"
"2641-2","1476490156818","44","speaker","purple red"
"2641-2","1476490169040","45","speaker","darkest purple"
"2641-2","1476490176814","46","speaker","dark blue"
"2641-2","1476490187226","47","speaker","brighter green"
"2641-2","1476490203060","48","speaker","purple"
"2641-2","1476490221500","49","speaker","pink"
"2641-2","1476490233188","50","speaker","brownish grey"
"4235-3","1476489554614","1","speaker","its like an these are <unk> ..... green <unk> almost any closest to describe lol ~ it's getting an either on a screen give you would say <unk> ~ hints ~ green not the neutral green to it's the yellow one"
"4235-3","1476489584237","2","speaker","blue"
"4235-3","1476489595552","3","speaker","grey"
"4235-3","1476489610393","4","speaker","the concrete mixed with sky"
"4235-3","1476489622917","5","speaker","blue"
"4235-3","1476489641821","6","speaker","purple"
"4235-3","1476489662007","7","speaker","you're awesome ~ lightest purple ?"
"4235-3","1476489702628","8","speaker","dim blue"
"4235-3","1476489711269","9","speaker","green"
"4235-3","1476489723453","10","speaker","brightest shade"
"4235-3","1476489735171","11","speaker","the dingy pink color almost pink . ~ not bright pink"
"4235-3","1476489750482","12","speaker","green , dark blue"
"4235-3","1476489793904","13","speaker","green blue"
"4235-3","1476489831681","14","speaker","grayer blue"
"4235-3","1476489854644","15","speaker","dark brown"
"4235-3","1476489866415","16","speaker","brown"
"4235-3","1476489888142","17","speaker","bluish green"
"4235-3","1476489902098","18","speaker","blue"
"4235-3","1476489915098","19","speaker","red"
"4235-3","1476489936746","20","speaker","pick the teal <unk> green . not the <unk>"
"4235-3","1476489981410","21","speaker","blue not the normal blue"
"4235-3","1476489996152","22","speaker","pink"
"4235-3","1476490008998","23","speaker","not the darker one"
"4235-3","1476490039014","24","speaker","throw up green ~ lizzard"
"4235-3","1476490052703","25","speaker","grey"
"4235-3","1476490067112","26","speaker","green"
"4235-3","1476490088142","27","speaker","baby again"
"4235-3","1476490101804","28","speaker","uh drab <unk>"
"4235-3","1476490133263","29","speaker","no , and <unk> ~ yes !"
"4235-3","1476490172926","30","speaker","blue"
"4235-3","1476490185696","31","speaker","color of yellow"
"4235-3","1476490209979","32","speaker","muted purple , brighter"
"4235-3","1476490250015","33","speaker","concrete"
"4235-3","1476490277970","34","speaker","select the purple that is the one most intense"
"4235-3","1476490308043","35","speaker","the color is greenish grey"
"4235-3","1476490330871","36","speaker","brown"
"4235-3","1476490364255","37","speaker","the brightest color with closest to salmon?"
"4235-3","1476490377387","38","speaker","this color is gray-green ."
"4235-3","1476490400410","39","speaker","cyan"
"4235-3","1476490416439","40","speaker","not peach"
"4235-3","1476490425617","41","speaker","blue"
"4235-3","1476490442713","42","speaker","purple looking"
"4235-3","1476490454694","43","speaker","can less purple color"
"4235-3","1476490469544","44","speaker","green ~ darker"
"4235-3","1476490478872","45","speaker","grey"
"4235-3","1476490495565","46","speaker","red <unk>"
"4235-3","1476490514460","47","speaker","blue ."
"4235-3","1476490526917","48","speaker","pink"
"4235-3","1476490550690","49","speaker","sunshine"
"4235-3","1476490564333","50","speaker","the lighest purple that is lighter ."
"1369-5","1476489644583","1","speaker","muted green"
"1369-5","1476489820403","2","speaker","dark purple looking"
"1369-5","1476489907554","3","speaker","blue ~ royal blue"
"1369-5","1476489972802","4","speaker","the <unk> sky"
"1369-5","1476490011734","5","speaker","d purple"
"1369-5","1476490048042","6","speaker","teal green"
"1369-5","1476490098483","7","speaker","bright green"
"1369-5","1476490157940","8","speaker","yellow with yellow"
"1369-5","1476490183419","9","speaker","sky dark blue"
"1369-5","1476490204883","10","speaker","blue"
"1369-5","1476490278963","11","speaker","grey"
"1369-5","1476490326817","12","speaker","brightest blue"
"1369-5","1476490364466","13","speaker","green"
"1369-5","1476490433388","14","speaker","darkish blue"
"1369-5","1476490470159","15","speaker","grey"
"1369-5","1476490536045","16","speaker","purple"
"1369-5","1476490582144","17","speaker","the target is purple"
"1369-5","1476490619040","18","speaker","reddish"
"1369-5","1476490639484","19","speaker","green"
"1369-5","1476490666736","20","speaker","the shade most flesh tint"
"1369-5","1476490776711","21","speaker","the blue between summer"
"1369-5","1476490882690","22","speaker","very lightest ~ blue then"
"1369-5","1476490979772","23","speaker","is it usixels ~ pixels ~ lesser of greens?"
"1369-5","1476491024412","24","speaker","bright green"
"1369-5","1476491138244","25","speaker","no or sand it is the least amount of grey in the options"
"1369-5","1476491204786","26","speaker","light blue"
"1369-5","1476491258960","27","speaker","blue"
"1369-5","1476491285660","28","speaker","yellowish"
"1369-5","1476491352003","29","speaker","greenest"
"1369-5","1476491369444","30","speaker","green"
"1369-5","1476491390519","31","speaker","the darker of the other purple"
"1369-5","1476491428481","32","speaker","greenish / greenish"
"1369-5","1476491498581","33","speaker","aqua"
"1369-5","1476491571250","34","speaker","sea green"
"1369-5","1476491616403","35","speaker","orange"
"1369-5","1476491680342","36","speaker","dark purple"
"1369-5","1476491697476","37","speaker","green"
"1369-5","1476491729444","38","speaker","blue"
"1369-5","1476491769150","39","speaker","not brown"
"1369-5","1476491802365","40","speaker","gray"
"1369-5","1476491831740","41","speaker","prp"
"1369-5","1476491883814","42","speaker","the more purple square"
"1369-5","1476491988290","43","speaker","select the brighter blue one ... the brightest ."
"1369-5","1476492040975","44","speaker","the color is the purple one that looks like the most purple in it ."
"1369-5","1476492101808","45","speaker","bluish grey"
"1369-5","1476492150100","46","speaker","not bright neon pink"
"1369-5","1476492214440","47","speaker","neon pink ~ bright"
"1369-5","1476492236557","48","speaker","pink"
"1369-5","1476492280065","49","speaker","blue"
"1369-5","1476492311333","50","speaker","sky blue"
"3421-f","1476489589238","1","speaker","the dull grey"
"3421-f","1476489614489","2","speaker","gray"
"3421-f","1476489657422","3","speaker","light blue"
"3421-f","1476489677238","4","speaker","the brightest one"
"3421-f","1476489692196","5","speaker","green"
"3421-f","1476489718663","6","speaker","the light blue , <unk> . ~ ~ ~ ~ go remaining"
"3421-f","1476489736654","7","speaker","brightest"
"3421-f","1476489756866","8","speaker","pink , brighter , bright not the red one .... not the purplish pink . sorry ."
"3421-f","1476489772087","9","speaker","brightest"
"3421-f","1476489797452","10","speaker","light blue ? there are more blue ones"
"3421-f","1476489816146","11","speaker","caca"
"3421-f","1476489834808","12","speaker","dullest"
"3421-f","1476489849443","13","speaker","gold"
"3421-f","1476489862807","14","speaker","lightest blue"
"3421-f","1476489893221","15","speaker","bright pink"
"3421-f","1476489910711","16","speaker","the red that is the most neon"
"3421-f","1476489947948","17","speaker","green"
"3421-f","1476489961102","18","speaker","sky"
"3421-f","1476489973337","19","speaker","blue"
"3421-f","1476490045610","20","speaker","the color is most gray ~ normal tint"
"3421-f","1476490064016","21","speaker","bold green box"
"3421-f","1476490083539","22","speaker","primary blue"
"3421-f","1476490093282","23","speaker","red"
"3421-f","1476490119388","24","speaker","gray"
"3421-f","1476490141342","25","speaker","bright purple"
"3421-f","1476490157112","26","speaker","royal blue"
"3421-f","1476490171447","27","speaker","vomit"
"3421-f","1476490183291","28","speaker","yellow"
"3421-f","1476490215531","29","speaker","<unk> green"
"3421-f","1476490229090","30","speaker","orange"
"3421-f","1476490261607","31","speaker","bright bright green"
"3421-f","1476490274682","32","speaker","green"
"3421-f","1476490299422","33","speaker","the <unk> """" color"
"3421-f","1476490313356","34","speaker","green"
"3421-f","1476490333058","35","speaker","less bright or blueish one , darkest and pink . ~ ~ ~ the deeper pink )"
"3421-f","1476490347201","36","speaker","the blue one"
"3421-f","1476490359182","37","speaker","yellow , yellow"
"3421-f","1476490390794","38","speaker","red"
"3421-f","1476490402299","39","speaker","red"
"3421-f","1476490445419","40","speaker","dark grey ~ thanks ! ~ gray ~ more grey"
"3421-f","1476490457793","41","speaker","blue"
"3421-f","1476490469093","42","speaker","reddish"
"3421-f","1476490484396","43","speaker","yello"
"3421-f","1476490507017","44","speaker","haha , most yellow"
"3421-f","1476490520328","45","speaker","purple"
"3421-f","1476490559522","46","speaker","pure the less blue green"
"3421-f","1476490588775","47","speaker","more muted soft pink , like a reddish purple has darkest than the other purple . on the more of a purple"
"3421-f","1476490602614","48","speaker","greyish blue"
"3421-f","1476490611896","49","speaker","~ green bright bright green"
"3421-f","1476490623174","50","speaker","yellow"
"3498-1","1476486433505","1","speaker","light brown"
"3498-1","1476486440296","2","speaker","purple"
"3498-1","1476486450141","3","speaker","darker of the left ~ no like us would ~ crayola"
"3498-1","1476486458006","4","speaker","brown"
"3498-1","1476486466904","5","speaker","bright green"
"3498-1","1476486475532","6","speaker","gray"
"3498-1","1476486486652","7","speaker","dark purple"
"3498-1","1476486494182","8","speaker","grey"
"3498-1","1476486502515","9","speaker","bright green"
"3498-1","1476486511121","10","speaker","duller green"
"3498-1","1476486519049","11","speaker","green"
"3498-1","1476486525870","12","speaker","dark green"
"3498-1","1476486533544","13","speaker","grey drab"
"3498-1","1476486542651","14","speaker","neither of the brightest one"
"3498-1","1476486550174","15","speaker","the left grape"
"3498-1","1476486559698","16","speaker","greeen"
"3498-1","1476486571580","17","speaker","the darker green"
"3498-1","1476486586230","18","speaker","red"
"3498-1","1476486598587","19","speaker","brightest color it isn't bright"
"3498-1","1476486608435","20","speaker","grey ~ sort of brown , and not the way that has a pink in it"
"3498-1","1476486618629","21","speaker","not the blue shade of the other look this ~ purple cast"
"3498-1","1476486626530","22","speaker","dim blue ~ thanks !"
"3498-1","1476486633063","23","speaker","lime"
"3498-1","1476486644494","24","speaker","pink"
"3498-1","1476486652269","25","speaker","click the brightest one you would see red ."
"3498-1","1476486665058","26","speaker","gray"
"3498-1","1476486675531","27","speaker","lime green , dark camo"
"3498-1","1476486688125","28","speaker","it's the darker of the two of the purple ."
"3498-1","1476486696364","29","speaker","in the left in the <unk> similar , this one . actually too ~ yellow"
"3498-1","1476486704265","30","speaker","brighter blue"
"3498-1","1476486715494","31","speaker","red"
"3498-1","1476486724532","32","speaker","purple"
"3498-1","1476486733351","33","speaker","<unk> ~ not pale green"
"3498-1","1476486743072","34","speaker","the color is closest to a mauve color less gray color"
"3498-1","1476486756659","35","speaker","<unk> sky"
"3498-1","1476486770630","36","speaker","medium blue with blue in between"
"3498-1","1476486782382","37","speaker","ugh ~ sorry it's military green"
"3498-1","1476486789804","38","speaker","pink"
"3498-1","1476486798261","39","speaker","grey color"
"3498-1","1476486808050","40","speaker","bright teal"
"3498-1","1476486816601","41","speaker","regular gray not blue grey"
"3498-1","1476486826765","42","speaker","green"
"3498-1","1476486834108","43","speaker","gray"
"3498-1","1476486842061","44","speaker","brightest"
"3498-1","1476486848422","45","speaker","purpleish"
"3498-1","1476486858331","46","speaker","sky"
"3498-1","1476486870366","47","speaker","natural green"
"3498-1","1476486883266","48","speaker","puke not yellow in it"
"3498-1","1476486896059","49","speaker","darkest"
"3498-1","1476486910921","50","speaker","gray"
"9260-e","1476486454548","1","speaker","brightest green"
"9260-e","1476486478810","2","speaker","grey ~ redder"
"9260-e","1476486486023","3","speaker","green"
"9260-e","1476486500166","4","speaker","neon green"
"9260-e","1476486524818","5","speaker","not bright not bright and not lime green"
"9260-e","1476486548618","6","speaker","yellow ~ yes"
"9260-e","1476486572494","7","speaker","the purple purple"
"9260-e","1476486583484","8","speaker","drab purple"
"9260-e","1476486596835","9","speaker","dark green"
"9260-e","1476486617836","10","speaker","not green or redish pale , matt one"
"9260-e","1476486626987","11","speaker","brown"
"9260-e","1476486645620","12","speaker","middle color"
"9260-e","1476486655190","13","speaker","orange like"
"9260-e","1476486666555","14","speaker","darkest purple , not purple and white sort and lighter almost <unk>"
"9260-e","1476486677473","15","speaker","blue"
"9260-e","1476486689239","16","speaker","yellow"
"9260-e","1476486699771","17","speaker","bright grass"
"9260-e","1476486711254","18","speaker","brown ~ yellow"
"9260-e","1476486751938","19","speaker","pinkish purple , not purple"
"9260-e","1476486765422","20","speaker","darker blue"
"9260-e","1476486775560","21","speaker","red ~ dark red"
"9260-e","1476486784940","22","speaker","blue"
"9260-e","1476486795037","23","speaker","plum ?"
"9260-e","1476486804647","24","speaker","yellowish green but not brown or the bright one"
"9260-e","1476486813226","25","speaker","gray"
"9260-e","1476486824785","26","speaker","tan, light"
"9260-e","1476486842254","27","speaker","green"
"9260-e","1476486855109","28","speaker","sky"
"9260-e","1476486868397","29","speaker","cheeks"
"9260-e","1476486888141","30","speaker","the darkest yellowish green"
"9260-e","1476486903626","31","speaker","the brightest colored green"
"9260-e","1476486923151","32","speaker","some are too close ~  darker green"
"9260-e","1476486937478","33","speaker","same flower color as before , not blueish or pink"
"9260-e","1476486947766","34","speaker","bright green"
"9260-e","1476486958222","35","speaker","yellow"
"9260-e","1476486969124","36","speaker","green"
"9260-e","1476486982472","37","speaker","closest to teal"
"9260-e","1476486995704","38","speaker","brightest"
"9260-e","1476487007935","39","speaker","yellow"
"9260-e","1476487025262","40","speaker","purplish blue"
"9260-e","1476487039278","41","speaker","brown"
"9260-e","1476487058548","42","speaker","yellow"
"9260-e","1476487074052","43","speaker","the object is brownish than brownish"
"9260-e","1476487080430","44","speaker","lime"
"9260-e","1476487111188","45","speaker","red"
"9260-e","1476487121853","46","speaker","green"
"9260-e","1476487134954","47","speaker","the other green tone"
"9260-e","1476487149448","48","speaker","yellowish"
"9260-e","1476487157955","49","speaker","military green one"
"9260-e","1476487199232","50","speaker","darker grey"
"0699-d","1476486599243","1","speaker","purple ~ pink"
"0699-d","1476486618835","2","speaker","red"
"0699-d","1476486627539","3","speaker","green"
"0699-d","1476486638083","4","speaker","purple"
"0699-d","1476486649911","5","speaker","the sea foam green"
"0699-d","1476486664401","6","speaker","it's ok this is purple / lavender"
"0699-d","1476486674911","7","speaker","green"
"0699-d","1476486748930","8","speaker","purple darkest one"
"0699-d","1476486761167","9","speaker","blue"
"0699-d","1476486772824","10","speaker","mustard yellow"
"0699-d","1476486781696","11","speaker","tan"
"0699-d","1476486793042","12","speaker","purple"
"0699-d","1476486810005","13","speaker","dark blue"
"0699-d","1476486821204","14","speaker","lime green"
"0699-d","1476486831011","15","speaker","tree"
"0699-d","1476486862870","16","speaker","light teal"
"0699-d","1476486876764","17","speaker","hot pink"
"0699-d","1476486885260","18","speaker","orange"
"0699-d","1476486894062","19","speaker","purple"
"0699-d","1476486932372","20","speaker","dark blue"
"0699-d","1476486939926","21","speaker","green"
"0699-d","1476486953629","22","speaker","closest to bad these williamsburg . it ~ camo than the 3 or brightest with more yellow"
"0699-d","1476486976116","23","speaker","the lighter brownish color"
"0699-d","1476486992663","24","speaker","magenta"
"0699-d","1476487004515","25","speaker","purple"
"0699-d","1476487017039","26","speaker","the bright blue"
"0699-d","1476487024308","27","speaker","purple"
"0699-d","1476487033256","28","speaker","the greyest one"
"0699-d","1476487040986","29","speaker","blue"
"0699-d","1476487052076","30","speaker","no flower color , why yeah . ~ brightest shade of purple ~ slightly brighter than more pink"
"0699-d","1476487059433","31","speaker","pinkish red"
"0699-d","1476487070372","32","speaker","lightest blue"
"0699-d","1476487081663","33","speaker","not teal"
"0699-d","1476487099565","34","speaker","lightest green"
"0699-d","1476487116246","35","speaker","the brightest pink purple"
"0699-d","1476487136250","36","speaker","not bright blue"
"0699-d","1476487144486","37","speaker","this color is the greenish box"
"0699-d","1476487156383","38","speaker","deep bright eggplant again"
"0699-d","1476487167987","39","speaker","ocean"
"0699-d","1476487178541","40","speaker","hard colors color"
"0699-d","1476487186406","41","speaker","red"
"0699-d","1476487200586","42","speaker","blue"
"0699-d","1476487208293","43","speaker","gray blue"
"0699-d","1476487216024","44","speaker","bluish grey"
"0699-d","1476487228638","45","speaker","purple / grayish purple"
"0699-d","1476487236683","46","speaker","purple"
"0699-d","1476487246525","47","speaker","red"
"0699-d","1476487259224","48","speaker","orange"
"0699-d","1476487272412","49","speaker","like a bit like this color as hard and an yellow ."
"0699-d","1476487285090","50","speaker","object is like a pinkish tint"
"5539-6","1476489652604","1","speaker","yellow"
"5539-6","1476489696646","2","speaker","true blue"
"5539-6","1476489722301","3","speaker","<unk>"
"5539-6","1476489734570","4","speaker","green"
"5539-6","1476489758445","5","speaker","puke lime green"
"5539-6","1476489799648","6","speaker","dark green"
"5539-6","1476489829901","7","speaker","pink ."
"5539-6","1476489896416","8","speaker","red"
"5539-6","1476489908376","9","speaker","dark pink"
"5539-6","1476489950675","10","speaker","not sea green, and not teal, looks like a mix between green and grey"
"5539-6","1476489976087","11","speaker","nice . the darkest color of the two"
"5539-6","1476489984261","12","speaker","ok ... not brightest"
"5539-6","1476490005546","13","speaker","dull blue but not green ~ light"
"5539-6","1476490036289","14","speaker","the most neon baby blue"
"5539-6","1476490063466","15","speaker","blue"
"5539-6","1476490126454","16","speaker","you would u : ~ it's the one that's more purple , lighter than grey and not brown"
"5539-6","1476490142130","17","speaker","brighter purple blue"
"5539-6","1476490158272","18","speaker","most <unk> ~ turqoise i am <unk> two"
"5539-6","1476490182094","19","speaker","the only color that look brown"
"5539-6","1476490218616","20","speaker","green ~ green not green"
"5539-6","1476490226992","21","speaker","darker green"
"5539-6","1476490258481","22","speaker","dark blue"
"5539-6","1476490285607","23","speaker","lighter / blue"
"5539-6","1476490290855","24","speaker","hot pink"
"5539-6","1476490310161","25","speaker","medium ~ less purple"
"5539-6","1476490323407","26","speaker","grey"
"5539-6","1476490330483","27","speaker","seafoam"
"5539-6","1476490338322","28","speaker","purple"
"5539-6","1476490345884","29","speaker","grey-green"
"5539-6","1476490358063","30","speaker","the least blue ... not the lightest one"
"5539-6","1476490373695","31","speaker","olive"
"5539-6","1476490383796","32","speaker","green"
"5539-6","1476490390377","33","speaker","bright fuchsia , you too neon"
"5539-6","1476490397436","34","speaker","there is another color of the sky color"
"5539-6","1476490404211","35","speaker","purple"
"5539-6","1476490410265","36","speaker","pinkish purple"
"5539-6","1476490416582","37","speaker","green"
"5539-6","1476490424320","38","speaker","orange"
"5539-6","1476490444621","39","speaker","jungle green"
"5539-6","1476490459832","40","speaker","bright orange"
"5539-6","1476490481183","41","speaker","blue"
"5539-6","1476490507793","42","speaker","darkest blue"
"5539-6","1476490527442","43","speaker","bright green"
"5539-6","1476490546859","44","speaker","aqua"
"5539-6","1476490555320","45","speaker","purple"
"5539-6","1476490567705","46","speaker","not the blueish , the one that is more purple"
"5539-6","1476490581663","47","speaker","the purple that has no blue"
"5539-6","1476490603435","48","speaker","bright sky blue"
"5539-6","1476490631521","49","speaker","green with a tint of grey and bluish"
"5539-6","1476490671429","50","speaker","sorry working leaning bright green ~ light"
"8080-9","1476489614071","1","speaker","green ~ not lightest or the intense green"
"8080-9","1476489631068","2","speaker","The yellow one"
"8080-9","1476489650957","3","speaker","on the center greyish"
"8080-9","1476489664623","4","speaker","grey"
"8080-9","1476489673760","5","speaker","yellowish"
"8080-9","1476489701712","6","speaker","oops ."
"8080-9","1476489713254","7","speaker","purple / purple"
"8080-9","1476489722661","8","speaker","oj"
"8080-9","1476489739725","9","speaker","grey with an classic grey"
"8080-9","1476489753111","10","speaker","bright green"
"8080-9","1476489767447","11","speaker","most gray"
"8080-9","1476489775479","12","speaker","dull purple"
"8080-9","1476489782970","13","speaker","light grey"
"8080-9","1476489799833","14","speaker","lime green"
"8080-9","1476489827697","15","speaker","the lighter blue"
"8080-9","1476489840576","16","speaker","brownish one"
"8080-9","1476489852007","17","speaker","army color"
"8080-9","1476489864640","18","speaker","bright"
"8080-9","1476489872777","19","speaker","greyish blue"
"8080-9","1476489880020","20","speaker","green"
"8080-9","1476489899785","21","speaker","purple"
"8080-9","1476489919016","22","speaker","lighter green"
"8080-9","1476489926715","23","speaker","orange"
"8080-9","1476489951240","24","speaker","brown"
"8080-9","1476489959520","25","speaker","the color box <unk>"
"8080-9","1476489970583","26","speaker","brighest green"
"8080-9","1476489985537","27","speaker","green / blue one"
"8080-9","1476490002844","28","speaker","blueish green / grey"
"8080-9","1476490022874","29","speaker","gray"
"8080-9","1476490039119","30","speaker","not the grey . not color"
"8080-9","1476490048715","31","speaker","hot pink!"
"8080-9","1476490057232","32","speaker","aqua"
"8080-9","1476490086003","33","speaker","the color is the most grass-like color"
"8080-9","1476490097831","34","speaker","this is the lime ."
"8080-9","1476490107217","35","speaker","blue"
"8080-9","1476490120019","36","speaker","not bright one , not pinkish shade"
"8080-9","1476490130283","37","speaker","yellowish green"
"8080-9","1476490158308","38","speaker","orangish green <unk>"
"8080-9","1476490174675","39","speaker","has yellow in it ~ not like <unk>"
"8080-9","1476490192363","40","speaker","gray"
"8080-9","1476490209802","41","speaker","brownish gray"
"8080-9","1476490220477","42","speaker","grey ~"
"8080-9","1476490249924","43","speaker","the brightest green"
"8080-9","1476490262314","44","speaker","brown"
"8080-9","1476490289460","45","speaker","the yucky lime green"
"8080-9","1476490304058","46","speaker","not the bright green ~ ~ the greenest one"
"8080-9","1476490311875","47","speaker","the brightest pink"
"8080-9","1476490325115","48","speaker","matt green which one is light ?"
"8080-9","1476490332364","49","speaker","paler briter yellow"
"8080-9","1476490341299","50","speaker","mint green"
"0580-7","1476490276301","1","speaker","dark blue"
"0580-7","1476490288082","2","speaker","the best are purple boxes ' mixed with harder than the two two """""
"0580-7","1476490314833","3","speaker","green"
"0580-7","1476490327602","4","speaker","the sea / grey box ."
"0580-7","1476490345076","5","speaker","grey"
"0580-7","1476490353428","6","speaker","orange"
"0580-7","1476490363077","7","speaker","red not blue ~ ~"
"0580-7","1476490376295","8","speaker","the reddish pink"
"0580-7","1476490390632","9","speaker","primary"
"0580-7","1476490425867","10","speaker","not <unk> ~ it's the grey one i think )"
"0580-7","1476490444237","11","speaker","mustard yellow"
"0580-7","1476490454497","12","speaker","the green box ."
"0580-7","1476490483729","13","speaker","brightest green ~ then like close to your bright one . not the dark green ~ i think like eyes ~ its a bluish grey color ~ yeah hehe think ."
"0580-7","1476490495906","14","speaker","dullest"
"0580-7","1476490509748","15","speaker","medium purple with the more blue"
"0580-7","1476490519413","16","speaker","darker green"
"0580-7","1476490529334","17","speaker","blue"
"0580-7","1476490564714","18","speaker","darker pink"
"0580-7","1476490587595","19","speaker","the brightest one"
"0580-7","1476490602589","20","speaker","brown"
"0580-7","1476490609630","21","speaker","yellow !"
"0580-7","1476490620255","22","speaker","the most bright purple ( not the one with the bright grapes"
"0580-7","1476490636497","23","speaker","brightest green"
"0580-7","1476490653283","24","speaker","oj red"
"0580-7","1476490663860","25","speaker","hot pink"
"0580-7","1476490673876","26","speaker","<unk>"
"0580-7","1476490685429","27","speaker","brighter blue"
"0580-7","1476490697351","28","speaker","greenish"
"0580-7","1476490706824","29","speaker","dirt"
"0580-7","1476490715608","30","speaker","brightest pink"
"0580-7","1476490734586","31","speaker","grey"
"0580-7","1476490756205","32","speaker","orange"
"0580-7","1476490771902","33","speaker","bright green"
"0580-7","1476490784000","34","speaker","not dark tan olive <unk>"
"0580-7","1476490792016","35","speaker","<unk> ~ i'm no <unk> ."
"0580-7","1476490801873","36","speaker","the <unk> sky"
"0580-7","1476490815988","37","speaker","hello . good work ~ olive"
"0580-7","1476490824996","38","speaker","click the light blue"
"0580-7","1476490832436","39","speaker","bright <unk> blue"
"0580-7","1476490850374","40","speaker","light blue"
"0580-7","1476490860423","41","speaker","blue"
"0580-7","1476490877321","42","speaker","you're doing <unk> this hint of an = ... all . ~ ~ what to tan at all it . ~ can rock ~ not blue undertones and not on the minty color"
"0580-7","1476490887882","43","speaker","pink"
"0580-7","1476490898156","44","speaker","not purple , greenish purp"
"0580-7","1476490908988","45","speaker","brown <unk>"
"0580-7","1476490920606","46","speaker","pink"
"0580-7","1476490938975","47","speaker","the purple box"
"0580-7","1476490948256","48","speaker","green"
"0580-7","1476490958385","49","speaker","pink"
"0580-7","1476490965522","50","speaker","green !"
"3636-f","1476490391915","1","speaker","not the sky blue"
"3636-f","1476490461183","2","speaker","gray"
"3636-f","1476490513818","3","speaker","the green one"
"3636-f","1476490543299","4","speaker","square is barney purple"
"3636-f","1476490580074","5","speaker","~ aqua blue"
"3636-f","1476490628269","6","speaker","sun"
"3636-f","1476490650445","7","speaker","medium in the dark green"
"3636-f","1476490680279","8","speaker","tan / brown"
"3636-f","1476490714142","9","speaker","these cloud color . not bright purple and purple that should be intense than the other bright"
"3636-f","1476490743290","10","speaker","not the pink or red . next green"
"3636-f","1476490797310","11","speaker","darkest pinkish"
"3636-f","1476490817747","12","speaker","bright yellow"
"3636-f","1476490851114","13","speaker","yellow green"
"3636-f","1476490862541","14","speaker","darkest ?"
"3636-f","1476490871349","15","speaker","neon"
"3636-f","1476490880440","16","speaker","yellow"
"3636-f","1476490888968","17","speaker","blue"
"3636-f","1476490895015","18","speaker","sorry . ~ ~ ~ ~ ~"
"3636-f","1476490908213","19","speaker","greenish"
"3636-f","1476490917225","20","speaker","purple i one like green-blue , one is the other as brightest"
"3636-f","1476490932970","21","speaker","the color is pink and white together"
