"gameid","time","roundNum","condition","clickStatus","clickColH","clickColS","clickColL","clickLocS","clickLocL","alt1Status","alt1ColH","alt1ColS","alt1ColL","alt1LocS","alt1LocL","alt2Status","alt2ColH","alt2ColS","alt2ColL","alt2LocS","alt2LocL","targetD1Diff","targetD2Diff","D1D2Diff","outcome"
"2641-2","1476489518639","2","further","target","66","26","50","3","3","distr1","84","6","50","1","1","distr2","354","80","50","2","2","16","50","38","true"
"2641-2","1476489541868","3","equal","target","336","24","50","2","2","distr1","284","79","50","1","1","distr2","20","96","50","3","3","24","32","50","true"
"2641-2","1476489551995","4","further","target","172","60","50","1","1","distr2","24","91","50","2","2","distr1","143","36","50","3","3","15","56","55","true"
"2641-2","1476489559788","5","equal","target","41","71","50","1","2","distr2","295","62","50","2","3","distr1","2","20","50","3","1","35","66","28","true"
"2641-2","1476489574753","6","closer","target","316","43","50","1","1","distr2","316","92","50","2","2","distr1","292","74","50","3","3","12","10","12","true"
"2641-2","1476489582576","7","equal","target","126","81","50","1","3","distr2","178","76","50","2","2","distr1","280","52","50","3","1","66","30","55","true"
"2641-2","1476489590138","8","equal","target","142","88","50","1","1","distr1","61","4","50","2","2","distr2","35","57","50","3","3","36","46","24","true"
"2641-2","1476489604809","9","closer","target","150","70","50","3","3","distr2","127","37","50","1","1","distr1","136","53","50","2","2","6","11","6","true"
"2641-2","1476489612417","10","equal","target","92","70","50","3","2","distr2","263","29","50","1","3","distr1","198","99","50","2","1","61","80","40","true"
"2641-2","1476489623038","11","equal","target","312","1","50","2","3","distr1","331","84","50","1","2","distr2","30","58","50","3","1","28","26","41","true"
"2641-2","1476489642070","12","further","distr1","136","30","50","1","1","distr2","197","12","50","2","2","target","109","19","50","3","3","6","22","25","false"
"2641-2","1476489660809","13","closer","target","62","35","50","2","2","distr1","52","47","50","1","1","distr2","46","50","50","3","3","6","10","5","true"
"2641-2","1476489668478","14","equal","target","69","98","50","1","1","distr2","240","7","50","2","3","distr1","151","27","50","3","2","35","54","30","true"
"2641-2","1476489683468","15","further","distr1","314","1","50","3","2","distr2","189","97","50","1","3","target","79","3","50","2","1","6","32","36","false"
"2641-2","1476489719304","16","closer","target","274","21","50","1","2","distr2","291","75","50","2","3","distr1","300","43","50","3","1","13","17","7","true"
"2641-2","1476489728074","17","further","target","238","45","50","1","1","distr1","269","99","50","2","3","distr2","120","32","50","3","2","13","57","60","true"
"2641-2","1476489734469","18","equal","target","3","87","50","3","3","distr1","53","55","50","1","2","distr2","329","28","50","2","1","48","29","56","true"
"2641-2","1476489745104","19","further","distr1","114","54","50","1","1","distr2","343","55","50","2","2","target","138","52","50","3","3","6","78","80","false"
"2641-2","1476489754759","20","equal","target","16","95","50","2","2","distr2","134","31","50","1","1","distr1","197","46","50","3","3","55","60","34","true"
"2641-2","1476489767390","21","further","target","232","37","50","2","3","distr2","335","79","50","1","2","distr1","219","52","50","3","1","7","35","39","true"
"2641-2","1476489777072","22","equal","target","275","18","50","1","2","distr1","238","88","50","2","1","distr2","84","19","50","3","3","27","46","72","true"
"2641-2","1476489786735","23","equal","target","194","75","50","2","1","distr2","20","55","50","1","3","distr1","279","18","50","3","2","41","53","34","true"
"2641-2","1476489794959","24","equal","target","352","65","50","1","2","distr1","326","8","50","2","3","distr2","265","84","50","3","1","24","38","32","true"
"2641-2","1476489809254","25","closer","target","306","20","50","2","1","distr2","320","40","50","1","2","distr1","309","62","50","3","3","14","8","8","true"
"2641-2","1476489846860","26","closer","distr2","134","24","50","2","1","distr1","168","35","50","1","3","target","146","41","50","3","2","11","7","11","false"
"2641-2","1476489876686","27","closer","target","186","43","50","2","1","distr2","201","22","50","1","3","distr1","171","33","50","3","2","9","14","19","true"
"2641-2","1476489892299","28","closer","target","110","90","50","3","3","distr2","89","58","50","1","2","distr1","92","46","50","2","1","15","11","5","true"
"2641-2","1476489910720","29","closer","target","305","10","50","3","1","distr1","315","31","50","1","2","distr2","236","18","50","2","3","12","13","19","true"
"2641-2","1476489989472","30","closer","distr2","62","4","50","2","3","target","36","7","50","1","2","distr1","131","10","50","3","1","15","5","11","false"
"2641-2","1476489999081","31","closer","target","136","99","50","1","1","distr1","128","61","50","2","3","distr2","80","49","50","3","2","11","18","12","true"
"2641-2","1476490010021","32","closer","target","83","87","50","3","1","distr1","116","84","50","1","3","distr2","101","38","50","2","2","9","18","16","true"
"2641-2","1476490019126","33","further","target","85","39","50","2","3","distr1","139","17","50","1","1","distr2","32","54","50","3","2","17","32","33","true"
"2641-2","1476490029415","34","equal","target","31","49","50","1","1","distr2","310","95","50","2","3","distr1","128","47","50","3","2","41","51","93","true"
"2641-2","1476490037986","35","further","target","187","35","50","1","1","distr2","16","78","50","2","3","distr1","142","22","50","3","2","19","48","51","true"
"2641-2","1476490049765","36","closer","target","250","75","50","2","1","distr2","231","42","50","1","2","distr1","269","28","50","3","3","19","14","13","true"
"2641-2","1476490075670","37","closer","target","2","22","50","1","3","distr2","4","46","50","2","2","distr1","337","52","50","3","1","15","11","16","true"
"2641-2","1476490085935","38","equal","target","12","18","50","2","3","distr2","137","48","50","1","2","distr1","240","90","50","3","1","41","44","68","true"
"2641-2","1476490111091","39","further","target","161","59","50","1","2","distr1","118","49","50","2","3","distr2","217","75","50","3","1","15","50","62","true"
"2641-2","1476490123414","40","further","target","154","13","50","3","1","distr2","225","98","50","1","2","distr1","113","33","50","2","3","18","42","62","true"
"2641-2","1476490134203","41","further","target","194","65","50","2","1","distr1","200","76","50","1","3","distr2","102","29","50","3","2","8","40","47","true"
"2641-2","1476490141017","42","equal","target","338","96","50","1","3","distr2","210","95","50","2","1","distr1","256","11","50","3","2","30","45","25","true"
"2641-2","1476490151376","43","closer","distr2","260","21","50","2","2","distr1","265","31","50","1","3","target","261","53","50","3","1","10","15","6","false"
"2641-2","1476490158771","44","closer","target","1","83","50","3","2","distr1","24","98","50","1","1","distr2","20","38","50","2","3","17","17","16","true"
"2641-2","1476490171781","45","further","target","175","2","50","1","1","distr2","229","59","50","2","3","distr1","26","17","50","3","2","15","31","40","true"
"2641-2","1476490178227","46","equal","target","219","71","50","2","3","distr2","11","90","50","1","2","distr1","131","97","50","3","1","71","50","81","true"
"2641-2","1476490193503","47","further","target","100","29","50","3","3","distr2","33","98","50","1","2","distr1","124","25","50","2","1","5","42","45","true"
"2641-2","1476490205312","48","equal","target","296","17","50","3","3","distr1","22","29","50","1","2","distr2","48","73","50","2","1","27","56","29","true"
"2641-2","1476490224867","49","further","target","334","76","50","2","3","distr2","253","57","50","1","1","distr1","341","69","50","3","2","5","32","34","true"
"2641-2","1476490236472","50","further","distr2","197","54","50","2","1","target","344","6","50","1","3","distr1","11","28","50","3","2","14","35","44","false"
"4235-3","1476489575094","1","further","distr1","99","30","50","3","1","distr2","291","36","50","1","3","target","75","19","50","2","2","9","56","69","false"
"4235-3","1476489589032","2","equal","target","199","57","50","2","1","distr1","39","43","50","1","2","distr2","142","95","50","3","3","45","53","40","true"
"4235-3","1476489598143","3","closer","target","200","13","50","3","2","distr2","270","68","50","1","1","distr1","291","92","50","2","3","18","19","14","true"
"4235-3","1476489613935","4","further","target","189","18","50","1","3","distr2","31","51","50","2","2","distr1","220","10","50","3","1","15","34","32","true"
"4235-3","1476489627208","5","closer","target","215","21","50","2","3","distr2","165","4","50","1","1","distr1","167","10","50","3","2","18","15","6","true"
"4235-3","1476489644648","6","equal","target","267","54","50","1","1","distr1","199","63","50","2","3","distr2","51","47","50","3","2","37","72","51","true"
"4235-3","1476489664610","7","closer","target","252","5","50","1","1","distr1","246","20","50","2","2","distr2","220","20","50","3","3","13","10","9","true"
"4235-3","1476489706360","8","closer","distr2","236","31","50","2","3","distr1","225","90","50","1","1","target","248","61","50","3","2","7","13","12","false"
"4235-3","1476489713954","9","equal","target","74","81","50","1","2","distr1","227","39","50","2","1","distr2","33","11","50","3","3","72","36","34","true"
"4235-3","1476489725279","10","closer","target","350","87","50","3","1","distr1","350","30","50","1","3","distr2","0","22","50","2","2","17","18","5","true"
"4235-3","1476489738895","11","closer","distr2","185","9","50","3","1","distr1","293","77","50","1","3","target","318","82","50","2","2","12","19","18","false"
"4235-3","1476489754140","12","equal","target","165","18","50","3","2","distr2","52","38","50","1","3","distr1","252","61","50","2","1","43","26","73","true"
"4235-3","1476489801797","13","further","distr1","44","10","50","3","3","target","148","12","50","1","1","distr2","277","32","50","2","2","14","34","38","false"
"4235-3","1476489844991","14","further","distr2","192","42","50","3","2","distr1","109","76","50","1","3","target","163","81","50","2","1","18","32","45","false"
"4235-3","1476489857954","15","further","target","4","27","50","3","2","distr2","315","96","50","1","1","distr1","352","59","50","2","3","12","27","25","true"
"4235-3","1476489870626","16","equal","target","348","69","50","3","3","distr1","279","99","50","1","2","distr2","74","12","50","2","1","34","43","58","true"
"4235-3","1476489891630","17","closer","target","93","36","50","2","3","distr2","95","89","50","1","1","distr1","139","50","50","3","2","10","18","17","true"
"4235-3","1476489904386","18","equal","target","246","89","50","3","3","distr1","300","68","50","1","1","distr2","323","1","50","2","2","26","38","30","true"
"4235-3","1476489919736","19","further","distr2","260","1","50","2","3","distr1","339","82","50","1","1","target","328","42","50","3","2","14","25","28","false"
"4235-3","1476489942152","20","closer","distr1","170","44","50","3","1","distr2","163","29","50","1","3","target","132","38","50","2","2","16","14","7","false"
"4235-3","1476489986521","21","closer","target","226","73","50","3","2","distr2","260","62","50","1","1","distr1","230","49","50","2","3","5","10","12","true"
"4235-3","1476489998924","22","further","target","323","55","50","1","1","distr1","288","47","50","2","3","distr2","169","68","50","3","2","12","61","55","true"
"4235-3","1476490016717","23","closer","distr2","61","18","50","2","1","distr1","157","23","50","1","2","target","130","12","50","3","3","7","12","17","false"
"4235-3","1476490045324","24","closer","target","82","30","50","3","1","distr1","154","26","50","1","2","distr2","155","68","50","2","3","15","19","16","true"
"4235-3","1476490054088","25","further","target","252","3","50","1","2","distr1","236","22","50","2","3","distr2","97","74","50","3","1","17","41","60","true"
"4235-3","1476490069026","26","equal","target","102","81","50","3","3","distr2","249","82","50","1","1","distr1","49","77","50","2","2","29","80","86","true"
"4235-3","1476490090176","27","closer","target","318","19","50","2","3","distr2","326","93","50","1","1","distr1","288","61","50","3","2","18","18","19","true"
"4235-3","1476490105579","28","further","target","275","77","50","2","1","distr2","79","11","50","1","2","distr1","262","85","50","3","3","7","57","59","true"
"4235-3","1476490139560","29","further","target","13","45","50","1","2","distr2","124","98","50","2","3","distr1","345","37","50","3","1","17","69","83","true"
"4235-3","1476490175422","30","further","target","154","77","50","3","1","distr2","208","29","50","1","2","distr1","166","61","50","2","3","11","44","34","true"
"4235-3","1476490199922","31","equal","target","34","95","50","1","2","distr2","344","61","50","2","3","distr1","279","88","50","3","1","64","42","29","true"
"4235-3","1476490230643","32","closer","distr1","281","26","50","1","3","distr2","329","57","50","2","1","target","288","92","50","3","2","16","19","16","false"
"4235-3","1476490253022","33","further","target","141","6","50","2","3","distr2","98","79","50","1","1","distr1","156","28","50","3","2","15","34","27","true"
"4235-3","1476490286254","34","closer","distr1","322","59","50","1","1","distr2","290","69","50","2","2","target","312","35","50","3","3","7","12","13","false"
"4235-3","1476490309112","35","equal","target","52","16","50","2","3","distr1","334","25","50","1","2","distr2","194","83","50","3","1","36","38","55","true"
"4235-3","1476490341919","36","further","distr1","356","48","50","3","3","target","18","29","50","1","2","distr2","189","79","50","2","1","16","44","70","false"
"4235-3","1476490369838","37","equal","distr1","42","95","50","2","1","target","305","98","50","1","2","distr2","29","21","50","3","3","69","43","26","false"
"4235-3","1476490382220","38","equal","target","146","8","50","1","3","distr2","140","51","50","2","2","distr1","20","26","50","3","1","28","23","43","true"
"4235-3","1476490401362","39","equal","distr2","38","8","50","3","2","target","168","50","50","1","3","distr1","325","16","50","2","1","49","28","24","false"
"4235-3","1476490418862","40","further","target","34","37","50","1","1","distr2","245","24","50","2","3","distr1","39","91","50","3","2","16","44","57","true"
"4235-3","1476490429539","41","equal","target","171","31","50","2","3","distr2","257","95","50","1","1","distr1","279","10","50","3","2","35","48","30","true"
"4235-3","1476490446946","42","further","target","279","19","50","3","2","distr2","63","97","50","1","3","distr1","318","50","50","2","1","15","72","84","true"
"4235-3","1476490461202","43","further","distr2","8","20","50","1","2","target","270","62","50","2","1","distr1","254","81","50","3","3","9","34","38","false"
"4235-3","1476490473442","44","equal","target","137","85","50","1","1","distr1","164","49","50","2","3","distr2","178","10","50","3","2","21","36","21","true"
"4235-3","1476490481672","45","equal","target","202","7","50","2","2","distr1","221","92","50","1","1","distr2","319","26","50","3","3","21","21","28","true"
"4235-3","1476490501208","46","equal","distr2","31","61","50","3","2","distr1","246","14","50","1","1","target","357","69","50","2","3","34","29","40","false"
"4235-3","1476490521214","47","closer","target","287","79","50","1","2","distr1","242","69","50","2","1","distr2","277","78","50","3","3","19","6","14","true"
"4235-3","1476490534002","48","further","target","337","46","50","3","3","distr2","130","24","50","1","1","distr1","179","3","50","2","2","17","62","21","true"
"4235-3","1476490553211","49","equal","distr1","138","92","50","1","2","target","33","81","50","2","1","distr2","303","68","50","3","3","53","57","104","false"
"4235-3","1476490573467","50","closer","target","222","23","50","2","2","distr2","207","91","50","1","1","distr1","203","30","50","3","3","12","16","9","true"
"1369-5","1476489655591","1","further","distr1","243","9","50","1","2","target","272","17","50","2","3","distr2","102","9","50","3","1","10","30","24","false"
"1369-5","1476489823470","2","closer","distr1","282","35","50","2","3","target","267","54","50","1","2","distr2","234","39","50","3","1","10","12","15","false"
"1369-5","1476489910553","3","closer","distr2","251","33","50","3","3","distr1","264","91","50","1","1","target","226","67","50","2","2","14","10","15","false"
"1369-5","1476489976653","4","further","target","198","96","50","2","1","distr1","211","72","50","1","3","distr2","126","11","50","3","2","18","35","37","true"
"1369-5","1476490013178","5","closer","distr2","313","21","50","1","1","distr1","279","48","50","2","3","target","326","75","50","3","2","19","15","16","false"
"1369-5","1476490052493","6","equal","target","174","81","50","3","3","distr1","13","42","50","1","2","distr2","58","19","50","2","1","59","32","30","true"
"1369-5","1476490117130","7","closer","distr1","94","45","50","1","3","target","106","78","50","2","2","distr2","92","68","50","3","1","12","5","9","false"
"1369-5","1476490173326","8","equal","target","66","63","50","3","2","distr1","163","93","50","1","3","distr2","252","6","50","2","1","27","47","43","true"
"1369-5","1476490193343","9","equal","target","248","97","50","3","3","distr2","174","10","50","1","1","distr1","284","31","50","2","2","22","38","26","true"
"1369-5","1476490214346","10","further","distr2","95","50","50","2","3","distr1","284","48","50","1","2","target","236","92","50","3","1","18","74","86","false"
"1369-5","1476490285498","11","further","distr1","274","33","50","3","3","target","243","6","50","1","2","distr2","81","83","50","2","1","19","48","85","false"
"1369-5","1476490345412","12","closer","target","215","73","50","3","1","distr2","217","18","50","1","2","distr1","256","24","50","2","3","18","12","12","true"
"1369-5","1476490380594","13","equal","target","132","90","50","3","3","distr2","216","75","50","1","1","distr1","47","29","50","2","2","33","68","53","true"
"1369-5","1476490440455","14","equal","target","197","53","50","3","1","distr2","295","5","50","1","2","distr1","136","60","50","2","3","44","33","40","true"
"1369-5","1476490516564","15","further","distr2","305","46","50","1","3","distr1","338","3","50","2","1","target","233","14","50","3","2","14","23","26","false"
"1369-5","1476490543584","16","equal","target","249","25","50","3","1","distr2","116","56","50","1","2","distr1","347","25","50","2","3","22","57","65","true"
"1369-5","1476490586447","17","further","target","253","36","50","2","1","distr2","155","96","50","1","2","distr1","239","18","50","3","3","10","64","54","true"
"1369-5","1476490628841","18","equal","target","353","44","50","3","3","distr1","257","12","50","1","2","distr2","200","65","50","2","1","25","52","30","true"
"1369-5","1476490642074","19","equal","target","100","43","50","3","2","distr2","277","51","50","1","1","distr1","344","65","50","2","3","74","85","28","true"
"1369-5","1476490680182","20","equal","target","314","8","50","2","1","distr1","353","68","50","1","3","distr2","127","28","50","3","2","26","42","66","true"
"1369-5","1476490790997","21","closer","target","185","34","50","3","2","distr2","194","10","50","1","1","distr1","84","4","50","2","3","19","14","10","true"
"1369-5","1476490894194","22","closer","target","154","79","50","2","2","distr1","102","46","50","1","3","distr2","102","64","50","3","1","15","13","7","true"
"1369-5","1476490991144","23","closer","distr2","100","49","50","1","3","distr1","132","56","50","2","2","target","133","38","50","3","1","8","9","6","false"
"1369-5","1476491032534","24","further","target","94","51","50","2","3","distr1","62","46","50","1","1","distr2","303","38","50","3","2","13","81","70","true"
"1369-5","1476491154763","25","closer","distr2","19","6","50","3","3","target","9","12","50","1","1","distr1","281","0","50","2","2","11","7","5","false"
"1369-5","1476491224246","26","further","distr2","161","51","50","3","1","distr1","238","49","50","1","2","target","214","44","50","2","3","18","40","56","false"
"1369-5","1476491266701","27","equal","target","162","33","50","2","2","distr2","248","59","50","1","3","distr1","104","96","50","3","1","30","51","79","true"
"1369-5","1476491292659","28","equal","target","62","85","50","1","3","distr2","219","70","50","2","1","distr1","157","26","50","3","2","36","80","42","true"
"1369-5","1476491357901","29","further","target","162","26","50","2","3","distr2","123","66","50","1","1","distr1","196","26","50","3","2","18","25","43","true"
"1369-5","1476491371166","30","equal","target","248","86","50","2","3","distr2","126","19","50","1","1","distr1","47","95","50","3","2","87","54","36","true"
"1369-5","1476491403517","31","further","distr1","313","58","50","1","2","target","285","50","50","2","3","distr2","185","90","50","3","1","10","55","64","false"
"1369-5","1476491458341","32","further","target","116","15","50","2","2","distr2","210","28","50","1","3","distr1","85","12","50","3","1","7","31","30","true"
"1369-5","1476491510077","33","equal","target","189","44","50","3","1","distr2","308","14","50","1","3","distr1","123","32","50","2","2","30","42","53","true"
"1369-5","1476491586690","34","closer","distr1","68","35","50","1","3","distr2","106","74","50","2","2","target","129","36","50","3","1","15","16","19","false"
"1369-5","1476491619343","35","equal","target","359","90","50","3","2","distr1","170","29","50","1","3","distr2","82","59","50","2","1","57","68","29","true"
"1369-5","1476491689071","36","closer","distr2","199","2","50","3","1","distr1","298","29","50","1","2","target","289","18","50","2","3","7","19","18","false"
"1369-5","1476491700747","37","further","target","140","66","50","2","1","distr2","315","63","50","1","3","distr1","74","73","50","3","2","17","93","87","true"
"1369-5","1476491734660","38","closer","target","250","44","50","3","3","distr1","286","80","50","1","1","distr2","294","24","50","2","2","16","18","15","true"
"1369-5","1476491778080","39","closer","distr1","62","9","50","3","3","target","197","18","50","1","1","distr2","129","13","50","2","2","19","19","12","false"
"1369-5","1476491817020","40","equal","target","66","0","50","2","2","distr2","310","33","50","1","1","distr1","30","47","50","3","3","23","25","42","true"
"1369-5","1476491837963","41","closer","distr1","332","30","50","1","3","target","270","30","50","2","2","distr2","317","24","50","3","1","16","12","5","false"
"1369-5","1476491890271","42","further","distr1","296","94","50","1","1","distr2","109","41","50","2","2","target","305","33","50","3","3","15","76","92","false"
"1369-5","1476491996486","43","closer","target","223","79","50","3","3","distr1","266","37","50","1","1","distr2","262","66","50","2","2","15","13","10","true"
"1369-5","1476492047826","44","further","distr1","309","62","50","3","3","distr2","241","53","50","1","1","target","292","72","50","2","2","7","21","26","false"
"1369-5","1476492104712","45","equal","target","178","23","50","2","3","distr2","316","37","50","1","1","distr1","72","75","50","3","2","37","37","79","true"
"1369-5","1476492155705","46","closer","target","328","58","50","2","1","distr2","300","71","50","1","2","distr1","319","47","50","3","3","5","15","12","true"
"1369-5","1476492216036","47","further","distr1","319","40","50","2","2","distr2","145","14","50","1","3","target","338","74","50","3","1","14","54","51","false"
"1369-5","1476492247675","48","further","distr1","320","13","50","1","1","target","317","61","50","2","3","distr2","85","28","50","3","2","18","69","45","false"
"1369-5","1476492285518","49","equal","target","230","94","50","2","2","distr1","176","49","50","1","1","distr2","42","70","50","3","3","52","75","40","true"
"1369-5","1476492313661","50","further","distr1","214","74","50","1","3","distr2","4","1","50","2","2","target","219","89","50","3","1","8","31","27","false"
"3421-f","1476489597885","1","equal","target","92","5","50","2","3","distr2","17","75","50","1","2","distr1","178","78","50","3","1","31","33","61","true"
"3421-f","1476489617625","2","further","distr1","307","55","50","3","1","target","193","8","50","1","2","distr2","74","65","50","2","3","15","37","86","false"
"3421-f","1476489662018","3","closer","target","246","19","50","1","1","distr1","248","44","50","2","3","distr2","255","14","50","3","2","14","5","18","true"
"3421-f","1476489682681","4","equal","target","183","52","50","1","2","distr2","210","32","50","2","1","distr1","82","50","50","3","3","34","25","52","true"
"3421-f","1476489694876","5","equal","target","36","71","50","2","3","distr1","72","19","50","1","2","distr2","25","19","50","3","1","25","21","22","true"
"3421-f","1476489724182","6","further","target","190","39","50","1","3","distr1","181","57","50","2","1","distr2","271","82","50","3","2","12","36","50","true"
"3421-f","1476489739414","7","further","target","68","93","50","3","3","distr1","69","73","50","1","1","distr2","43","95","50","2","2","6","26","24","true"
"3421-f","1476489759631","8","closer","target","329","18","50","3","3","distr2","310","41","50","1","2","distr1","337","42","50","2","1","11","14","12","true"
"3421-f","1476489774671","9","closer","target","187","46","50","1","1","distr2","151","16","50","2","2","distr1","182","30","50","3","3","5","17","11","true"
"3421-f","1476489802444","10","further","target","158","37","50","2","3","distr1","174","43","50","1","2","distr2","5","63","50","3","1","9","61","59","true"
"3421-f","1476489819359","11","closer","target","41","72","50","1","1","distr1","43","46","50","2","2","distr2","56","36","50","3","3","8","15","9","true"
"3421-f","1476489839174","12","further","target","319","10","50","1","1","distr1","274","20","50","2","2","distr2","159","52","50","3","3","11","44","45","true"
"3421-f","1476489851833","13","equal","target","47","72","50","3","2","distr2","166","62","50","1","1","distr1","317","45","50","2","3","65","37","57","true"
"3421-f","1476489864687","14","closer","target","261","35","50","3","1","distr2","216","95","50","1","2","distr1","231","75","50","2","3","13","18","14","true"
"3421-f","1476489898835","15","closer","distr1","339","54","50","1","3","distr2","339","37","50","2","2","target","354","41","50","3","1","9","9","5","false"
"3421-f","1476489915276","16","further","distr1","295","91","50","3","1","distr2","5","55","50","1","3","target","322","79","50","2","2","14","26","37","false"
"3421-f","1476489951794","17","further","target","137","17","50","2","3","distr1","145","34","50","1","2","distr2","44","70","50","3","1","9","32","34","true"
"3421-f","1476489964978","18","closer","target","166","53","50","3","3","distr1","121","16","50","1","1","distr2","140","44","50","2","2","17","12","13","true"
"3421-f","1476489974805","19","equal","target","233","89","50","1","2","distr1","341","57","50","2","3","distr2","87","85","50","3","1","35","82","84","true"
"3421-f","1476490049903","20","further","distr1","126","10","50","3","3","target","169","6","50","1","2","distr2","269","96","50","2","1","9","35","45","false"
"3421-f","1476490067093","21","closer","distr1","124","25","50","2","2","distr2","142","42","50","1","1","target","90","49","50","3","3","14","13","7","false"
"3421-f","1476490085282","22","closer","target","212","64","50","1","3","distr2","217","69","50","2","2","distr1","208","13","50","3","1","13","6","14","true"
"3421-f","1476490098105","23","equal","target","1","89","50","1","3","distr2","258","98","50","2","2","distr1","216","3","50","3","1","33","50","31","true"
"3421-f","1476490121685","24","further","target","207","9","50","1","3","distr2","333","49","50","2","2","distr1","261","17","50","3","1","17","29","21","true"
"3421-f","1476490144505","25","closer","target","300","45","50","1","3","distr2","321","67","50","2","1","distr1","294","87","50","3","2","8","9","13","true"
"3421-f","1476490161392","26","closer","target","149","44","50","1","1","distr1","103","38","50","2","2","distr2","86","55","50","3","3","10","17","8","true"
"3421-f","1476490173503","27","equal","target","74","27","50","1","2","distr1","302","5","50","2","3","distr2","167","70","50","3","1","35","24","42","true"
"3421-f","1476490184866","28","equal","target","72","53","50","2","2","distr1","293","96","50","1","1","distr2","97","7","50","3","3","88","26","52","true"
"3421-f","1476490217756","29","further","distr2","231","6","50","1","3","target","158","48","50","2","2","distr1","158","74","50","3","1","9","32","39","false"
"3421-f","1476490234994","30","further","distr1","51","79","50","2","3","distr2","108","61","50","1","2","target","49","55","50","3","1","8","26","27","false"
"3421-f","1476490263244","31","further","target","146","89","50","2","2","distr1","113","30","50","1","1","distr2","341","61","50","3","3","19","90","70","true"
"3421-f","1476490277468","32","equal","target","220","99","50","1","1","distr1","87","34","50","2","2","distr2","190","87","50","3","3","63","39","42","true"
"3421-f","1476490305658","33","closer","target","335","29","50","3","1","distr2","295","28","50","1","2","distr1","302","17","50","2","3","9","12","7","true"
"3421-f","1476490318722","34","equal","target","138","65","50","2","1","distr1","293","64","50","1","2","distr2","232","63","50","3","3","61","67","22","true"
"3421-f","1476490338104","35","closer","distr1","292","80","50","2","2","target","325","57","50","1","1","distr2","309","56","50","3","3","16","8","8","false"
"3421-f","1476490351557","36","equal","target","188","20","50","2","2","distr1","116","81","50","1","3","distr2","359","4","50","3","1","39","24","45","true"
"3421-f","1476490363330","37","equal","target","52","90","50","2","1","distr1","288","3","50","1","3","distr2","295","56","50","3","2","44","80","27","true"
"3421-f","1476490393234","38","closer","distr1","18","37","50","3","2","distr2","359","86","50","1","3","target","3","47","50","2","1","13","11","17","false"
"3421-f","1476490403621","39","equal","target","300","38","50","2","2","distr1","359","54","50","1","1","distr2","180","32","50","3","3","29","39","53","true"
"3421-f","1476490448915","40","closer","target","168","1","50","2","3","distr1","195","15","50","1","1","distr2","154","4","50","3","2","10","5","8","true"
"3421-f","1476490459593","41","equal","target","244","17","50","3","1","distr2","337","40","50","1","3","distr1","146","49","50","2","2","44","23","71","true"
"3421-f","1476490470799","42","equal","target","140","24","50","3","3","distr2","226","70","50","1","2","distr1","26","45","50","2","1","37","49","50","true"
"3421-f","1476490486165","43","further","target","111","76","50","2","2","distr1","104","56","50","1","1","distr2","111","1","50","3","3","7","36","32","true"
