gameid,time,roundNum,sender,contents
8088-6,1459887352504,40,speaker,hot gray
8088-6,1459887359901,41,speaker,red
8088-6,1459887365260,42,speaker,red
8088-6,1459887373310,43,speaker,purple
8088-6,1459887382730,44,speaker,"orange , not yellowish or cooler color ~ its two ~ orange"
8088-6,1459887398577,45,speaker,<unk>
8088-6,1459887411516,46,speaker,green it's fusia
8088-6,1459887420739,47,speaker,dark blue
8088-6,1459887447264,48,speaker,sky grey
8088-6,1459887455497,49,speaker,purple
8088-6,1459887463852,50,speaker,bright green
5248-d,1459887721692,1,speaker,<unk> green / green
5248-d,1459887731771,2,speaker,the least grey green
5248-d,1459887739428,3,speaker,dark blue
5248-d,1459887748228,4,speaker,not yellow
5248-d,1459887759459,5,speaker,<unk> yes . i think i'd all seems more greenish magenta ~ ~ ~ ~ ~ ~ ~ ~ ~ ~
5248-d,1459887773093,6,speaker,teal
5248-d,1459887784560,7,speaker,blue
5248-d,1459887796968,8,speaker,red
5248-d,1459887807414,9,speaker,most green
5248-d,1459887820212,10,speaker,"dark purple , like there's one i'd you like good love call last is there's olive purp ~ ~ neon"
5248-d,1459887829873,11,speaker,grey
5248-d,1459887838648,12,speaker,darker purple
5248-d,1459887847925,13,speaker,green
5248-d,1459887865055,14,speaker,grayish
5248-d,1459887879212,15,speaker,dark purple
5248-d,1459887891752,16,speaker,orange
5248-d,1459887908441,17,speaker,pink
5248-d,1459887920104,18,speaker,pinkish purple ~ old
5248-d,1459887927515,19,speaker,purple ( <unk> pink . ~ ~ purple
5248-d,1459887935011,20,speaker,bright green
5248-d,1459887974300,21,speaker,yellow gray
5248-d,1459887986250,22,speaker,bright bright green
5248-d,1459887995863,23,speaker,bright green
5248-d,1459888010024,24,speaker,bright green
5248-d,1459888021741,25,speaker,"purple , purple tone blue"
5248-d,1459888033901,26,speaker,dull purple
5248-d,1459888046241,27,speaker,the others one
5248-d,1459888053114,28,speaker,brownish red
5248-d,1459888067838,29,speaker,light blue
5248-d,1459888081362,30,speaker,red
5248-d,1459888094116,31,speaker,brown
5248-d,1459888109652,32,speaker,grey
5248-d,1459888118027,33,speaker,teal
5248-d,1459888133312,34,speaker,bright green ; kind of green .
5248-d,1459888147142,35,speaker,neon pink ~ ~ ~ ~ ~ there's the pinkish <unk> the ok . the i <unk> a hot purple ~
5248-d,1459888161373,36,speaker,brown ~ ~ ~ ~ <unk> ~ dark
5248-d,1459888177242,37,speaker,ugly gray gray
5248-d,1459888189184,38,speaker,pale green darker one
5248-d,1459888210264,39,speaker,brown
5248-d,1459888223004,40,speaker,yellow
5248-d,1459888249149,41,speaker,green / green / green
5248-d,1459888271890,42,speaker,grey-green
5248-d,1459888278727,43,speaker,blue
5248-d,1459888287234,44,speaker,the darker regular like hot like two )
5248-d,1459888306547,45,speaker,<unk>
5248-d,1459888321875,46,speaker,red
5248-d,1459888342018,47,speaker,"sorry , but one ~ old"
5248-d,1459888369074,48,speaker,"gray , not the darker you . . ~ grey , lol ~ ~ ~ <unk> or brown , ~ ~ ~ ~ ~ ~ ~ the brownish shade one ?"
5248-d,1459888387865,49,speaker,grey
5248-d,1459888399290,50,speaker,hi ~ yes
4647-2,1459886645298,1,speaker,copper
4647-2,1459886661621,2,speaker,red
4647-2,1459886682268,3,speaker,gray
4647-2,1459886738522,4,speaker,the icky blue is orange
4647-2,1459886780782,5,speaker,its darkest green
4647-2,1459886818250,6,speaker,"dull green ~ ~ ~ ~ can here for letter <unk> to <unk> are <unk> ~ i think <unk> square ~ i think <unk> , <unk> ~ sea foam and the green that and <unk> ~ middle one . i keep <unk> ~ ~ ~ ~ ~ ~ ~ ~ the <unk> <unk> ~ the target that's same it is <unk> <unk> ~ no are lighter , <unk> is a olive shade"
4647-2,1459886831224,7,speaker,<unk> gray
4647-2,1459886870101,8,speaker,brownish
4647-2,1459886936867,9,speaker,most gray one ugly the yellow
4647-2,1459886960299,10,speaker,purple
4647-2,1459886970537,11,speaker,blue
4647-2,1459886992892,12,speaker,tan
4647-2,1459887013291,13,speaker,gold
4647-2,1459887034432,14,speaker,purple ~ yes .
4647-2,1459887059403,15,speaker,grey
4647-2,1459887073037,16,speaker,faded
4647-2,1459887084209,17,speaker,purple ( pink / <unk>
4647-2,1459887108687,18,speaker,lol to bright green !
4647-2,1459887119478,19,speaker,pea green
4647-2,1459887139112,20,speaker,grey
4647-2,1459887150703,21,speaker,<unk> ~ faded with same left ~ yes
4647-2,1459887160578,22,speaker,blue
4647-2,1459887167935,23,speaker,tan
4647-2,1459887197030,24,speaker,dull green
4647-2,1459887204887,25,speaker,blue
4647-2,1459887240150,26,speaker,pink
4647-2,1459887279931,27,speaker,green / green
4647-2,1459887290219,28,speaker,green
4647-2,1459887340243,29,speaker,the other gold
4647-2,1459887383623,30,speaker,green
4647-2,1459887418572,31,speaker,grey or grey
4647-2,1459887436143,32,speaker,yellow
4647-2,1459887497142,33,speaker,orange
4647-2,1459887540764,34,speaker,not brownish
4647-2,1459887558780,35,speaker,<unk> mustard
4647-2,1459887584723,36,speaker,not the lot regular <unk> in time gold .
4647-2,1459887603035,37,speaker,grayest too i can do )
4647-2,1459887611048,38,speaker,purple
4647-2,1459887627037,39,speaker,green ones
4647-2,1459887670778,40,speaker,"sorry , more blue"
4647-2,1459887682225,41,speaker,faded not the think day
4647-2,1459887701720,42,speaker,?
4647-2,1459887721852,43,speaker,brown or brown ~ yes ~ kind of the ugly orange
4647-2,1459887739039,44,speaker,the lighter blue
4647-2,1459887750791,45,speaker,tan and not gray
4647-2,1459887779429,46,speaker,red
4647-2,1459887808157,47,speaker,gray
4647-2,1459887816274,48,speaker,purp
4647-2,1459887874131,49,speaker,dullest blue ( not the olive shade of teal
4647-2,1459887972631,50,speaker,gray slate
5800-8,1459886642108,1,speaker,the brightest blue
5800-8,1459886682644,2,speaker,The color is the Colorado Rockies main color
5800-8,1459886756270,3,speaker,"dark green , the lighter green for the two is you here ~ yes ~ the darkest shade that's <unk> the three"
5800-8,1459886794036,4,speaker,grey
5800-8,1459886817280,5,speaker,teal
5800-8,1459886858840,6,speaker,pastel grass
5800-8,1459886886421,7,speaker,This color is closest to the color of the sky on a sunny day ~ Compared to the other two choices
5800-8,1459886924101,8,speaker,grass green
5800-8,1459886954574,9,speaker,ugly green
5800-8,1459886968121,10,speaker,blue
5800-8,1459886988026,11,speaker,bright green
5800-8,1459887002432,12,speaker,turquoise
5800-8,1459887019415,13,speaker,slate or gray / yellow
5800-8,1459887065151,14,speaker,bright green
5800-8,1459887141691,15,speaker,bright pink
5800-8,1459887183762,16,speaker,the target is the gray-ish one . the two is <unk> of closest wrong )
5800-8,1459887214200,17,speaker,the easter green
5800-8,1459887233241,18,speaker,the one
5800-8,1459887257802,19,speaker,brite brown
5800-8,1459887270376,20,speaker,old
5800-8,1459887290183,21,speaker,mauve ~ of the piggy
5800-8,1459887321143,22,speaker,magenta
5800-8,1459887347137,23,speaker,green
5800-8,1459887377725,24,speaker,bluest blue
5800-8,1459887401766,25,speaker,green
5800-8,1459887424771,26,speaker,medium purple
5800-8,1459887453556,27,speaker,pick the color day
5800-8,1459887490713,28,speaker,dullest green
5800-8,1459887503221,29,speaker,matte grey
5800-8,1459887516412,30,speaker,orange
5800-8,1459887533853,31,speaker,dark blue purple
5800-8,1459887551959,32,speaker,green
5800-8,1459887562021,33,speaker,yellow
5800-8,1459887581316,34,speaker,darker green
5800-8,1459887621907,35,speaker,orange
5800-8,1459887639393,36,speaker,dull red
5800-8,1459887649797,37,speaker,blue green or blue
5800-8,1459887665033,38,speaker,the one
5800-8,1459887687148,39,speaker,greenish
5800-8,1459887712567,40,speaker,closest to tan
5800-8,1459887723487,41,speaker,red
5800-8,1459887739924,42,speaker,This is the Rockies color again
5800-8,1459887785477,43,speaker,green ~ the bright blue of the grey-green ~ not brown ~ ~ ~ ~ <unk>
5800-8,1459887812857,44,speaker,the <unk> normal blue
5800-8,1459887835965,45,speaker,This is the closest to the cloudy day color
5800-8,1459887858753,46,speaker,the target is purple silver
5800-8,1459887872214,47,speaker,purple
5800-8,1459887886528,48,speaker,gold
5800-8,1459887898092,49,speaker,yellow and not neon green
5800-8,1459887914442,50,speaker,pink
9666-b,1459888786875,1,speaker,gray
9666-b,1459888805145,2,speaker,<unk> ~ darker green
9666-b,1459888818397,3,speaker,brightest green
9666-b,1459888831176,4,speaker,the target is the darker of the two greens
9666-b,1459888844039,5,speaker,greenish green
9666-b,1459888861038,6,speaker,grapes ~ second my one
9666-b,1459888890004,7,speaker,grey
9666-b,1459888902569,8,speaker,purple
9666-b,1459888912566,9,speaker,the greyish one is the darker ones ~ lightest bluish blue
9666-b,1459888931620,10,speaker,pink
9666-b,1459888948157,11,speaker,darkest grey
9666-b,1459888964112,12,speaker,like <unk> square ~ <unk> ~ ~ ~ yes ) ~ yep
9666-b,1459888980391,13,speaker,grayest grey
9666-b,1459888995004,14,speaker,green
9666-b,1459889020104,15,speaker,medium orange
9666-b,1459889033612,16,speaker,pink
9666-b,1459889041697,17,speaker,orange
9666-b,1459889049700,18,speaker,blue
9666-b,1459889088370,19,speaker,dark green
9666-b,1459889106913,20,speaker,the darkest teal / teal without teal
9666-b,1459889116827,21,speaker,"dark blue , not blue"
9666-b,1459889145834,22,speaker,pinkish
9666-b,1459889154603,23,speaker,avocado
9666-b,1459889180681,24,speaker,green
9666-b,1459889191656,25,speaker,brightest gray ~ not the lightest grey one with you <unk> ~ the greens <unk> <unk> ~ so to grey in all
9666-b,1459889206428,26,speaker,grey
9666-b,1459889224234,27,speaker,green
9666-b,1459889241195,28,speaker,the yellower mustard or blue
9666-b,1459889255484,29,speaker,brown
9666-b,1459889265238,30,speaker,light blue
9666-b,1459889273703,31,speaker,purple
9666-b,1459889287320,32,speaker,yellow-green ( more very one is hehe . nice to one doo think one mint no ~ <unk> ~ <unk> ~ dark one . ~ lol ~ its <unk> shade ~ middle foam / green
9666-b,1459889297503,33,speaker,darker grey
9666-b,1459889320180,34,speaker,all
9666-b,1459889337645,35,speaker,grey
9666-b,1459889347351,36,speaker,bright green
9666-b,1459889359021,37,speaker,darkest gray
9666-b,1459889367439,38,speaker,tan / grey
9666-b,1459889379170,39,speaker,brighter pink
9666-b,1459889391127,40,speaker,pink
9666-b,1459889403147,41,speaker,grayest is <unk> you . <unk> <unk> <unk> in forest gray ) ~ nice is the bit hard . one ~ <unk> <unk> nice kinda <unk> ?
9666-b,1459889418250,42,speaker,lime ( not the mint matte green with more greenest ~ ~ ~ <unk> ~ over doesn't you worries square its my middle was about here love here
9666-b,1459889434785,43,speaker,aqua green
9666-b,1459889443588,44,speaker,pink
9666-b,1459889464510,45,speaker,orange
9666-b,1459889478992,46,speaker,darkest
9666-b,1459889492425,47,speaker,green
9666-b,1459889504356,48,speaker,dull red
9666-b,1459889519670,49,speaker,<unk> / green that ~ the middle than dim green
9666-b,1459889529790,50,speaker,<unk> ~ yes ~ yes
6888-9,1459888868068,1,speaker,gray
6888-9,1459888906675,2,speaker,plum color
6888-9,1459888921302,3,speaker,"neon like nice really one to , ~ <unk> is in it is hard that's <unk> ."
6888-9,1459888932721,4,speaker,brownish
6888-9,1459888946227,5,speaker,dark gold
6888-9,1459889028117,6,speaker,mauve ~ it's one ? ~ no
6888-9,1459889049530,7,speaker,darkest green
6888-9,1459889061640,8,speaker,red / yellow
6888-9,1459889078231,9,speaker,dull blue
6888-9,1459889096970,10,speaker,purple
6888-9,1459889118485,11,speaker,the icky green
6888-9,1459889133829,12,speaker,closest easter light blue
6888-9,1459889156989,13,speaker,bright green
6888-9,1459889170711,14,speaker,grass
6888-9,1459889180188,15,speaker,most <unk> piggy ~ yes
6888-9,1459889192055,16,speaker,gray
6888-9,1459889219330,17,speaker,bright <unk> <unk>
6888-9,1459889243592,18,speaker,it's the more yellowish tan color
6888-9,1459889258443,19,speaker,the grey
6888-9,1459889292514,20,speaker,pink
6888-9,1459889303718,21,speaker,light purple
6888-9,1459889328898,22,speaker,darker green
6888-9,1459889352260,23,speaker,the target
6888-9,1459889377207,24,speaker,lighter of the here .
6888-9,1459889428267,25,speaker,<unk> purple ish <unk> with me but <unk> ~ ~ <unk> there's one ~ lol ~ pastel . brite . the good ~ i think call right silver ~ ~ ~ ~ <unk> ~ purple
6888-9,1459889450595,26,speaker,cloest to lavender
6888-9,1459889468266,27,speaker,gray
6888-9,1459889480304,28,speaker,blue
6888-9,1459889490180,29,speaker,royal blue
6888-9,1459889592882,30,speaker,dark blue / sky
6888-9,1459889614555,31,speaker,purple
6888-9,1459889673814,32,speaker,gray
6888-9,1459889709945,33,speaker,"teal ( the sky <unk> , one"
6888-9,1459889736729,34,speaker,pea green
6888-9,1459889783332,35,speaker,the target is light one .
6888-9,1459889804843,36,speaker,lightest blue
6888-9,1459889821694,37,speaker,"not blue, and not the greener shade of grey"
6888-9,1459889837372,38,speaker,blue
6888-9,1459889861524,39,speaker,correct ~ sky
6888-9,1459889903134,40,speaker,pale ~ lighter <unk>
6888-9,1459889926317,41,speaker,the darker pink
6888-9,1459889996262,42,speaker,me doo ugly brown
6888-9,1459890014798,43,speaker,hot bright pink
6888-9,1459890040512,44,speaker,dark purple
6888-9,1459890070292,45,speaker,grass
6888-9,1459890124940,46,speaker,the darker shade . - ~ ~
6888-9,1459890137270,47,speaker,the three
6888-9,1459890159249,48,speaker,normal cloest to green )
6888-9,1459890183889,49,speaker,pink
6888-9,1459890195790,50,speaker,purple
6442-4,1459888791220,1,speaker,light blue
6442-4,1459888850495,2,speaker,my not greenish blue
6442-4,1459888903258,3,speaker,bright shade ~ no ~ ~ ~ faded ~ ~ yes ~ ~ ~ not ok in it one
6442-4,1459888926788,4,speaker,darker green not but not closer to the dullest shade yellowish
6442-4,1459888943357,5,speaker,gold ~ old ~ orange
6442-4,1459888959077,6,speaker,dark purple looking amethyst
6442-4,1459889043405,7,speaker,<unk> green
6442-4,1459889099289,8,speaker,<unk> similar one
6442-4,1459889146157,9,speaker,"Target is a slate blue. Non-targets are gray, and a lighter slate-gray~~~"
6442-4,1459889164520,10,speaker,yellow
6442-4,1459889258657,11,speaker,dark grey
6442-4,1459889271090,12,speaker,darkest mustard
6442-4,1459889282040,13,speaker,the darkest shade plum
6442-4,1459889292698,14,speaker,green
6442-4,1459889324986,15,speaker,dull yellow
6442-4,1459889351998,16,speaker,bright green
6442-4,1459889367659,17,speaker,green - sea
6442-4,1459889405736,18,speaker,"<unk> ~ same , <unk> ~ <unk> ~ one"
6442-4,1459889425755,19,speaker,orange
6442-4,1459889447862,20,speaker,blue
6442-4,1459889458004,21,speaker,the most darker grey
6442-4,1459889468346,22,speaker,blue
6442-4,1459889494496,23,speaker,most purple purp
6442-4,1459889499279,24,speaker,target is gray
6442-4,1459889516935,25,speaker,duller blue
6442-4,1459889531641,26,speaker,"<unk> blue , the bright blue and it"
6442-4,1459889539005,27,speaker,target is green
6442-4,1459889551515,28,speaker,grey
6442-4,1459889564323,29,speaker,orange
6442-4,1459889588293,30,speaker,darker green
6442-4,1459889602512,31,speaker,darker orange
6442-4,1459889615031,32,speaker,"green , the <unk> , the other one foam green . not the <unk> ( bright me ~ ~ this me can one but good are <unk> ~ ~ ~ not reen"
6442-4,1459889631571,33,speaker,target is the more yellow of the two greens
6442-4,1459889668130,34,speaker,the target is bright the bright green
6442-4,1459889678378,35,speaker,the lightest of <unk>
6442-4,1459889692623,36,speaker,bright pink
6442-4,1459889703412,37,speaker,<unk>
6442-4,1459889711454,38,speaker,reddish orangish
6442-4,1459889718430,39,speaker,"sorry , the sky of the sky blue"
6442-4,1459889734474,40,speaker,"red , its a lighter red"
6442-4,1459889764193,41,speaker,i <unk> on the others as icky green / green
6442-4,1459889780998,42,speaker,most darkest i baby gray
6442-4,1459889789740,43,speaker,green
6442-4,1459889797188,44,speaker,bright blue
6442-4,1459889806118,45,speaker,bluish blue
6442-4,1459889817581,46,speaker,blue
6442-4,1459889824623,47,speaker,dullest yellow
6442-4,1459889832657,48,speaker,blue
6442-4,1459889844784,49,speaker,pale blue
6442-4,1459889852790,50,speaker,the teal / plum
2400-e,1459886669943,1,speaker,lol
2400-e,1459886684568,2,speaker,blue
2400-e,1459886700191,3,speaker,very yellow-green ~ old
2400-e,1459886719040,4,speaker,bluish gray
2400-e,1459886731762,5,speaker,teal
2400-e,1459886738779,6,speaker,orange
2400-e,1459886755762,7,speaker,dull green
2400-e,1459886776749,8,speaker,grey
2400-e,1459886785206,9,speaker,teal
2400-e,1459886796061,10,speaker,purple
2400-e,1459886806424,11,speaker,blue color
2400-e,1459886818530,12,speaker,teal
2400-e,1459886831921,13,speaker,yellowish one
2400-e,1459886854977,14,speaker,duller pea green
2400-e,1459886876797,15,speaker,mauve one
2400-e,1459886892083,16,speaker,purple
2400-e,1459886903797,17,speaker,vibrant
2400-e,1459886911077,18,speaker,orange
2400-e,1459886921103,19,speaker,blue
2400-e,1459886927817,20,speaker,bright pink
2400-e,1459886936347,21,speaker,"darkish red , one that's magenta seems <unk> the regular red , not or red"
2400-e,1459886952329,22,speaker,dull green
2400-e,1459886963400,23,speaker,dull green
2400-e,1459886971010,24,speaker,orange
2400-e,1459886983130,25,speaker,closest are <unk>
2400-e,1459887004025,26,speaker,the fusia
2400-e,1459887013326,27,speaker,grass
2400-e,1459887024105,28,speaker,dark blue
2400-e,1459887041126,29,speaker,bright green ~ bright green
2400-e,1459887058965,30,speaker,green
2400-e,1459887070671,31,speaker,teal
2400-e,1459887086276,32,speaker,yellow
2400-e,1459887101287,33,speaker,lighter orange
2400-e,1459887139820,34,speaker,grey
2400-e,1459887163495,35,speaker,the target is light blue
2400-e,1459887174788,36,speaker,pink
2400-e,1459887184853,37,speaker,orange ~ yellow
2400-e,1459887192801,38,speaker,purple
2400-e,1459887206383,39,speaker,lightest greenish pink
2400-e,1459887218871,40,speaker,<unk> ~ gray the very one silver
2400-e,1459887233876,41,speaker,hot
2400-e,1459887242475,42,speaker,brite green
2400-e,1459887263017,43,speaker,the blue ones ?
2400-e,1459887277548,44,speaker,pink
2400-e,1459887293521,45,speaker,blue but the light blue not dark
2400-e,1459887330486,46,speaker,purp
2400-e,1459887338970,47,speaker,olive the darker matte green ( i letter lime green
2400-e,1459887348543,48,speaker,"purple , not blue"
2400-e,1459887376620,49,speaker,purple
2400-e,1459887384672,50,speaker,middle color with slightly <unk> similar on the darker purp silver that's baby more red one ( baby more bit ~ pink ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~
9536-4,1459888811100,1,speaker,camo gray
9536-4,1459888825990,2,speaker,the lightest blue
9536-4,1459888841337,3,speaker,the lightest yellowish / orange
9536-4,1459888850520,4,speaker,green tis ~ ~ bright teal
9536-4,1459888877253,5,speaker,grey
9536-4,1459888894071,6,speaker,object ~ ~ the reddish one . ~ ~ ~ <unk> are a olive and one day
9536-4,1459888903725,7,speaker,the muted pink
9536-4,1459888913354,8,speaker,green
9536-4,1459888925442,9,speaker,yeah <unk>
9536-4,1459888939945,10,speaker,grey camo one
9536-4,1459888953484,11,speaker,second red
9536-4,1459888964443,12,speaker,<unk> blue
9536-4,1459888978036,13,speaker,ok to neon pink
9536-4,1459888987759,14,speaker,the army green box
9536-4,1459889001983,15,speaker,teal
9536-4,1459889013558,16,speaker,gray / yellow
9536-4,1459889026797,17,speaker,green box
9536-4,1459889041106,18,speaker,the greyest box
9536-4,1459889063204,19,speaker,grass green
9536-4,1459889072892,20,speaker,closest to normal green
9536-4,1459889081344,21,speaker,red
9536-4,1459889090637,22,speaker,gray
9536-4,1459889099700,23,speaker,blue blue
9536-4,1459889107188,24,speaker,bright purple
9536-4,1459889116887,25,speaker,bright blue / more blue ~
9536-4,1459889127062,26,speaker,two love red ; right
9536-4,1459889136235,27,speaker,purple
9536-4,1459889145557,28,speaker,bluish grape
9536-4,1459889159216,29,speaker,darkest green
9536-4,1459889166459,30,speaker,blue
9536-4,1459889176834,31,speaker,purple
9536-4,1459889190432,32,speaker,old ~ the lighter of the darker
9536-4,1459889207499,33,speaker,olive ( <unk>
9536-4,1459889228175,34,speaker,purple
9536-4,1459889241230,35,speaker,blue
9536-4,1459889250951,36,speaker,redish color ~ darker
9536-4,1459889261852,37,speaker,purple
9536-4,1459889270504,38,speaker,pinkish pink
9536-4,1459889284476,39,speaker,the medium blue
9536-4,1459889293657,40,speaker,purple
9536-4,1459889306055,41,speaker,closest to copper
9536-4,1459889318623,42,speaker,purple
9536-4,1459889330580,43,speaker,
9536-4,1459889347353,44,speaker,gray
9536-4,1459889358442,45,speaker,purple
9536-4,1459889368311,46,speaker,purple
9536-4,1459889379194,47,speaker,green
9536-4,1459889392638,48,speaker,dark gray
9536-4,1459889400994,49,speaker,the rose box
9536-4,1459889417471,50,speaker,purple
7614-6,1459889015897,1,speaker,grey
7614-6,1459889057578,2,speaker,green or teal
7614-6,1459889079965,3,speaker,medium green
7614-6,1459889097098,4,speaker,purple
7614-6,1459889128696,5,speaker,<unk> color
7614-6,1459889152181,6,speaker,greenish
7614-6,1459889180050,7,speaker,neon green ~ i can <unk> <unk> . ~ the <unk> for you ~ my ~ <unk> ~ me ~ ~ ~ ~ for baby
7614-6,1459889208508,8,speaker,dull the gray one
7614-6,1459889231616,9,speaker,dk cloud
7614-6,1459889264044,10,speaker,yellowish pea green
7614-6,1459889296017,11,speaker,dark grey
7614-6,1459889357721,12,speaker,"doo lime color , not one ~ other"
7614-6,1459889376848,13,speaker,olive green
7614-6,1459889397255,14,speaker,bright gay
7614-6,1459889413707,15,speaker,but grass
7614-6,1459889464706,16,speaker,middle blue
7614-6,1459889481941,17,speaker,<unk>
7614-6,1459889496164,18,speaker,the more green / yellow color
7614-6,1459889512118,19,speaker,me <unk>
7614-6,1459889537699,20,speaker,brighter
7614-6,1459889553889,21,speaker,dreary
7614-6,1459889571169,22,speaker,bright green
7614-6,1459889590424,23,speaker,olive or purplish grey
7614-6,1459889607245,24,speaker,green
7614-6,1459889619734,25,speaker,blue shade that is pinkish
7614-6,1459889646627,26,speaker,dark of two
7614-6,1459889664692,27,speaker,purple
7614-6,1459889684414,28,speaker,middle of the target is the <unk> of the last like like the last on between neon ~ yep ~ darker
7614-6,1459889704430,29,speaker,"dull purple , no pink"
7614-6,1459889721327,30,speaker,grey
7614-6,1459889751225,31,speaker,bluish purple
7614-6,1459889768908,32,speaker,hot pink
7614-6,1459889800330,33,speaker,dull blue
7614-6,1459889812365,34,speaker,girl
7614-6,1459889840773,35,speaker,peachish
7614-6,1459889863240,36,speaker,pale pink ~ good for the closer to worries ish and more more magenta
7614-6,1459889883755,37,speaker,red
7614-6,1459889903356,38,speaker,<unk> to blue
7614-6,1459889926041,39,speaker,<unk> purple on the more pink i'd brightness .
7614-6,1459889940537,40,speaker,red
7614-6,1459889965917,41,speaker,orange
7614-6,1459889982004,42,speaker,brown
7614-6,1459890007233,43,speaker,gray
7614-6,1459890025551,44,speaker,green
7614-6,1459890036588,45,speaker,very not pink .
7614-6,1459890051525,46,speaker,"the lighter blue , more three"
7614-6,1459890071026,47,speaker,purple sky like baby blue
