"gameid","time","roundNum","sender","contents"
"1369-5","1476492280065","49","speaker","bright blue"
"1369-5","1476492311333","50","speaker","darker of the bright"
"3421-f","1476489589238","1","speaker","grey"
"3421-f","1476489614489","2","speaker","grayish"
"3421-f","1476489657422","3","speaker","more drab blue"
"3421-f","1476489677238","4","speaker","the sea-green . the bright bright"
"3421-f","1476489692196","5","speaker","orangish orange"
"3421-f","1476489718663","6","speaker","the darkest shade of blue"
"3421-f","1476489736654","7","speaker","natural green"
"3421-f","1476489756866","8","speaker","not violet or the fuchsia"
"3421-f","1476489772087","9","speaker","the baby blue"
"3421-f","1476489797452","10","speaker","aqua"
"3421-f","1476489816146","11","speaker","brownish"
"3421-f","1476489834808","12","speaker","mint green"
"3421-f","1476489849443","13","speaker","the purplish tone"
"3421-f","1476489862807","14","speaker","blue of the grays ~ they look purple"
"3421-f","1476489893221","15","speaker","ugh ~ lol okay : ) ~ ~ ~ pale shade , and not the gloomy blue i cant bit got it too . ~ ~ ~ one"
"3421-f","1476489910711","16","speaker","the hot pink"
"3421-f","1476489947948","17","speaker","olive green"
"3421-f","1476489961102","18","speaker","bluest / blue ~ one ~ the most teal"
"3421-f","1476489973337","19","speaker","blue"
"3421-f","1476490045610","20","speaker","dark blue"
"3421-f","1476490064016","21","speaker","green"
"3421-f","1476490083539","22","speaker","clay"
"3421-f","1476490093282","23","speaker","red"
"3421-f","1476490119388","24","speaker","pink purple"
"3421-f","1476490141342","25","speaker","ok pinker green"
"3421-f","1476490157112","26","speaker","the less olive , darker . ~ so not bright )"
"3421-f","1476490171447","27","speaker","gold"
"3421-f","1476490183291","28","speaker","yellow"
"3421-f","1476490215531","29","speaker","i see a the color of leaves"
"3421-f","1476490229090","30","speaker","~ yellow"
"3421-f","1476490261607","31","speaker","the teal - )"
"3421-f","1476490274682","32","speaker","dark blue"
"3421-f","1476490299422","33","speaker","not gray , not one ? ~ barney"
"3421-f","1476490313356","34","speaker","green"
"3421-f","1476490333058","35","speaker","not quite the darkest color"
"3421-f","1476490347201","36","speaker","blue"
"3421-f","1476490359182","37","speaker","bright yellow ~ like me"
"3421-f","1476490390794","38","speaker","bright orange"
"3421-f","1476490402299","39","speaker","red"
"3421-f","1476490445419","40","speaker","concrete with a grey , not that"
"3421-f","1476490457793","41","speaker","not bright ha sorry ~ lol . kind of bright pink"
"3421-f","1476490469093","42","speaker","green"
"3421-f","1476490484396","43","speaker","bright green"
"3421-f","1476490507017","44","speaker","grey"
"3421-f","1476490520328","45","speaker","grey"
"3421-f","1476490559522","46","speaker","puke green"
"3421-f","1476490588775","47","speaker","the red looking pink"
"3421-f","1476490602614","48","speaker","red"
"3421-f","1476490611896","49","speaker","bright bright green"
"3421-f","1476490623174","50","speaker","tan"
"3498-1","1476486433505","1","speaker","brown"
"3498-1","1476486440296","2","speaker","pink"
"3498-1","1476486450141","3","speaker","greenish"
"3498-1","1476486458006","4","speaker","tan"
"3498-1","1476486466904","5","speaker","puke green almost"
"3498-1","1476486475532","6","speaker","reddish pink"
"3498-1","1476486486652","7","speaker","brightest purple"
"3498-1","1476486494182","8","speaker","darker purple"
"3498-1","1476486502515","9","speaker","green"
"3498-1","1476486511121","10","speaker","it is that mixed brown . not the middle , brighter than very darker boxes """" out"
"3498-1","1476486519049","11","speaker","green"
"3498-1","1476486525870","12","speaker","muted green"
"3498-1","1476486533544","13","speaker","brown"
"3498-1","1476486542651","14","speaker","hot pink , not one"
"3498-1","1476486550174","15","speaker","reddish pink"
"3498-1","1476486559698","16","speaker","brighter blueish green"
"3498-1","1476486571580","17","speaker","closest to green"
"3498-1","1476486586230","18","speaker","red"
"3498-1","1476486598587","19","speaker","brightest"
"3498-1","1476486608435","20","speaker","grey i was hard . it is purple ~ yes"
"3498-1","1476486618629","21","speaker","purple-y"
"3498-1","1476486626530","22","speaker","target is blue"
"3498-1","1476486633063","23","speaker","bright green"
"3498-1","1476486644494","24","speaker","maroon"
"3498-1","1476486652269","25","speaker","red"
"3498-1","1476486665058","26","speaker","bright blue"
"3498-1","1476486675531","27","speaker","the medium one that's not the darkest of the two"
"3498-1","1476486688125","28","speaker","pink"
"3498-1","1476486696364","29","speaker","color , like an <unk> have color on the brown yellow"
"3498-1","1476486704265","30","speaker","dark blue"
"3498-1","1476486715494","31","speaker","orange"
"3498-1","1476486724532","32","speaker","purple"
"3498-1","1476486733351","33","speaker","teal"
"3498-1","1476486743072","34","speaker","you would have blind it ~ pink ~ not the matte one . . ~ ?"
"3498-1","1476486756659","35","speaker","medium blue"
"3498-1","1476486770630","36","speaker","the lightest , darkest . ~ ~ ~"
"3498-1","1476486782382","37","speaker","<unk> gray"
"3498-1","1476486789804","38","speaker","click the brighter pink"
"3498-1","1476486798261","39","speaker","grey"
"3498-1","1476486808050","40","speaker","the yellowy mustard"
"3498-1","1476486816601","41","speaker","not look purple , not neon"
"3498-1","1476486826765","42","speaker","orange"
"3498-1","1476486834108","43","speaker","grey"
"3498-1","1476486842061","44","speaker","yellow"
"3498-1","1476486848422","45","speaker","darkest shade"
"3498-1","1476486858331","46","speaker","purple"
"3498-1","1476486870366","47","speaker","at pick the darkest of the similar about of light"
"3498-1","1476486883266","48","speaker","the blueish one that has a hint of in money"
"3498-1","1476486896059","49","speaker","ok left green"
"3498-1","1476486910921","50","speaker","girl"
"9260-e","1476486454548","1","speaker","gray"
"9260-e","1476486478810","2","speaker","grey with the black grey . the less purple ~ the less pink , not grayish pink ~ not the grey ~ ~ the blueish"
"9260-e","1476486486023","3","speaker","green"
"9260-e","1476486500166","4","speaker","christmas reen color"
"9260-e","1476486524818","5","speaker","brown"
"9260-e","1476486548618","6","speaker","bright yellow"
"9260-e","1476486572494","7","speaker","darkest ~ lol"
"9260-e","1476486583484","8","speaker","blue"
"9260-e","1476486596835","9","speaker","blue"
"9260-e","1476486617836","10","speaker","brightest grass"
"9260-e","1476486626987","11","speaker","mustard green"
"9260-e","1476486645620","12","speaker","dark blue"
"9260-e","1476486655190","13","speaker","green / bright looking color"
"9260-e","1476486666555","14","speaker","this is the most blue"
"9260-e","1476486677473","15","speaker","blue"
"9260-e","1476486689239","16","speaker","yellow-brown one"
"9260-e","1476486699771","17","speaker","lime one"
"9260-e","1476486711254","18","speaker","brown"
"9260-e","1476486751938","19","speaker","lavender"
"9260-e","1476486765422","20","speaker","light grey / purple"
"9260-e","1476486775560","21","speaker","lime"
"9260-e","1476486784940","22","speaker","target is most purple"
"9260-e","1476486795037","23","speaker","purple"
"9260-e","1476486804647","24","speaker","bllue"
"9260-e","1476486813226","25","speaker","light grey"
"9260-e","1476486824785","26","speaker","red"
"9260-e","1476486842254","27","speaker","gray blue"
"9260-e","1476486855109","28","speaker","turquoise"
"9260-e","1476486868397","29","speaker","bright purple"
"9260-e","1476486888141","30","speaker","bright green"
"9260-e","1476486903626","31","speaker","aqua one"
"9260-e","1476486923151","32","speaker","<unk> is grass"
"9260-e","1476486937478","33","speaker","not bluish pink , it's not turquoise or purp"
"9260-e","1476486947766","34","speaker","yellowish one"
"9260-e","1476486958222","35","speaker","purple"
"9260-e","1476486969124","36","speaker","rose or vibrant purple"
"9260-e","1476486982472","37","speaker","mint green"
"9260-e","1476486995704","38","speaker","grass"
"9260-e","1476487007935","39","speaker","green"
"9260-e","1476487025262","40","speaker","lime"
"9260-e","1476487039278","41","speaker","green"
"9260-e","1476487058548","42","speaker","green yellow"
"9260-e","1476487074052","43","speaker","brown"
"9260-e","1476487080430","44","speaker","dull"
"9260-e","1476487111188","45","speaker","pink - not red , not red"
"9260-e","1476487121853","46","speaker","green"
"9260-e","1476487134954","47","speaker","medium yellowy green"
"9260-e","1476487149448","48","speaker","yellow"
"9260-e","1476487157955","49","speaker","dull green not brite green"
"9260-e","1476487199232","50","speaker","not grayish blue"
"0699-d","1476486599243","1","speaker","purp"
"0699-d","1476486618835","2","speaker","red"
"0699-d","1476486627539","3","speaker","the color is yellowish"
"0699-d","1476486638083","4","speaker","green"
"0699-d","1476486649911","5","speaker","the bright grass"
"0699-d","1476486664401","6","speaker","reddish"
"0699-d","1476486674911","7","speaker","green"
"0699-d","1476486748930","8","speaker","not neon pink , its the bright one that does not as <unk> ~ it's the less bright one"
"0699-d","1476486761167","9","speaker","true bluish"
"0699-d","1476486772824","10","speaker","orange"
"0699-d","1476486781696","11","speaker","brownish like olive green"
"0699-d","1476486793042","12","speaker","dark purple"
"0699-d","1476486810005","13","speaker","blue"
"0699-d","1476486821204","14","speaker","teal green"
"0699-d","1476486831011","15","speaker","green"
"0699-d","1476486862870","16","speaker","brighter teal"
"0699-d","1476486876764","17","speaker","<unk> ~ not the brightest purple"
"0699-d","1476486885260","18","speaker","<unk> like a darkest color"
"0699-d","1476486894062","19","speaker","brightest purple"
"0699-d","1476486932372","20","speaker","bright blue ~ brightest"
"0699-d","1476486939926","21","speaker","green"
"0699-d","1476486953629","22","speaker","darker green"
"0699-d","1476486976116","23","speaker","one"
"0699-d","1476486992663","24","speaker","lighter pink"
"0699-d","1476487004515","25","speaker","bright purple"
"0699-d","1476487017039","26","speaker","blue"
"0699-d","1476487024308","27","speaker","brightest"
"0699-d","1476487033256","28","speaker","green"
"0699-d","1476487040986","29","speaker","orange"
"0699-d","1476487052076","30","speaker","light pink"
"0699-d","1476487059433","31","speaker","purple"
"0699-d","1476487070372","32","speaker","bright blue"
"0699-d","1476487081663","33","speaker","purple"
"0699-d","1476487099565","34","speaker","primary green"
"0699-d","1476487116246","35","speaker","brightest"
"0699-d","1476487136250","36","speaker","the greener blue"
"0699-d","1476487144486","37","speaker","color ~ this color is the color of grass in it"
"0699-d","1476487156383","38","speaker","purple"
"0699-d","1476487167987","39","speaker","darkest color"
"0699-d","1476487178541","40","speaker","not green or fuscia"
"0699-d","1476487186406","41","speaker","red"
"0699-d","1476487200586","42","speaker","gray"
"0699-d","1476487208293","43","speaker","grey"
"0699-d","1476487216024","44","speaker","not look the grey one"
"0699-d","1476487228638","45","speaker","the purplish pinker green"
"0699-d","1476487236683","46","speaker","pinkish"
"0699-d","1476487246525","47","speaker","bright green , not the bright green"
"0699-d","1476487259224","48","speaker","the grey one"
"0699-d","1476487272412","49","speaker","not standard green , not yellow or not lime green shade closest are most like an <unk> as last ."
"0699-d","1476487285090","50","speaker","grey"
"5539-6","1476489652604","1","speaker","very lime green"
"5539-6","1476489696646","2","speaker","bright blue"
"5539-6","1476489722301","3","speaker","tanish grey"
"5539-6","1476489734570","4","speaker","green"
"5539-6","1476489758445","5","speaker","ugly green"
"5539-6","1476489799648","6","speaker","the brighter blue ~ its not the actual blue"
"5539-6","1476489829901","7","speaker","purple"
"5539-6","1476489896416","8","speaker","rose"
"5539-6","1476489908376","9","speaker","red"
"5539-6","1476489950675","10","speaker","not sea green, and not teal, looks like a mix between green and grey"
"5539-6","1476489976087","11","speaker","bold red ~ bright bold red"
"5539-6","1476489984261","12","speaker","gray"
"5539-6","1476490005546","13","speaker","bright blue"
"5539-6","1476490036289","14","speaker","the one is the bluest one"
"5539-6","1476490063466","15","speaker","not the and bright purple or the brightest )"
"5539-6","1476490126454","16","speaker","tan gray"
"5539-6","1476490142130","17","speaker","blue i so my think grass )"
"5539-6","1476490158272","18","speaker","not blue or grass green"
"5539-6","1476490182094","19","speaker","orangey poop looking"
"5539-6","1476490218616","20","speaker","olive green"
"5539-6","1476490226992","21","speaker","but the bright purple"
"5539-6","1476490258481","22","speaker","boldest blue ~ not the one that looks a bit shaded with gray"
"5539-6","1476490285607","23","speaker","blue"
"5539-6","1476490290855","24","speaker","miss piggy ~ ~ ~ not purple"
"5539-6","1476490310161","25","speaker","darker blue"
"5539-6","1476490323407","26","speaker","green"
"5539-6","1476490330483","27","speaker","red"
"5539-6","1476490338322","28","speaker","bright purple"
"5539-6","1476490345884","29","speaker","yellow"
"5539-6","1476490358063","30","speaker","green sorry , not bright blue , not the brighter of the greenish , and maybe on the colors ~ the green that is messed , not the bright one with more blue of at"
"5539-6","1476490373695","31","speaker","green , and not the bright greenish one"
"5539-6","1476490383796","32","speaker","is the darker green one"
"5539-6","1476490390377","33","speaker","pinkish purple"
"5539-6","1476490397436","34","speaker","blue"
"5539-6","1476490404211","35","speaker","lavender"
"5539-6","1476490410265","36","speaker","purple"
"5539-6","1476490416582","37","speaker","click green ~ not the brighter grass"
"5539-6","1476490424320","38","speaker","orange"
"5539-6","1476490444621","39","speaker","dull green"
"5539-6","1476490459832","40","speaker","the target is bold yellow : - <unk> during the yellow than one"
"5539-6","1476490481183","41","speaker","blue not bright"
"5539-6","1476490507793","42","speaker","darkest purple"
"5539-6","1476490527442","43","speaker","not green not saturated ~ it's the right one is the color that looks not green"
"5539-6","1476490546859","44","speaker","your we want a <unk> frog ."
"5539-6","1476490555320","45","speaker","purple"
"5539-6","1476490567705","46","speaker","dingy blue . slightly mix of purple"
"5539-6","1476490581663","47","speaker","brighter purple ~ darkest"
"5539-6","1476490603435","48","speaker","light blue"
"5539-6","1476490631521","49","speaker","light green"
"5539-6","1476490671429","50","speaker","its ok , not the not gross ~ green"
"8080-9","1476489614071","1","speaker","color of the left one"
"8080-9","1476489631068","2","speaker","yellow"
"8080-9","1476489650957","3","speaker","grey"
"8080-9","1476489664623","4","speaker","blueish grey"
"8080-9","1476489673760","5","speaker","yellow"
"8080-9","1476489701712","6","speaker","brown ~ medium"
"8080-9","1476489713254","7","speaker","purple"
"8080-9","1476489722661","8","speaker","grass"
"8080-9","1476489739725","9","speaker","dark gray"
"8080-9","1476489753111","10","speaker","brightest color"
"8080-9","1476489767447","11","speaker","the purple / grey"
"8080-9","1476489775479","12","speaker","red"
"8080-9","1476489782970","13","speaker","grey"
"8080-9","1476489799833","14","speaker","<unk> ~ old"
"8080-9","1476489827697","15","speaker","the grayer of the two blue ~ not light"
"8080-9","1476489840576","16","speaker","mustard"
"8080-9","1476489852007","17","speaker","the tannish color has hint of a brown tint and"
"8080-9","1476489864640","18","speaker","brightest"
"8080-9","1476489872777","19","speaker","blue nor grey"
"8080-9","1476489880020","20","speaker","green"
"8080-9","1476489899785","21","speaker","reddish pink , not the blue / red not pink"
"8080-9","1476489919016","22","speaker","bright green"
"8080-9","1476489926715","23","speaker","lightest colored orange"
"8080-9","1476489951240","24","speaker","brown ( military ( not brown , not gray green"
"8080-9","1476489959520","25","speaker","green"
"8080-9","1476489970583","26","speaker","green"
"8080-9","1476489985537","27","speaker","the sea-green / blue"
"8080-9","1476490002844","28","speaker","olive"
"8080-9","1476490022874","29","speaker","grey <unk>"
"8080-9","1476490039119","30","speaker","slightly more slightly pink"
"8080-9","1476490048715","31","speaker","purple"
"8080-9","1476490057232","32","speaker","olive"
"8080-9","1476490086003","33","speaker","light green , not the bright one ."
"8080-9","1476490097831","34","speaker","the duller green , the 2 that . yellow ... the most <unk> <unk>"
"8080-9","1476490107217","35","speaker","blue"
"8080-9","1476490120019","36","speaker","greyest blush"
"8080-9","1476490130283","37","speaker","lime"
"8080-9","1476490158308","38","speaker","brown not green"
"8080-9","1476490174675","39","speaker","dark tan"
"8080-9","1476490192363","40","speaker","pink"
"8080-9","1476490209802","41","speaker","closest to mud looking purple"
"8080-9","1476490220477","42","speaker","grey"
"8080-9","1476490249924","43","speaker","this color is hard ~ grey with a grayish shade of blue . ~ reen ~ darker silver"
"8080-9","1476490262314","44","speaker","brown"
"8080-9","1476490289460","45","speaker","dull green ( not bright and not dark green"
"8080-9","1476490304058","46","speaker","click the brightest green ."
"8080-9","1476490311875","47","speaker","bush blue"
"8080-9","1476490325115","48","speaker","darkest green"
"8080-9","1476490332364","49","speaker","yellow"
"8080-9","1476490341299","50","speaker","green"
"0580-7","1476490276301","1","speaker","Grey"
"0580-7","1476490288082","2","speaker","brownish gray"
"0580-7","1476490314833","3","speaker","green with a tree"
"0580-7","1476490327602","4","speaker","click the middle shade ~ blue"
"0580-7","1476490345076","5","speaker","no worries . like tell"
"0580-7","1476490353428","6","speaker","orange"
"0580-7","1476490363077","7","speaker","the brownish one"
"0580-7","1476490376295","8","speaker","purple / lavender"
"0580-7","1476490390632","9","speaker","dark yellow"
"0580-7","1476490425867","10","speaker","darkest green"
"0580-7","1476490444237","11","speaker","dark yellowish green"
"0580-7","1476490454497","12","speaker","green"
"0580-7","1476490483729","13","speaker","brightest green that is green"
"0580-7","1476490495906","14","speaker","the baby blue less blue"
"0580-7","1476490509748","15","speaker","darkest purple"
"0580-7","1476490519413","16","speaker","forest green - not bright green"
"0580-7","1476490529334","17","speaker","light blue"
"0580-7","1476490564714","18","speaker","darkest color"
"0580-7","1476490587595","19","speaker","click on the middle shade of green , not summer"
"0580-7","1476490602589","20","speaker","red ~ gold"
"0580-7","1476490609630","21","speaker","lemon"
"0580-7","1476490620255","22","speaker","the midrange purple in it"
"0580-7","1476490636497","23","speaker","dull green"
"0580-7","1476490653283","24","speaker","pink"
"0580-7","1476490663860","25","speaker","red"
"0580-7","1476490673876","26","speaker","the target is purple"
"0580-7","1476490685429","27","speaker","the darkest blue ... ... blue"
"0580-7","1476490697351","28","speaker","washed out like would have i finish . like it ~ green"
"0580-7","1476490706824","29","speaker","not purple or grey"
"0580-7","1476490715608","30","speaker","pink"
"0580-7","1476490734586","31","speaker","stormy skies"
"0580-7","1476490756205","32","speaker","orangeish"
"0580-7","1476490771902","33","speaker","brighter green"
"0580-7","1476490784000","34","speaker","tan greenish brown yellow"
"0580-7","1476490792016","35","speaker","dark gray"
"0580-7","1476490801873","36","speaker","this color is slightly like a <unk> i want color is girls"
"0580-7","1476490815988","37","speaker","caca green"
"0580-7","1476490824996","38","speaker","blue"
"0580-7","1476490832436","39","speaker","blue"
"0580-7","1476490850374","40","speaker","bright blue"
"0580-7","1476490860423","41","speaker","purple"
"0580-7","1476490877321","42","speaker","greenish blue"
"0580-7","1476490887882","43","speaker","dark grey"
"0580-7","1476490898156","44","speaker","blueist"
"0580-7","1476490908988","45","speaker","orange . good this one . kind of yellow and not the yellow square"
"0580-7","1476490920606","46","speaker","pink tinted purple"
"0580-7","1476490938975","47","speaker","pinkish grey"
"0580-7","1476490948256","48","speaker","bright green"
"0580-7","1476490958385","49","speaker","bright pink"
"0580-7","1476490965522","50","speaker","green"
"3636-f","1476490391915","1","speaker","the brownish one"
"3636-f","1476490461183","2","speaker","the muted drab"
"3636-f","1476490513818","3","speaker","ok. so when i say dark. it looks like the shade you picked. this is a dark green."
"3636-f","1476490543299","4","speaker","rainy out pink ."
"3636-f","1476490580074","5","speaker","gj ! ya color"
"3636-f","1476490628269","6","speaker","light pumpkin"
"3636-f","1476490650445","7","speaker","neon green"
"3636-f","1476490680279","8","speaker","darkest color"
"3636-f","1476490714142","9","speaker","pink"
"3636-f","1476490743290","10","speaker","reddish one ~ 2nd target"
"3636-f","1476490797310","11","speaker","gray , its grey but d"
"3636-f","1476490817747","12","speaker","brightest"
"3636-f","1476490851114","13","speaker","yellow-green ~ neon"
"3636-f","1476490862541","14","speaker","neon green"
"3636-f","1476490871349","15","speaker","grey"
"3636-f","1476490880440","16","speaker","green"
"3636-f","1476490888968","17","speaker","blue"
"3636-f","1476490895015","18","speaker","target is pinkish"
"3636-f","1476490908213","19","speaker","aqua ~ and not the neon yellow , it is in the two <unk>"
"3636-f","1476490917225","20","speaker","blue"
"3636-f","1476490932970","21","speaker","pinkish tan"
"3636-f","1476490952062","22","speaker","neon green"
"3636-f","1476490970608","23","speaker","pink"
"3636-f","1476490990714","24","speaker","purple"
