success,Condition,Language,roundid
true,further/split,English,0069-8.41
true,equal/far,English,0069-8.42
true,equal/far,English,0069-8.43
true,closer/close,English,0069-8.44
true,equal/far,English,0069-8.45
true,equal/far,English,0069-8.46
true,closer/close,English,0069-8.47
true,further/split,English,0069-8.48
true,closer/close,English,0069-8.49
true,further/split,English,0069-8.5
true,equal/far,English,0069-8.50
true,closer/close,English,0069-8.6
true,further/split,English,0069-8.7
true,closer/close,English,0069-8.8
true,further/split,English,0069-8.9
false,equal/far,English,0070-1.1
true,further/split,English,0070-1.10
true,further/split,English,0070-1.11
true,further/split,English,0070-1.12
true,equal/far,English,0070-1.13
true,equal/far,English,0070-1.14
true,equal/far,English,0070-1.15
false,further/split,English,0070-1.16
true,closer/close,English,0070-1.17
true,further/split,English,0070-1.18
true,equal/far,English,0070-1.19
false,closer/close,English,0070-1.2
false,further/split,English,0070-1.20
true,equal/far,English,0070-1.21
true,closer/close,English,0070-1.22
true,further/split,English,0070-1.23
false,further/split,English,0070-1.24
true,further/split,English,0070-1.25
true,equal/far,English,0070-1.26
true,equal/far,English,0070-1.27
true,closer/close,English,0070-1.28
true,further/split,English,0070-1.29
true,equal/far,English,0070-1.3
true,equal/far,English,0070-1.30
false,closer/close,English,0070-1.31
true,closer/close,English,0070-1.32
true,equal/far,English,0070-1.33
true,further/split,English,0070-1.34
true,further/split,English,0070-1.35
true,closer/close,English,0070-1.36
true,equal/far,English,0070-1.37
true,closer/close,English,0070-1.38
true,closer/close,English,0070-1.39
true,further/split,English,0070-1.4
true,equal/far,English,0070-1.40
true,equal/far,English,0070-1.41
true,closer/close,English,0070-1.42
true,further/split,English,0070-1.43
false,closer/close,English,0070-1.44
true,equal/far,English,0070-1.45
true,closer/close,English,0070-1.46
true,equal/far,English,0070-1.47
true,further/split,English,0070-1.48
true,equal/far,English,0070-1.49
false,closer/close,English,0070-1.5
false,further/split,English,0070-1.50
false,further/split,English,0070-1.6
false,closer/close,English,0070-1.7
true,closer/close,English,0070-1.8
true,closer/close,English,0070-1.9
true,further/split,English,0082-c.1
true,closer/close,English,0082-c.10
true,further/split,English,0082-c.11
true,equal/far,English,0082-c.12
true,further/split,English,0082-c.13
true,equal/far,English,0082-c.14
true,further/split,English,0082-c.15
true,closer/close,English,0082-c.16
true,further/split,English,0082-c.17
false,closer/close,English,0082-c.18
true,equal/far,English,0082-c.19
true,further/split,English,0082-c.2
true,equal/far,English,0082-c.20
true,closer/close,English,0082-c.21
true,further/split,English,0082-c.22
true,further/split,English,0082-c.23
true,closer/close,English,0082-c.24
true,closer/close,English,0082-c.25
true,further/split,English,0082-c.26
true,further/split,English,0082-c.27
true,closer/close,English,0082-c.28
true,equal/far,English,0082-c.29
true,equal/far,English,0082-c.3
true,closer/close,English,0082-c.30
true,equal/far,English,0082-c.31
false,closer/close,English,0082-c.32
true,equal/far,English,0082-c.33
true,equal/far,English,0082-c.34
true,equal/far,English,0082-c.35
true,further/split,English,0082-c.36
true,further/split,English,0082-c.37
false,closer/close,English,0082-c.38
true,closer/close,English,0082-c.39
true,equal/far,English,0082-c.4
true,further/split,English,0082-c.40
false,further/split,English,0082-c.41
true,equal/far,English,0082-c.42
true,further/split,English,0082-c.43
false,equal/far,English,0082-c.44
false,further/split,English,0082-c.45
false,closer/close,English,0082-c.46
true,equal/far,English,0082-c.47
true,equal/far,English,0082-c.48
true,closer/close,English,0082-c.49
true,closer/close,English,0082-c.5
true,closer/close,English,0082-c.50
true,equal/far,English,0082-c.6
true,equal/far,English,0082-c.7
true,further/split,English,0082-c.8
true,closer/close,English,0082-c.9
true,closer/close,English,0082-f.1
true,further/split,English,0082-f.10
true,closer/close,English,0082-f.11
true,further/split,English,0082-f.12
true,further/split,English,0082-f.13
true,closer/close,English,0082-f.15
true,further/split,English,0082-f.16
true,closer/close,English,0082-f.17
true,equal/far,English,0082-f.18
true,further/split,English,0082-f.19
true,closer/close,English,0082-f.2
true,equal/far,English,0082-f.20
true,further/split,English,0082-f.21
false,closer/close,English,0082-f.22
true,closer/close,English,0082-f.23
true,equal/far,English,0082-f.24
false,further/split,English,0082-f.25
true,equal/far,English,0082-f.26
false,closer/close,English,0082-f.27
false,further/split,English,0082-f.28
true,closer/close,English,0082-f.29
true,equal/far,English,0082-f.3
true,closer/close,English,0082-f.30
true,equal/far,English,0082-f.31
true,further/split,English,0082-f.32
true,equal/far,English,0082-f.33
true,equal/far,English,0082-f.34
true,equal/far,English,0082-f.35
false,further/split,English,0082-f.36
true,further/split,English,0082-f.37
true,closer/close,English,0082-f.38
true,equal/far,English,0082-f.39
true,equal/far,English,0082-f.4
true,further/split,English,0082-f.40
true,equal/far,English,0082-f.41
false,closer/close,English,0082-f.42
true,further/split,English,0082-f.43
true,closer/close,English,0082-f.44
true,equal/far,English,0082-f.45
true,closer/close,English,0082-f.46
true,equal/far,English,0082-f.47
false,further/split,English,0082-f.48
true,closer/close,English,0082-f.49
true,further/split,English,0082-f.5
true,further/split,English,0082-f.50
true,equal/far,English,0082-f.6
true,closer/close,English,0082-f.7
true,equal/far,English,0082-f.8
true,further/split,English,0082-f.9
true,further/split,English,0084-6.1
true,closer/close,English,0084-6.10
true,further/split,English,0084-6.11
true,further/split,English,0084-6.12
true,closer/close,English,0084-6.13
true,equal/far,English,0084-6.14
true,equal/far,English,0084-6.15
true,closer/close,English,0084-6.16
true,further/split,English,0084-6.17
true,further/split,English,0084-6.18
true,closer/close,English,0084-6.19
false,closer/close,English,0084-6.2
true,further/split,English,0084-6.20
true,further/split,English,0084-6.21
true,equal/far,English,0084-6.22
true,equal/far,English,0084-6.23
true,equal/far,English,0084-6.24
true,closer/close,English,0084-6.25
true,further/split,English,0084-6.26
true,closer/close,English,0084-6.27
true,closer/close,English,0084-6.28
true,closer/close,English,0084-6.29
true,closer/close,English,0084-6.3
true,closer/close,English,0084-6.30
true,equal/far,English,0084-6.31
false,equal/far,English,0084-6.32
true,closer/close,English,0084-6.33
true,equal/far,English,0084-6.34
true,closer/close,English,0084-6.35
true,further/split,English,0084-6.36
true,equal/far,English,0084-6.37
true,further/split,English,0084-6.38
true,equal/far,English,0084-6.39
true,further/split,English,0084-6.4
true,further/split,English,0084-6.40
true,equal/far,English,0084-6.41
true,further/split,English,0084-6.42
true,closer/close,English,0084-6.43
true,equal/far,English,0084-6.44
true,further/split,English,0084-6.45
true,closer/close,English,0084-6.46
true,equal/far,English,0084-6.47
true,equal/far,English,0084-6.48
true,closer/close,English,0084-6.49
true,equal/far,English,0084-6.5
true,further/split,English,0084-6.50
true,further/split,English,0084-6.7
true,equal/far,English,0084-6.8
true,closer/close,English,0084-6.9
true,further/split,English,0106-1.1
false,further/split,English,0106-1.10
true,closer/close,English,0106-1.11
true,closer/close,English,0106-1.12
true,closer/close,English,0106-1.13
true,equal/far,English,0106-1.14
false,closer/close,English,0106-1.15
true,further/split,English,0106-1.16
false,further/split,English,0106-1.17
true,further/split,English,0106-1.18
true,equal/far,English,0106-1.19
true,equal/far,English,0106-1.2
true,closer/close,English,0106-1.20
true,equal/far,English,0106-1.21
true,further/split,English,0106-1.22
true,further/split,English,0106-1.23
true,closer/close,English,0106-1.24
true,closer/close,English,0106-1.25
true,equal/far,English,0106-1.26
true,further/split,English,0106-1.27
true,closer/close,English,0106-1.28
true,further/split,English,0106-1.29
true,equal/far,English,0106-1.3
true,closer/close,English,0106-1.30
true,equal/far,English,0106-1.31
true,equal/far,English,0106-1.32
true,closer/close,English,0106-1.33
true,closer/close,English,0106-1.34
true,equal/far,English,0106-1.35
true,further/split,English,0106-1.36
true,equal/far,English,0106-1.37
false,further/split,English,0106-1.38
true,further/split,English,0106-1.39
true,equal/far,English,0106-1.4
true,further/split,English,0106-1.40
true,closer/close,English,0106-1.41
true,equal/far,English,0106-1.42
true,closer/close,English,0106-1.43
true,further/split,English,0106-1.44
true,equal/far,English,0106-1.45
false,further/split,English,0106-1.46
true,equal/far,English,0106-1.47
true,further/split,English,0106-1.48
true,closer/close,English,0106-1.49
true,closer/close,English,0106-1.5
true,further/split,English,0106-1.50
true,closer/close,English,0106-1.6
false,equal/far,English,0106-1.7
true,equal/far,English,0106-1.8
true,equal/far,English,0106-1.9
true,equal/far,English,0109-c.1
true,equal/far,English,0109-c.10
true,equal/far,English,0109-c.11
true,equal/far,English,0109-c.12
true,closer/close,English,0109-c.13
true,closer/close,English,0109-c.14
true,further/split,English,0109-c.15
true,further/split,English,0109-c.16
true,closer/close,English,0109-c.17
true,equal/far,English,0109-c.18
true,further/split,English,0109-c.19
true,closer/close,English,0109-c.2
true,closer/close,English,0109-c.20
true,further/split,English,0109-c.21
true,equal/far,English,0109-c.22
true,closer/close,English,0109-c.23
true,further/split,English,0109-c.24
true,closer/close,English,0109-c.25
true,closer/close,English,0109-c.26
true,closer/close,English,0109-c.27
true,further/split,English,0109-c.28
true,equal/far,English,0109-c.29
true,equal/far,English,0109-c.3
true,equal/far,English,0109-c.30
true,further/split,English,0109-c.31
true,further/split,English,0109-c.32
true,further/split,English,0109-c.33
true,equal/far,English,0109-c.34
true,equal/far,English,0109-c.35
true,closer/close,English,0109-c.36
true,further/split,English,0109-c.37
true,closer/close,English,0109-c.38
true,equal/far,English,0109-c.39
true,further/split,English,0109-c.4
true,closer/close,English,0109-c.40
true,equal/far,English,0109-c.41
true,further/split,English,0109-c.42
true,further/split,English,0109-c.43
false,closer/close,English,0109-c.44
true,closer/close,English,0109-c.45
true,closer/close,English,0109-c.46
true,further/split,English,0109-c.47
true,closer/close,English,0109-c.48
true,equal/far,English,0109-c.49
false,closer/close,English,0109-c.5
true,equal/far,English,0109-c.50
true,further/split,English,0109-c.6
true,equal/far,English,0109-c.7
true,further/split,English,0109-c.8
true,equal/far,English,0109-c.9
true,further/split,English,0119-4.1
false,closer/close,English,0119-4.10
true,further/split,English,0119-4.11
true,closer/close,English,0119-4.12
true,equal/far,English,0119-4.13
true,closer/close,English,0119-4.14
true,equal/far,English,0119-4.15
true,equal/far,English,0119-4.16
true,further/split,English,0119-4.17
true,further/split,English,0119-4.18
true,closer/close,English,0119-4.19
true,closer/close,English,0119-4.2
true,further/split,English,0119-4.20
true,closer/close,English,0119-4.21
true,closer/close,English,0119-4.22
true,equal/far,English,0119-4.23
true,equal/far,English,0119-4.24
true,further/split,English,0119-4.25
true,equal/far,English,0119-4.26
true,closer/close,English,0119-4.27
true,equal/far,English,0119-4.28
true,further/split,English,0119-4.29
true,closer/close,English,0119-4.3
true,further/split,English,0119-4.30
true,equal/far,English,0119-4.31
true,equal/far,English,0119-4.32
true,equal/far,English,0119-4.33
true,closer/close,English,0119-4.34
true,equal/far,English,0119-4.35
true,closer/close,English,0119-4.36
true,closer/close,English,0119-4.37
true,further/split,English,0119-4.38
true,further/split,English,0119-4.39
true,further/split,English,0119-4.4
true,closer/close,English,0119-4.40
true,equal/far,English,0119-4.41
true,equal/far,English,0119-4.42
true,closer/close,English,0119-4.43
true,further/split,English,0119-4.44
true,closer/close,English,0119-4.45
true,further/split,English,0119-4.46
true,closer/close,English,0119-4.47
true,closer/close,English,0119-4.48
true,equal/far,English,0119-4.49
true,further/split,English,0119-4.5
true,equal/far,English,0119-4.50
true,further/split,English,0119-4.6
true,equal/far,English,0119-4.7
true,further/split,English,0119-4.8
true,equal/far,English,0119-4.9
true,closer/close,English,0133-f.1
true,further/split,English,0133-f.10
true,further/split,English,0133-f.11
true,further/split,English,0133-f.12
true,further/split,English,0133-f.13
true,equal/far,English,0133-f.14
true,equal/far,English,0133-f.15
true,closer/close,English,0133-f.16
true,equal/far,English,0133-f.17
true,equal/far,English,0133-f.18
true,further/split,English,0133-f.19
true,further/split,English,0133-f.2
false,further/split,English,0133-f.20
true,closer/close,English,0133-f.21
false,further/split,English,0133-f.22
true,closer/close,English,0133-f.23
true,further/split,English,0133-f.24
true,equal/far,English,0133-f.26
true,closer/close,English,0133-f.27
true,closer/close,English,0133-f.28
true,further/split,English,0133-f.29
false,further/split,English,0133-f.3
true,equal/far,English,0133-f.30
true,closer/close,English,0133-f.31
true,closer/close,English,0133-f.32
true,closer/close,English,0133-f.33
true,closer/close,English,0133-f.34
true,equal/far,English,0133-f.35
true,equal/far,English,0133-f.36
true,equal/far,English,0133-f.37
false,further/split,English,0133-f.38
true,further/split,English,0133-f.39
true,equal/far,English,0133-f.4
true,closer/close,English,0133-f.40
true,equal/far,English,0133-f.41
true,closer/close,English,0133-f.42
true,further/split,English,0133-f.43
true,further/split,English,0133-f.44
true,equal/far,English,0133-f.45
true,equal/far,English,0133-f.46
true,further/split,English,0133-f.47
true,closer/close,English,0133-f.48
true,closer/close,English,0133-f.49
true,equal/far,English,0133-f.5
false,equal/far,English,0133-f.50
false,closer/close,English,0133-f.6
true,further/split,English,0133-f.7
true,equal/far,English,0133-f.8
true,closer/close,English,0133-f.9
true,equal/far,English,0137-f.1
true,further/split,English,0137-f.10
true,further/split,English,0137-f.11
true,closer/close,English,0137-f.12
true,further/split,English,0137-f.13
true,equal/far,English,0137-f.14
true,equal/far,English,0137-f.15
false,equal/far,English,0137-f.16
true,closer/close,English,0137-f.17
true,closer/close,English,0137-f.18
true,further/split,English,0137-f.19
true,equal/far,English,0137-f.2
true,closer/close,English,0137-f.20
true,further/split,English,0137-f.21
true,closer/close,English,0137-f.22
true,equal/far,English,0137-f.23
true,equal/far,English,0137-f.24
false,closer/close,English,0137-f.25
false,closer/close,English,0137-f.26
true,further/split,English,0137-f.27
true,equal/far,English,0137-f.28
true,further/split,English,0137-f.29
true,closer/close,English,0137-f.3
true,closer/close,English,0137-f.30
true,further/split,English,0137-f.31
true,equal/far,English,0137-f.32
true,closer/close,English,0137-f.33
true,further/split,English,0137-f.34
true,closer/close,English,0137-f.35
true,further/split,English,0137-f.36
true,equal/far,English,0137-f.37
true,closer/close,English,0137-f.38
true,further/split,English,0137-f.39
true,closer/close,English,0137-f.4
false,further/split,English,0137-f.40
true,further/split,English,0137-f.41
true,equal/far,English,0137-f.42
true,closer/close,English,0137-f.43
true,equal/far,English,0137-f.44
true,equal/far,English,0137-f.45
true,equal/far,English,0137-f.46
true,further/split,English,0137-f.47
true,closer/close,English,0137-f.48
true,equal/far,English,0137-f.49
true,closer/close,English,0137-f.5
true,further/split,English,0137-f.50
true,equal/far,English,0137-f.6
true,equal/far,English,0137-f.7
true,closer/close,English,0137-f.8
true,further/split,English,0137-f.9
true,further/split,English,0144-d.1
true,closer/close,English,0144-d.10
true,closer/close,English,0144-d.11
true,equal/far,English,0144-d.12
true,closer/close,English,0144-d.13
true,equal/far,English,0144-d.14
true,closer/close,English,0144-d.15
true,equal/far,English,0144-d.16
true,equal/far,English,0144-d.17
false,further/split,English,0144-d.18
true,further/split,English,0144-d.19
true,further/split,English,0144-d.2
false,closer/close,English,0144-d.20
true,further/split,English,0144-d.21
true,equal/far,English,0144-d.22
true,further/split,English,0144-d.23
true,closer/close,English,0144-d.24
true,further/split,English,0144-d.25
true,equal/far,English,0144-d.26
true,closer/close,English,0144-d.27
true,equal/far,English,0144-d.28
true,equal/far,English,0144-d.29
true,closer/close,English,0144-d.3
true,closer/close,English,0144-d.30
true,equal/far,English,0144-d.31
true,equal/far,English,0144-d.32
true,further/split,English,0144-d.33
true,closer/close,English,0144-d.34
true,closer/close,English,0144-d.35
true,closer/close,English,0144-d.36
true,equal/far,English,0144-d.37
true,closer/close,English,0144-d.38
true,further/split,English,0144-d.39
false,equal/far,English,0144-d.4
true,equal/far,English,0144-d.40
true,equal/far,English,0144-d.41
true,equal/far,English,0144-d.42
true,further/split,English,0144-d.43
true,further/split,English,0144-d.44
false,closer/close,English,0144-d.45
true,equal/far,English,0144-d.46
true,closer/close,English,0144-d.47
true,further/split,English,0144-d.48
true,further/split,English,0144-d.49
true,equal/far,English,0144-d.5
true,further/split,English,0144-d.50
true,closer/close,English,0144-d.6
false,further/split,English,0144-d.7
true,further/split,English,0144-d.8
true,further/split,English,0144-d.9
true,closer/close,English,0147-d.1
true,equal/far,English,0147-d.10
false,further/split,English,0147-d.11
false,further/split,English,0147-d.12
true,equal/far,English,0147-d.13
true,equal/far,English,0147-d.14
true,closer/close,English,0147-d.15
true,closer/close,English,0147-d.16
true,equal/far,English,0147-d.17
true,further/split,English,0147-d.18
true,further/split,English,0147-d.19
true,closer/close,English,0147-d.2
true,further/split,English,0147-d.20
true,equal/far,English,0147-d.21
true,closer/close,English,0147-d.22
true,equal/far,English,0147-d.23
false,closer/close,English,0147-d.24
true,equal/far,English,0147-d.25
true,equal/far,English,0147-d.26
true,closer/close,English,0147-d.27
true,equal/far,English,0147-d.28
true,equal/far,English,0147-d.29
true,closer/close,English,0147-d.3
false,further/split,English,0147-d.30
true,equal/far,English,0147-d.31
true,equal/far,English,0147-d.32
true,closer/close,English,0147-d.33
false,equal/far,English,0147-d.34
true,equal/far,English,0147-d.35
true,closer/close,English,0147-d.36
true,closer/close,English,0147-d.37
true,further/split,English,0147-d.38
true,equal/far,English,0147-d.39
true,further/split,English,0147-d.4
true,further/split,English,0147-d.40
true,closer/close,English,0147-d.41
true,closer/close,English,0147-d.42
true,further/split,English,0147-d.43
true,closer/close,English,0147-d.44
true,further/split,English,0147-d.45
true,equal/far,English,0147-d.46
true,closer/close,English,0147-d.47
true,closer/close,English,0147-d.48
true,closer/close,English,0147-d.49
false,further/split,English,0147-d.5
true,further/split,English,0147-d.50
true,further/split,English,0147-d.6
true,further/split,English,0147-d.7
true,further/split,English,0147-d.8
false,further/split,English,0147-d.9
false,closer/close,English,0197-6.1
true,closer/close,English,0197-6.10
true,closer/close,English,0197-6.11
true,equal/far,English,0197-6.12
true,equal/far,English,0197-6.13
true,equal/far,English,0197-6.14
true,closer/close,English,0197-6.15
true,closer/close,English,0197-6.16
true,equal/far,English,0197-6.17
true,further/split,English,0197-6.18
true,further/split,English,0197-6.19
true,closer/close,English,0197-6.2
true,further/split,English,0197-6.20
true,closer/close,English,0197-6.21
false,closer/close,English,0197-6.22
true,closer/close,English,0197-6.23
true,equal/far,English,0197-6.24
true,equal/far,English,0197-6.25
true,equal/far,English,0197-6.26
true,further/split,English,0197-6.27
true,further/split,English,0197-6.28
true,further/split,English,0197-6.29
true,equal/far,English,0197-6.3
true,closer/close,English,0197-6.30
true,closer/close,English,0197-6.31
true,further/split,English,0197-6.32
true,further/split,English,0197-6.33
true,equal/far,English,0197-6.34
true,further/split,English,0197-6.35
true,further/split,English,0197-6.36
true,equal/far,English,0197-6.37
true,further/split,English,0197-6.38
true,further/split,English,0197-6.39
true,equal/far,English,0197-6.4
true,closer/close,English,0197-6.40
false,further/split,English,0197-6.41
true,closer/close,English,0197-6.42
true,closer/close,English,0197-6.43
true,closer/close,English,0197-6.44
true,equal/far,English,0197-6.45
true,further/split,English,0197-6.46
true,closer/close,English,0197-6.47
true,equal/far,English,0197-6.48
true,further/split,English,0197-6.49
false,further/split,English,0197-6.5
true,equal/far,English,0197-6.50
true,further/split,English,0197-6.6
true,equal/far,English,0197-6.7
true,equal/far,English,0197-6.8
true,equal/far,English,0197-6.9
true,closer/close,English,0215-2.1
true,equal/far,English,0215-2.10
true,closer/close,English,0215-2.11
true,closer/close,English,0215-2.12
true,equal/far,English,0215-2.13
true,closer/close,English,0215-2.14
true,equal/far,English,0215-2.15
true,equal/far,English,0215-2.16
true,closer/close,English,0215-2.17
true,further/split,English,0215-2.18
true,further/split,English,0215-2.19
true,equal/far,English,0215-2.20
true,further/split,English,0215-2.21
true,equal/far,English,0215-2.22
true,equal/far,English,0215-2.23
true,further/split,English,0215-2.24
true,further/split,English,0215-2.25
true,further/split,English,0215-2.26
true,closer/close,English,0215-2.27
true,closer/close,English,0215-2.28
true,equal/far,English,0215-2.29
true,closer/close,English,0215-2.3
true,further/split,English,0215-2.30
true,equal/far,English,0215-2.31
true,equal/far,English,0215-2.32
true,closer/close,English,0215-2.33
false,closer/close,English,0215-2.34
true,further/split,English,0215-2.35
true,equal/far,English,0215-2.36
true,equal/far,English,0215-2.37
true,further/split,English,0215-2.38
false,closer/close,English,0215-2.39
true,further/split,English,0215-2.4
true,equal/far,English,0215-2.40
true,equal/far,English,0215-2.41
true,further/split,English,0215-2.42
true,closer/close,English,0215-2.43
true,further/split,English,0215-2.44
true,further/split,English,0215-2.45
true,further/split,English,0215-2.46
true,closer/close,English,0215-2.47
true,closer/close,English,0215-2.48
true,equal/far,English,0215-2.49
true,further/split,English,0215-2.5
true,closer/close,English,0215-2.50
true,closer/close,English,0215-2.6
true,further/split,English,0215-2.7
true,equal/far,English,0215-2.8
true,equal/far,English,0215-2.9
true,equal/far,English,0217-e.1
true,closer/close,English,0217-e.10
true,further/split,English,0217-e.11
true,equal/far,English,0217-e.12
true,closer/close,English,0217-e.13
true,closer/close,English,0217-e.14
true,further/split,English,0217-e.15
true,equal/far,English,0217-e.16
true,further/split,English,0217-e.17
true,further/split,English,0217-e.18
true,further/split,English,0217-e.19
true,equal/far,English,0217-e.2
true,closer/close,English,0217-e.20
true,equal/far,English,0217-e.21
true,further/split,English,0217-e.22
true,further/split,English,0217-e.23
true,equal/far,English,0217-e.24
true,equal/far,English,0217-e.25
true,closer/close,English,0217-e.26
true,closer/close,English,0217-e.27
true,equal/far,English,0217-e.28
true,equal/far,English,0217-e.29
true,equal/far,English,0217-e.3
true,further/split,English,0217-e.30
true,further/split,English,0217-e.31
true,further/split,English,0217-e.32
true,closer/close,English,0217-e.33
true,equal/far,English,0217-e.34
true,closer/close,English,0217-e.35
true,further/split,English,0217-e.36
true,closer/close,English,0217-e.37
true,further/split,English,0217-e.38
true,further/split,English,0217-e.39
true,equal/far,English,0217-e.4
true,equal/far,English,0217-e.40
true,equal/far,English,0217-e.41
true,equal/far,English,0217-e.42
true,closer/close,English,0217-e.43
true,closer/close,English,0217-e.44
true,equal/far,English,0217-e.45
true,closer/close,English,0217-e.46
true,further/split,English,0217-e.47
true,further/split,English,0217-e.48
true,closer/close,English,0217-e.49
true,closer/close,English,0217-e.5
true,closer/close,English,0217-e.50
true,equal/far,English,0217-e.6
true,further/split,English,0217-e.7
true,closer/close,English,0217-e.8
true,further/split,English,0217-e.9
true,equal/far,English,0219-2.1
true,closer/close,English,0219-2.10
true,closer/close,English,0219-2.11
true,further/split,English,0219-2.12
true,further/split,English,0219-2.13
true,equal/far,English,0219-2.14
true,equal/far,English,0219-2.15
true,further/split,English,0219-2.16
true,further/split,English,0219-2.17
true,equal/far,English,0219-2.18
true,equal/far,English,0219-2.19
true,equal/far,English,0219-2.2
true,closer/close,English,0219-2.20
true,closer/close,English,0219-2.21
true,further/split,English,0219-2.22
true,further/split,English,0219-2.23
true,further/split,English,0219-2.24
true,closer/close,English,0219-2.25
true,equal/far,English,0219-2.26
false,closer/close,English,0219-2.27
true,closer/close,English,0219-2.28
true,equal/far,English,0219-2.29
false,closer/close,English,0219-2.3
true,closer/close,English,0219-2.30
true,further/split,English,0219-2.31
true,further/split,English,0219-2.32
true,closer/close,English,0219-2.33
true,further/split,English,0219-2.34
true,closer/close,English,0219-2.35
true,equal/far,English,0219-2.36
true,further/split,English,0219-2.37
true,equal/far,English,0219-2.38
true,further/split,English,0219-2.39
false,further/split,English,0219-2.4
false,equal/far,English,0219-2.40
true,further/split,English,0219-2.41
true,further/split,English,0219-2.42
true,equal/far,English,0219-2.43
true,equal/far,English,0219-2.44
true,further/split,English,0219-2.45
true,closer/close,English,0219-2.46
true,equal/far,English,0219-2.47
true,equal/far,English,0219-2.48
true,equal/far,English,0219-2.49
false,further/split,English,0219-2.5
true,equal/far,English,0219-2.50
false,closer/close,English,0219-2.6
