,Usage,Condition,Language,Message
128,0,equal/far,Chinese,深绿色
129,0,equal/far,Chinese,看起来是蓝色吧
130,0,closer/close,Chinese,紫色
131,0,closer/close,Chinese,不是粉色
132,0,equal/far,Chinese,黄
133,0,equal/far,Chinese,绿
134,0,further/split,Chinese,深蓝
135,0,further/split,Chinese,亮蓝
136,0,closer/close,Chinese,深蓝
137,0,closer/close,Chinese,草绿
138,0,equal/far,Chinese,粉色
139,0,further/split,Chinese,粉色
140,0,equal/far,Chinese,亮蓝
141,0,further/split,Chinese,深灰色
142,0,equal/far,Chinese,深紫色
143,0,closer/close,Chinese,蓝色
144,0,equal/far,Chinese,墨绿
145,0,closer/close,Chinese,灰色
146,0,further/split,Chinese,红
147,0,equal/far,Chinese,接近皮肤颜色
148,0,closer/close,Chinese,浪漫的颜色
149,0,equal/far,Chinese,秋天的草色
150,0,further/split,Chinese,草色
151,0,closer/close,Chinese,浪漫的颜色
152,0,closer/close,Chinese,发芽的草色
153,0,equal/far,Chinese,血色
154,0,further/split,Chinese,公主色
155,0,further/split,Chinese,亮色
156,0,further/split,Chinese,亮色
157,0,closer/close,Chinese,血色
158,0,closer/close,Chinese,淡色
159,0,equal/far,Chinese,中色
160,0,equal/far,Chinese,难看的颜色
161,0,further/split,Chinese,中色
162,0,closer/close,Chinese,中色
163,0,closer/close,Chinese,难看色
164,0,closer/close,Chinese,天的色
165,0,further/split,Chinese,天的色
166,0,equal/far,Chinese,荷兰足球队最常穿的颜色
167,0,further/split,Chinese,美国国旗上的一种颜色
168,0,closer/close,Chinese,颜色最亮的一个
169,0,closer/close,Chinese,不是紫色不是浅灰
170,0,equal/far,Chinese,不是深蓝不是浅蓝
171,0,equal/far,Chinese,灰色
172,0,closer/close,Chinese,最亮的绿色
173,0,further/split,Chinese,紫色
174,0,equal/far,Chinese,蓝色
175,0,equal/far,Chinese,蓝灰色吗？
176,0,equal/far,Chinese,天蓝色
177,0,further/split,Chinese,紫色
178,0,further/split,Chinese,深绿色
179,0,further/split,Chinese,草的颜色？
180,0,equal/far,Chinese,紫色
181,0,equal/far,Chinese,是粉色吗？
182,0,further/split,Chinese,土黄色
183,0,equal/far,Chinese,不是蓝色不是粉色
184,0,equal/far,Chinese,蓝色
185,0,equal/far,Chinese,灰色
186,0,closer/close,Chinese,灰色。
187,0,closer/close,Chinese,最亮的绿色
188,0,closer/close,Chinese,紫色
189,0,equal/far,Chinese,灰色
190,0,equal/far,Chinese,紫色
191,0,closer/close,Chinese,不是最亮的绿色。第二亮的绿色
192,0,further/split,Chinese,颜色较深的绿色
193,0,further/split,Chinese,偏黄色？
194,0,further/split,Chinese,偏绿。不偏黄
195,0,further/split,Chinese,偏紫色
196,0,further/split,Chinese,蓝色？
197,0,further/split,Chinese,不是蓝色
198,0,further/split,Chinese,黄色？
199,0,further/split,Chinese,蓝色
200,0,further/split,Chinese,偏灰
201,0,further/split,Chinese,偏绿色？
202,0,further/split,Chinese,不偏绿
203,0,further/split,Chinese,比较暗的蓝色
204,0,closer/close,Chinese,亮度居中的绿色
205,0,further/split,Chinese,绿色
206,0,closer/close,Chinese,亮度居中的蓝色
207,0,closer/close,Chinese,偏灰色？
208,0,further/split,Chinese,最亮的绿色
209,0,closer/close,Chinese,偏暗的蓝色， 不是紫色
210,1,closer/close,Chinese,深蓝色？
211,0,closer/close,Chinese,浅蓝
212,0,closer/close,Chinese,深绿， 不偏黄
213,0,closer/close,Chinese,最亮的紫色
214,0,equal/far,Chinese,蓝色
215,0,further/split,Chinese,不是红色，不是亮绿色
216,0,further/split,Chinese,草绿色，偏亮
217,0,further/split,Chinese,绿色偏黄
218,0,further/split,Chinese,黄色？
219,0,closer/close,Chinese,浅蓝色
220,0,further/split,Chinese,灰色
221,0,equal/far,Chinese,紫色
222,0,equal/far,Chinese,紫色
223,0,equal/far,Chinese,绿色
224,0,equal/far,Chinese,草绿色？
225,0,closer/close,Chinese,最亮的粉红
226,0,further/split,Chinese,粉红色，偏亮
227,0,equal/far,Chinese,绿色
228,0,equal/far,Chinese,灰色，不是蓝色，不是紫色
229,0,closer/close,Chinese,绿色偏淡蓝色
230,0,closer/close,Chinese,偏黄色？
231,0,closer/close,Chinese,不偏黄
232,0,further/split,Chinese,深绿色
233,0,closer/close,Chinese,绿色偏亮
234,0,further/split,Chinese,青草的颜色但较浅
235,0,closer/close,Chinese,我这边有三个都比较深的颜色
236,0,closer/close,Chinese,黑色？
237,0,closer/close,Chinese,深灰色?
238,0,further/split,Chinese,青草的颜色
239,0,further/split,Chinese,我这边有两个绿色，是不是更亮一点的那个?
240,0,further/split,Chinese,比较接近女生的颜色
241,0,further/split,Chinese,绿色？
242,0,further/split,Chinese,另外两个都很像灰色
243,0,further/split,Chinese,是棕灰色？
244,0,equal/far,Chinese,粉红和？
245,0,equal/far,Chinese,紫色
246,0,equal/far,Chinese,粉紫
247,0,equal/far,Chinese,黄
248,0,equal/far,Chinese,粉色
249,0,closer/close,Chinese,偏蓝的绿
250,0,equal/far,Chinese,深蓝
251,0,closer/close,Chinese,比较深的紫
252,0,closer/close,Chinese,不是偏粉的紫 不亮
253,0,closer/close,Chinese,灰色
254,0,closer/close,Chinese,不偏蓝
255,0,closer/close,Chinese,最沉的绿
256,0,further/split,Chinese,不偏粉的紫
257,0,closer/close,Chinese,绿色 不太棕
258,0,closer/close,Chinese,比较灰
259,0,equal/far,Chinese,灰色
260,0,equal/far,Chinese,黄色
261,0,further/split,Chinese,灰色
262,0,equal/far,Chinese,最亮的绿
263,0,further/split,Chinese,粉色
264,0,equal/far,Chinese,蓝色
265,0,equal/far,Chinese,绿色
266,0,further/split,Chinese,橙色 很橙的
267,0,equal/far,Chinese,紫色
268,0,closer/close,Chinese,浅粉色
269,0,further/split,Chinese,比较暗淡的绿
270,0,closer/close,Chinese,偏紫色 
271,0,closer/close,Chinese,偏粉红色
272,0,closer/close,Chinese,最普通彩盘中的亮青
273,0,further/split,Chinese,蓝色
274,0,closer/close,Chinese,绿色
275,0,equal/far,Chinese,偏绿
276,0,further/split,Chinese,绿色
277,0,further/split,Chinese,亮蓝色
278,0,equal/far,Chinese,请问第一轮目标颜色是什么？
279,0,closer/close,Chinese,浅绿色
280,0,equal/far,Chinese,绿色
281,0,equal/far,Chinese,草的颜色
282,0,closer/close,Chinese,色泽鲜艳
283,0,closer/close,Chinese,绿色但不太绿
284,0,further/split,Chinese,绿色但不太绿
285,0,closer/close,Chinese,明亮的紫色
286,0,closer/close,Chinese,老绿
287,0,equal/far,Chinese,灰蓝色
288,0,further/split,Chinese,浅绿色
289,0,further/split,Chinese,浅橙色
290,0,closer/close,Chinese,绿色
291,0,equal/far,Chinese,浅绿色灰色
292,0,equal/far,Chinese,紫色
293,0,further/split,Chinese,浅灰色
294,0,closer/close,Chinese,浅紫色
295,0,closer/close,Chinese,蓝色
296,0,further/split,Chinese,草的颜色
297,0,equal/far,Chinese,这颜色不接近天，也不接近草
298,0,further/split,Chinese,接近草的颜色，但比较深
299,0,closer/close,Chinese,颜色不接近草
300,0,closer/close,Chinese,颜色不接近天空
301,0,equal/far,Chinese,草的颜色
302,0,further/split,Chinese,外线的颜色
303,0,closer/close,Chinese,比较深的外线颜色
304,0,further/split,Chinese,外线颜色
305,0,further/split,Chinese,比较光的外线颜色
306,0,further/split,Chinese,亮一点的草的颜色
307,0,equal/far,Chinese,不是草也不是太阳的颜色
308,0,equal/far,Chinese,不是天空也不是外线的颜色
309,0,equal/far,Chinese,太阳的颜色
310,0,further/split,Chinese,最接近草的颜色
311,0,further/split,Chinese,外线颜色
312,0,closer/close,Chinese,最浅的草的颜色
313,0,further/split,Chinese,最接近草的颜色
314,0,closer/close,Chinese,粱美梦的颜色？
315,0,equal/far,Chinese,草的颜色
316,0,closer/close,Chinese,接近草的颜色，可是没那么绿
317,0,further/split,Chinese,外线颜色
318,0,closer/close,Chinese,这里面最亮最深的颜色
319,0,equal/far,Chinese,天的颜色
320,0,further/split,Chinese,亮的草的颜色
321,0,closer/close,Chinese,土的颜色
322,0,closer/close,Chinese,最接近天的颜色
323,0,equal/far,Chinese,没那么亮的天的颜色
324,0,equal/far,Chinese,草的颜色
325,0,closer/close,Chinese,这里面颜色最中间
326,0,further/split,Chinese,不是天也不是图的颜色
327,0,equal/far,Chinese,草的颜色
328,0,closer/close,Chinese,这里面颜色最深
329,0,equal/far,Chinese,草的颜色
330,0,equal/far,Chinese,浅的天空颜色
331,0,closer/close,Chinese,土的颜色
332,0,equal/far,Chinese,最接近太阳颜色
333,0,further/split,Chinese,最接近土的颜色
334,0,closer/close,Chinese,这里面最深的颜色
335,0,equal/far,Chinese,土的颜色
336,0,further/split,Chinese,亮的草的颜色
337,0,closer/close,Chinese,最接近天空的颜色
338,0,further/split,Chinese,最接近户的颜色
339,0,closer/close,Chinese,这里面颜色最浅
340,0,further/split,Chinese,深的草的颜色
341,0,equal/far,Chinese,土的颜色
342,0,closer/close,Chinese,这里面最亮的颜色
343,0,closer/close,Chinese,这个颜色是天空的颜色
344,0,further/split,Chinese,这是皮肤颜色
345,0,closer/close,Chinese,这是有点红色的颜色
346,1,closer/close,Chinese,是深红吗
347,0,closer/close,Chinese,还是粉红？
348,1,closer/close,Chinese,深红
349,0,closer/close,Chinese,有点灰的浅绿色
350,0,equal/far,Chinese,紫色
351,0,further/split,Chinese,绿色
352,0,equal/far,Chinese,灰绿色
353,0,closer/close,Chinese,紫色
354,0,further/split,Chinese,灰色
355,0,further/split,Chinese,这是比较深色的那个绿色
356,0,further/split,Chinese,灰色
357,0,further/split,Chinese,算是灰色吧
358,0,equal/far,Chinese,神皇色
359,0,equal/far,Chinese,深黄色
360,0,closer/close,Chinese,绿色
361,0,further/split,Chinese,比较浅色的紫色
362,0,further/split,Chinese,比较艳的绿色
363,0,equal/far,Chinese,浅粉红灰色
364,0,equal/far,Chinese,肉色
365,0,further/split,Chinese,艳的紫色
366,0,closer/close,Chinese,这里有三个绿色
367,0,closer/close,Chinese,一个艳绿色 和一个比较灰的绿色
368,0,closer/close,Chinese,是剩下的那个色
369,0,closer/close,Chinese,艳绿色
370,0,equal/far,Chinese,绿色
371,0,further/split,Chinese,紫色
372,0,closer/close,Chinese,比较蓝色的那个色
373,0,closer/close,Chinese,艳蓝色
374,0,closer/close,Chinese,艳紫色
375,0,equal/far,Chinese,黄色
376,0,further/split,Chinese,艳绿色
377,0,further/split,Chinese,有点粉红色的灰色
378,0,further/split,Chinese,浅橘色
379,0,closer/close,Chinese,艳绿色
380,0,further/split,Chinese,艳蓝色
381,0,further/split,Chinese,有点灰的绿色
382,0,equal/far,Chinese,灰色
383,0,further/split,Chinese,绿色
384,0,closer/close,Chinese,有点黄色的绿色
385,0,equal/far,Chinese,灰色
386,0,closer/close,Chinese,蓝色
387,0,equal/far,Chinese,蓝色
388,0,equal/far,Chinese,艳紫红色
389,0,further/split,Chinese,蓝色
390,0,equal/far,Chinese,黄色
391,0,closer/close,Chinese,比较有粉色的灰色
392,0,equal/far,Chinese,灰色
393,0,closer/close,Chinese,灰色
394,0,closer/close,Chinese,紫色
395,0,equal/far,Chinese,灰色
396,0,equal/far,Chinese,黄色
397,0,closer/close,Chinese,纯灰色
398,0,equal/far,Chinese,绿色
399,0,equal/far,Chinese,这是一个暖色调
400,0,equal/far,Chinese,这是一个接近天空的颜色
401,0,equal/far,Chinese,这是一个大多数女生都喜欢的可爱的颜色
402,0,equal/far,Chinese,这是一个接近秋冬枯草的颜色
403,0,equal/far,Chinese,军装的颜色
404,0,equal/far,Chinese,这是一个比天空蓝更深的颜色
405,0,closer/close,Chinese,这个颜色在你所看到的三个颜色里最亮
406,0,closer/close,Chinese,你会看到两种特别接近的大地色， 相比之下深一些的颜色是你应该选的
407,0,closer/close,Chinese,两种颜色相近的大地色， 选择有一些微黄的颜色
408,0,closer/close,Chinese,甚至泛着微绿
409,0,further/split,Chinese,最接近大地的土色
410,0,closer/close,Chinese,特别接近塑料绿的绿色
411,0,further/split,Chinese,一个比较正，标准的紫色， 
412,1,further/split,Chinese,深蓝色
413,0,closer/close,Chinese,橘色 比较秋季暖的感觉
414,0,equal/far,Chinese,灰蓝色
415,0,equal/far,Chinese,绿色
416,0,further/split,Chinese,比较鲜艳的绿色
417,0,further/split,Chinese,深绿色
418,0,further/split,Chinese,灰色调的紫色
419,0,equal/far,Chinese,深粉色
420,0,further/split,Chinese,灰色
421,0,equal/far,Chinese,灰色调
422,0,closer/close,Chinese,深绿色， 不是亮绿！
423,0,further/split,Chinese,带点橘红色的橘色 
424,0,further/split,Chinese,两个橘色里深一些的那个
425,0,further/split,Chinese,泛红色的深橘色
426,0,closer/close,Chinese,灰色调的深蓝色
427,0,further/split,Chinese,亮橘色
428,0,further/split,Chinese,浅色橘
429,0,further/split,Chinese,橙汁儿
430,0,closer/close,Chinese,粉色 浅色
431,0,closer/close,Chinese,最接近粉色的那个
432,0,further/split,Chinese,灰色调 绿色
433,0,further/split,Chinese,棕色土色
434,0,further/split,Chinese,不是绿色， 也不是军绿色
435,0,further/split,Chinese,剩下的那个土色 棕色，就是了
436,0,further/split,Chinese,妖艳的紫粉色
437,0,further/split,Chinese,两个绿色，你要选的是那个有提亮的绿色
438,0,further/split,Chinese,不是灰暗的绿色
439,0,further/split,Chinese,像那个紫色一样亮的绿蓝色
440,0,closer/close,Chinese,灰土色 
441,0,closer/close,Chinese,不是任何一个接近绿色的颜色
442,0,closer/close,Chinese,土色，泛黄 泛绿
443,0,closer/close,Chinese,不是橘色 也不是那个带橘红的土色
444,0,closer/close,Chinese,冷色调一些
445,0,further/split,Chinese,绿色， 深绿
446,0,equal/far,Chinese,红色
447,0,equal/far,Chinese,土橘黄色
448,0,equal/far,Chinese,紫色
449,0,equal/far,Chinese,红色
450,0,further/split,Chinese,土色， 
451,0,further/split,Chinese,蓝色
452,0,further/split,Chinese,深蓝
453,0,closer/close,Chinese,粉色
454,0,equal/far,Chinese,粉色
455,0,equal/far,Chinese,粉红
456,0,closer/close,Chinese,土绿色
457,0,closer/close,Chinese,深紫色
458,0,closer/close,Chinese,紫色
459,0,closer/close,Chinese,任意一个土色
460,0,equal/far,Chinese,粉红
461,0,closer/close,Chinese,艳红
462,0,closer/close,Chinese,超级亮 红色
463,0,closer/close,Chinese,暗绿色 但不是最灰色的那个
464,0,equal/far,Chinese,灰色
465,0,further/split,Chinese,绿色但不太绿
466,0,further/split,Chinese,红色与浅紫色
467,0,further/split,Chinese,浅紫色
468,0,closer/close,Chinese,浅紫色
469,0,equal/far,Chinese,绿色
470,0,equal/far,Chinese,灰绿色
471,0,closer/close,Chinese,紫色
472,0,closer/close,Chinese,明亮的紫色
473,0,closer/close,Chinese,橙子
474,0,further/split,Chinese,森林绿色
475,0,closer/close,Chinese,灰色
476,1,equal/far,Chinese,玫瑰紫色
477,0,further/split,Chinese,紫色
478,0,closer/close,Chinese,绿色
479,0,closer/close,Chinese,黑
480,0,closer/close,Chinese,森林绿色
481,0,equal/far,Chinese,紫色
482,0,closer/close,Chinese,灰色
483,0,equal/far,Chinese,棕色
484,0,closer/close,Chinese,浅绿色
485,0,further/split,Chinese,透亮绿色
486,0,equal/far,Chinese,橙子
487,0,closer/close,Chinese,绿
488,0,closer/close,Chinese,品绿
489,0,equal/far,Chinese,蓝色
490,0,further/split,Chinese,紫色
491,0,further/split,Chinese,蓝色
492,0,further/split,Chinese,蓝色
493,0,further/split,Chinese,紫色
494,0,equal/far,Chinese,红
495,0,closer/close,Chinese,绿色
496,0,closer/close,Chinese,深绿色
497,0,equal/far,Chinese,紫色
498,0,closer/close,Chinese,蓝绿
499,0,closer/close,Chinese,深紫色
500,0,further/split,Chinese,深灰色
501,0,further/split,Chinese,亮蓝色
502,0,further/split,Chinese,深灰色
503,0,further/split,Chinese,深灰色
504,0,equal/far,Chinese,黄色
505,0,closer/close,Chinese,绿色
506,0,closer/close,Chinese,绿色
507,0,closer/close,Chinese,蓝
508,0,equal/far,Chinese,灰色
509,0,closer/close,Chinese,灰
510,0,closer/close,Chinese,棕色
511,0,closer/close,Chinese,绿色
512,0,equal/far,Chinese,棕色
513,0,further/split,Chinese,叶子脱落的颜色
514,0,equal/far,Chinese,灰色
515,0,equal/far,Chinese,橙子
516,0,equal/far,Chinese,灰色
517,0,further/split,Chinese,不是紫色和蓝色
518,0,equal/far,Chinese,蓝色
519,1,equal/far,Chinese,玫瑰
520,0,closer/close,Chinese,天空蓝
521,0,further/split,Chinese,蓝色
522,0,closer/close,Chinese,紫
523,0,closer/close,Chinese,天空蓝
524,0,equal/far,Chinese,黄色
525,0,further/split,Chinese,亮绿
526,0,equal/far,Chinese,深绿
527,0,closer/close,Chinese,深绿
528,0,further/split,Chinese,蓝
529,0,further/split,Chinese,灰
530,0,further/split,Chinese,紫
531,0,further/split,Chinese,亮蓝
532,0,closer/close,Chinese,土绿
533,0,closer/close,Chinese,深紫
534,0,equal/far,Chinese,蓝
535,0,further/split,Chinese,亮绿
536,0,equal/far,Chinese,灰色
537,0,further/split,Chinese,亮蓝
538,0,equal/far,Chinese,蓝
539,0,equal/far,Chinese,亮蓝
540,0,equal/far,Chinese,蓝
541,0,closer/close,Chinese,亮灰
542,0,closer/close,Chinese,蓝绿
543,0,equal/far,Chinese,蓝
544,0,closer/close,Chinese,次亮绿
545,0,equal/far,Chinese,红
546,0,further/split,Chinese,紫
547,0,further/split,Chinese,深蓝
548,0,equal/far,Chinese,蓝
549,0,further/split,Chinese,介于土色和绿色
550,0,further/split,Chinese,土色偏黄
551,0,further/split,Chinese,蓝
552,0,closer/close,Chinese,紫
553,0,equal/far,Chinese,粉红
554,0,closer/close,Chinese,蓝绿
555,0,equal/far,Chinese,蓝
556,0,further/split,Chinese,土紫
557,0,closer/close,Chinese,蓝绿色偏黄
558,0,equal/far,Chinese,绿
559,0,further/split,Chinese,亮绿
560,0,closer/close,Chinese,暗绿偏黄
561,0,equal/far,Chinese,绿
562,0,equal/far,Chinese,红
563,0,equal/far,Chinese,紫
564,0,closer/close,Chinese,灰蓝
565,0,further/split,Chinese,荧光蓝
566,0,closer/close,Chinese,深蓝
567,0,closer/close,Chinese,亮绿
568,0,closer/close,Chinese,灰
569,0,equal/far,Chinese,不是蓝色和绿色
570,0,equal/far,Chinese,选紫色
571,0,further/split,Chinese,选棕色
572,0,closer/close,Chinese,请描述颜色
573,0,closer/close,Chinese,咖啡色
574,0,closer/close,Chinese,本轮都是绿色，没有咖啡色
575,0,closer/close,Chinese,是深绿色吗？
576,1,closer/close,Chinese,翠绿色
577,0,equal/far,Chinese,灰色
578,0,closer/close,Chinese,嫩绿色
579,0,further/split,Chinese,蓝色
580,0,equal/far,Chinese,紫色
581,0,equal/far,Chinese,蓝色
582,0,closer/close,Chinese,红色
583,0,closer/close,Chinese,大红？
584,0,equal/far,Chinese,紫色
585,0,further/split,Chinese,翠绿
586,0,equal/far,Chinese,灰色
587,0,equal/far,Chinese,绿色
588,0,equal/far,Chinese,绿色
589,0,further/split,Chinese,棕色
590,0,further/split,Chinese,偏黄色吗？
591,0,further/split,Chinese,偏红的
592,0,further/split,Chinese,紫色
593,0,closer/close,Chinese,嫩绿色
594,0,closer/close,Chinese,最亮的绿色？
595,0,closer/close,Chinese,中间色
596,0,equal/far,Chinese,紫红色？
597,0,further/split,Chinese,蓝色
598,0,further/split,Chinese,比较深的绿
599,0,equal/far,Chinese,蓝色
600,0,further/split,Chinese,蓝色
601,0,closer/close,Chinese,暗紫色？
602,0,closer/close,Chinese,深紫色
603,0,closer/close,Chinese,偏红的棕色
604,0,closer/close,Chinese,有两种偏红的棕色，是比较深还是比较浅的那个？
605,0,closer/close,Chinese,偏橙色的
606,0,equal/far,Chinese,灰色
607,0,closer/close,Chinese,较暗的绿色
608,0,further/split,Chinese,偏亮的绿色
609,0,closer/close,Chinese,蓝色
610,0,further/split,Chinese,紫红色
611,0,further/split,Chinese,偏红的
612,0,further/split,Chinese,棕色
613,0,further/split,Chinese,紫色
614,0,further/split,Chinese,绿色
615,0,equal/far,Chinese,灰色
616,0,equal/far,Chinese,紫色
617,0,equal/far,Chinese,绿色
618,0,closer/close,Chinese,蓝色
619,0,closer/close,Chinese,较深的嫩绿
620,0,further/split,Chinese,偏棕的黄
621,0,closer/close,Chinese,灰色
622,0,equal/far,Chinese,黄色
623,0,closer/close,Chinese,较灰的
624,0,closer/close,Chinese,宝蓝色
625,0,equal/far,Chinese,黄色
626,0,equal/far,Chinese,灰色
627,0,closer/close,Chinese,偏红的
628,0,closer/close,Chinese,紫色
629,0,closer/close,Chinese,偏红的
630,0,further/split,Chinese,偏暗的绿
631,0,further/split,Chinese,是什么颜色
632,0,further/split,Chinese,深绿
633,0,further/split,Chinese,亮绿
634,0,closer/close,Chinese,亮土黄
635,0,closer/close,Chinese,亮紫
636,0,closer/close,Chinese,紫
637,0,equal/far,Chinese,深土色
638,0,further/split,Chinese,比较绿色的绿
639,0,equal/far,Chinese,偏棕色
640,0,equal/far,Chinese,紫
641,0,equal/far,Chinese,灰
642,0,equal/far,Chinese,黄
643,0,equal/far,Chinese,绿
644,0,further/split,Chinese,暗绿
645,0,equal/far,Chinese,蓝
646,0,further/split,Chinese,不是亮蓝
647,0,further/split,Chinese,不是灰蓝
648,0,closer/close,Chinese,没到紫
649,0,closer/close,Chinese,介于蓝跟紫
650,0,further/split,Chinese,灰蓝
651,0,closer/close,Chinese,有点发绿，特别棕，和黄棕色
652,0,closer/close,Chinese,不是那个绿
653,0,closer/close,Chinese,算特别棕吧。比较深色那个
654,0,equal/far,Chinese,感觉快到五十度灰色了。。。。。。。
655,0,equal/far,Chinese,红
656,0,further/split,Chinese,比较亮的绿
657,0,closer/close,Chinese,不是亮粉红
658,0,closer/close,Chinese,比较亮的紫
659,0,further/split,Chinese,蓝
660,0,closer/close,Chinese,偏桃红
661,0,equal/far,Chinese,蓝
662,0,further/split,Chinese,灰
663,0,further/split,Chinese,偏粉红
664,0,equal/far,Chinese,亮绿
665,0,closer/close,Chinese,最亮蓝
666,0,equal/far,Chinese,深蓝
667,0,closer/close,Chinese,有点接近荧光绿的亮绿
668,0,closer/close,Chinese,不是正绿色的那个
669,0,closer/close,Chinese,不是橄榄暗绿色的那个
670,0,closer/close,Chinese,比较不像叶子色
671,0,equal/far,Chinese,红
672,0,equal/far,Chinese,紫
673,0,further/split,Chinese,土黄
674,0,equal/far,Chinese,蓝
675,0,further/split,Chinese,灰蓝
676,0,closer/close,Chinese,又是那个荧光绿
677,0,closer/close,Chinese,发蓝的那个
678,0,further/split,Chinese,偏粉红紫
679,0,closer/close,Chinese,蓝色
680,0,closer/close,Chinese,有点带土色的绿
681,0,further/split,Chinese,蓝色
682,0,closer/close,Chinese,紫色
683,0,further/split,Chinese,紫色
684,0,equal/far,Chinese,荧光绿
685,0,further/split,Chinese,荧光粉红
