,Usage,Condition,Language,Message
110,0,closer/close,Chinese,猪肝
111,0,equal/far,Chinese,浅绿色
112,0,closer/close,Chinese,蓝绿色
113,1,closer/close,Chinese,蓝较多吗？
114,1,closer/close,Chinese,较少
115,0,further/split,Chinese,紫色
116,0,closer/close,Chinese,蓝色
117,0,equal/far,Chinese,黄色
118,0,equal/far,Chinese,绿色
119,0,closer/close,Chinese,黄色最少
120,0,further/split,Chinese,蓝色
121,0,equal/far,Chinese,红色
122,0,equal/far,Chinese,红色
123,0,further/split,Chinese,红色
124,0,closer/close,Chinese,黄
125,0,closer/close,Chinese,浅绿色
126,0,further/split,Chinese,蓝色
127,0,closer/close,Chinese,粉红
128,0,closer/close,Chinese,深一点的蓝色
129,0,further/split,Chinese,紫色
130,0,further/split,Chinese,灰绿色
131,0,equal/far,Chinese,灰色
132,0,equal/far,Chinese,绿色
133,0,closer/close,Chinese,灰黄色
134,0,equal/far,Chinese,紫色
135,0,closer/close,Chinese,暗粉色
136,0,closer/close,Chinese,亮
137,0,closer/close,Chinese,红色
138,0,further/split,Chinese,金黄色
139,0,closer/close,Chinese,暗粉色
140,0,closer/close,Chinese,暗粉红色吗
141,0,closer/close,Chinese,是
142,0,further/split,Chinese,黄色
143,0,further/split,Chinese,紫色
144,0,equal/far,Chinese,绿色
145,0,equal/far,Chinese,天蓝色
146,0,further/split,Chinese,浅绿色
147,0,further/split,Chinese,蓝紫色
148,0,closer/close,Chinese,绿色
149,0,equal/far,Chinese,绿色
150,0,closer/close,Chinese,黄灰色
151,0,equal/far,Chinese,紫色
152,0,further/split,Chinese,灰色
153,0,equal/far,Chinese,灰色
154,0,further/split,Chinese,土黄色
155,0,further/split,Chinese,重点是土吗？
156,0,further/split,Chinese,泥黄色
157,0,closer/close,Chinese,最亮的绿色
158,0,further/split,Chinese,红色
159,0,equal/far,Chinese,紫色
160,0,equal/far,Chinese,绿色
161,0,equal/far,Chinese,土黃色
162,0,further/split,Chinese,绿色
163,0,further/split,Chinese,天蓝色
164,0,further/split,Chinese,紫色
165,0,further/split,Chinese,金秋色
166,0,further/split,Chinese,秋天落叶吗？
167,0,further/split,Chinese,紫色
168,0,closer/close,Chinese,亮粉色
169,0,closer/close,Chinese,蓝色
170,0,equal/far,Chinese,绿色
171,0,closer/close,Chinese,粉蓝色
172,0,closer/close,Chinese,灰蓝色
173,0,closer/close,Chinese,黄绿色
174,0,equal/far,Chinese,灰色
175,0,equal/far,Chinese,黄色
176,0,closer/close,Chinese,灰黄色
177,0,closer/close,Chinese,亮绿色
178,0,further/split,Chinese,黄色
179,0,further/split,Chinese,灰色
180,0,closer/close,Chinese,深蓝色
181,0,closer/close,Chinese,黃色
182,0,equal/far,Chinese,灰色
183,0,equal/far,Chinese,灰色
184,0,further/split,Chinese,你好
185,0,further/split,Chinese,！
186,0,further/split,Chinese,你好！
187,0,further/split,Chinese,要选哪一个？
188,0,further/split,Chinese,淡粉色
189,0,further/split,Chinese,:D
190,0,further/split,Chinese,深棕色
191,0,equal/far,Chinese,浅绿色
192,0,further/split,Chinese,深灰色
193,0,closer/close,Chinese,蓝绿色
194,0,closer/close,Chinese,。。。。
195,0,closer/close,Chinese,哈
196,0,closer/close,Chinese,紫色
197,0,equal/far,Chinese,亮绿色
198,0,equal/far,Chinese,？
199,0,equal/far,Chinese,深绿色
200,0,equal/far,Chinese,。。。
201,0,equal/far,Chinese,看起来是蓝色吧
202,0,closer/close,Chinese,紫色
203,0,closer/close,Chinese,深的？
204,0,closer/close,Chinese,中间的
205,0,closer/close,Chinese,不是粉色
206,0,equal/far,Chinese,黄
207,0,equal/far,Chinese,lol
208,0,equal/far,Chinese,绿
209,0,equal/far,Chinese,粉
210,0,further/split,Chinese,深蓝
211,0,further/split,Chinese,亮蓝
212,0,closer/close,Chinese,哎呀
213,0,closer/close,Chinese,。。
214,0,closer/close,Chinese,深蓝
215,0,closer/close,Chinese,草绿
216,0,equal/far,Chinese,粉色
217,0,closer/close,Chinese,黄绿色
218,0,further/split,Chinese,粉色
219,0,equal/far,Chinese,亮蓝
220,0,further/split,Chinese,深灰色
221,0,equal/far,Chinese,深紫色
222,0,closer/close,Chinese,蓝色
223,0,equal/far,Chinese,墨绿
224,0,closer/close,Chinese,灰色
225,0,further/split,Chinese,红
226,0,equal/far,Chinese,接近皮肤颜色
227,0,further/split,Chinese,青草
228,0,closer/close,Chinese,浪漫的颜色
229,0,equal/far,Chinese,秋天的草色
230,0,further/split,Chinese,草色
231,0,further/split,Chinese,深色
232,0,closer/close,Chinese,浪漫的颜色
233,0,closer/close,Chinese,深色
234,0,further/split,Chinese,深色的夕阳
235,0,closer/close,Chinese,发芽的草色
236,0,equal/far,Chinese,血色
237,0,further/split,Chinese,深色
238,0,further/split,Chinese,快速键入
239,0,further/split,Chinese,深色
240,0,equal/far,Chinese,大海
241,0,further/split,Chinese,公主色
242,0,closer/close,Chinese,烂漫
243,0,equal/far,Chinese,青草
244,0,closer/close,Chinese,同上
245,0,further/split,Chinese,浪漫
246,0,further/split,Chinese,亮色
247,0,further/split,Chinese,深色
248,0,equal/far,Chinese,深色
249,0,further/split,Chinese,亮色
250,0,closer/close,Chinese,血色
251,0,equal/far,Chinese,深色
252,0,closer/close,Chinese,?
253,0,closer/close,Chinese,深色
254,0,further/split,Chinese,深色
255,0,closer/close,Chinese,烂漫
256,0,closer/close,Chinese,淡色
257,0,equal/far,Chinese,青草
258,0,equal/far,Chinese,中色
259,0,equal/far,Chinese,难看的颜色
260,0,equal/far,Chinese,浪漫
261,0,equal/far,Chinese,难看
262,0,further/split,Chinese,中色
263,0,closer/close,Chinese,中色
264,0,closer/close,Chinese,难看色
265,0,equal/far,Chinese,青草
266,0,equal/far,Chinese,?
267,0,equal/far,Chinese,深色
268,0,further/split,Chinese,烂漫
269,0,equal/far,Chinese,难看
270,0,equal/far,Chinese,浪漫
271,0,closer/close,Chinese,天的色
272,0,closer/close,Chinese,嫩草
273,0,further/split,Chinese,天的色
274,0,further/split,Chinese,深色
275,0,closer/close,Chinese,深色
276,0,closer/close,Chinese,深色
277,0,further/split,Chinese,深色
278,0,equal/far,Chinese,难看
279,0,equal/far,Chinese,慢行交通灯的颜色
280,0,equal/far,Chinese,荷兰足球队最常穿的颜色
281,0,further/split,Chinese,美国国旗上的一种颜色
282,0,closer/close,Chinese,颜色最亮的一个
283,0,closer/close,Chinese,不是紫色不是浅灰
284,0,equal/far,Chinese,不是深蓝不是浅蓝
285,0,equal/far,Chinese,灰色
286,0,closer/close,Chinese,最亮的绿色
287,0,further/split,Chinese,紫色
288,0,equal/far,Chinese,蓝色
289,0,equal/far,Chinese,蓝灰色吗？
290,0,equal/far,Chinese,天蓝色
291,0,further/split,Chinese,紫色
292,0,further/split,Chinese,深绿色
293,0,further/split,Chinese,草的颜色？
294,0,further/split,Chinese,是的
295,0,equal/far,Chinese,紫色
296,0,equal/far,Chinese,是粉色吗？
297,0,equal/far,Chinese,是的
298,0,further/split,Chinese,土黄色
299,0,equal/far,Chinese,不是蓝色不是粉色
300,0,equal/far,Chinese,蓝色
301,0,equal/far,Chinese,灰色
302,0,closer/close,Chinese,灰色。
303,0,closer/close,Chinese,最亮的绿色
304,0,closer/close,Chinese,紫色
305,0,equal/far,Chinese,灰色
306,0,equal/far,Chinese,紫色
307,0,closer/close,Chinese,不是最亮的绿色。第二亮的绿色
308,0,further/split,Chinese,颜色较深的绿色
309,0,further/split,Chinese,偏黄色？
310,0,further/split,Chinese,偏绿。不偏黄
311,0,further/split,Chinese,偏紫色
312,0,further/split,Chinese,蓝色？
313,0,further/split,Chinese,不是蓝色
314,0,further/split,Chinese,黄色？
315,0,further/split,Chinese,不是
316,0,further/split,Chinese,蓝色
317,0,further/split,Chinese,偏灰
318,0,further/split,Chinese,偏绿色？
319,0,further/split,Chinese,不偏绿
320,1,further/split,Chinese,比较暗的蓝色
321,0,closer/close,Chinese,亮度居中的绿色
322,0,further/split,Chinese,绿色
323,0,closer/close,Chinese,亮度居中的蓝色
324,0,closer/close,Chinese,偏灰色？
325,0,closer/close,Chinese,不是
326,0,further/split,Chinese,最亮的绿色
327,0,closer/close,Chinese,偏暗的蓝色， 不是紫色
328,0,closer/close,Chinese,深蓝色？
329,0,closer/close,Chinese,不是
330,0,closer/close,Chinese,浅蓝
331,0,closer/close,Chinese,深绿， 不偏黄
332,0,closer/close,Chinese,最亮的紫色
333,0,equal/far,Chinese,蓝色
334,0,further/split,Chinese,不是红色，不是亮绿色
335,0,further/split,Chinese,草绿色，偏亮
336,0,further/split,Chinese,绿色偏黄
337,0,further/split,Chinese,黄色？
338,0,further/split,Chinese,是的
339,0,closer/close,Chinese,浅蓝色
340,0,further/split,Chinese,灰色
341,0,equal/far,Chinese,紫色
342,0,equal/far,Chinese,紫色
343,0,equal/far,Chinese,绿色
344,0,equal/far,Chinese,草绿色？
345,0,equal/far,Chinese,是的
346,0,closer/close,Chinese,最亮的粉红
347,0,further/split,Chinese,粉红色，偏亮
348,0,equal/far,Chinese,绿色
349,0,equal/far,Chinese,灰色，不是蓝色，不是紫色
350,0,closer/close,Chinese,绿色偏淡蓝色
351,0,closer/close,Chinese,偏黄色？
352,0,closer/close,Chinese,不偏黄
353,0,further/split,Chinese,深绿色
354,0,closer/close,Chinese,绿色偏亮
355,0,further/split,Chinese,青草的颜色但较浅
356,1,closer/close,Chinese,我这边有三个都比较深的颜色
357,0,closer/close,Chinese,黑色？
358,0,closer/close,Chinese,要下雨时通常天空会？
359,0,closer/close,Chinese,深灰色?
360,0,closer/close,Chinese,再淡点？
361,0,further/split,Chinese,青草的颜色
362,1,further/split,Chinese,我这边有两个绿色，是不是更亮一点的那个?
363,0,further/split,Chinese,对
364,0,equal/far,Chinese,最亮的
365,0,closer/close,Chinese,较不同的
366,0,further/split,Chinese,最亮的
367,1,further/split,Chinese,比较接近女生的颜色
368,0,further/split,Chinese,绿色？
369,0,further/split,Chinese,不是
370,0,further/split,Chinese,另外两个都很像灰色
371,0,further/split,Chinese,是棕灰色？
372,1,further/split,Chinese,比较粉的
373,0,equal/far,Chinese,粉红和？
374,0,equal/far,Chinese,紫色
375,0,further/split,Chinese,不亮的
376,0,equal/far,Chinese,粉紫
377,0,equal/far,Chinese,黄
378,0,equal/far,Chinese,粉色
379,1,closer/close,Chinese,比较接近大地的
380,0,further/split,Chinese,不是亮的粉
381,0,closer/close,Chinese,偏蓝的绿
382,0,equal/far,Chinese,深蓝
383,0,equal/far,Chinese,大地
384,0,further/split,Chinese,亮粉
385,1,closer/close,Chinese,比较深的紫
386,0,closer/close,Chinese,不是偏粉的紫 不亮
387,0,further/split,Chinese,亮粉
388,0,closer/close,Chinese,灰色
389,0,closer/close,Chinese,不偏蓝
390,0,closer/close,Chinese,最沉的绿
391,0,further/split,Chinese,不偏粉的紫
392,0,closer/close,Chinese,绿色 不太棕
393,1,closer/close,Chinese,比较灰
394,0,equal/far,Chinese,灰色
395,0,equal/far,Chinese,亮粉
396,0,equal/far,Chinese,黄色
397,0,equal/far,Chinese,大地
398,0,further/split,Chinese,灰色
399,0,further/split,Chinese,最亮的
400,0,equal/far,Chinese,最亮的绿
401,0,further/split,Chinese,粉色
402,0,equal/far,Chinese,蓝色
403,0,closer/close,Chinese,三个中 排行第二亮的
404,0,equal/far,Chinese,绿色
405,0,further/split,Chinese,橙色 很橙的
406,0,equal/far,Chinese,紫色
407,0,closer/close,Chinese,浅粉色
408,1,further/split,Chinese,比较暗淡的绿
409,0,closer/close,Chinese,偏紫色 
410,0,closer/close,Chinese,偏粉红色
411,0,closer/close,Chinese,最普通彩盘中的亮青
412,0,further/split,Chinese,蓝色
413,0,closer/close,Chinese,不是最亮的 剩下两个中偏淡的
414,0,closer/close,Chinese,绿色
415,0,equal/far,Chinese,偏绿
416,0,closer/close,Chinese,不是最亮的 剩下两个中不偏淡的
417,0,further/split,Chinese,绿色
418,0,further/split,Chinese,亮蓝色
419,0,equal/far,Chinese,请问第一轮目标颜色是什么？
420,0,closer/close,Chinese,你好
421,0,closer/close,Chinese,你好
422,0,closer/close,Chinese,浅绿色
423,0,equal/far,Chinese,绿色
424,0,equal/far,Chinese,茄子
425,0,closer/close,Chinese,草
426,0,equal/far,Chinese,草的颜色
427,0,closer/close,Chinese,色泽鲜艳
428,0,further/split,Chinese,忍者龟
429,0,equal/far,Chinese,轻茄子
430,0,closer/close,Chinese,绿色但不太绿
431,0,further/split,Chinese,绿色但不太绿
432,0,further/split,Chinese,非常明亮，引起注意
433,0,closer/close,Chinese,明亮的紫色
434,0,closer/close,Chinese,老绿
435,0,equal/far,Chinese,灰蓝色
436,0,further/split,Chinese,浅绿色
437,0,further/split,Chinese,浅橙色
438,0,closer/close,Chinese,绿色
439,0,equal/far,Chinese,浅绿色灰色
440,0,equal/far,Chinese,紫色
441,0,further/split,Chinese,浅灰色
442,0,closer/close,Chinese,浅紫色
443,0,closer/close,Chinese,蓝色
444,0,further/split,Chinese,你好
445,0,further/split,Chinese,你好
446,0,further/split,Chinese,准备好了吗？
447,0,further/split,Chinese,好了
448,0,further/split,Chinese,草的颜色
449,0,equal/far,Chinese,这颜色不接近天，也不接近草
450,1,further/split,Chinese,接近草的颜色，但比较深
451,0,closer/close,Chinese,这有点难
452,0,closer/close,Chinese,颜色不接近草
453,0,closer/close,Chinese,颜色不接近天空
454,0,equal/far,Chinese,草的颜色
455,0,further/split,Chinese,我们通常叫什么外线?
456,0,further/split,Chinese,外线的颜色
457,1,closer/close,Chinese,比较深的外线颜色
458,0,further/split,Chinese,外线颜色
459,1,further/split,Chinese,比较光的外线颜色
460,0,further/split,Chinese,亮一点的草的颜色
461,0,equal/far,Chinese,不是草也不是太阳的颜色
462,0,equal/far,Chinese,不是天空也不是外线的颜色
463,0,equal/far,Chinese,太阳的颜色
464,0,further/split,Chinese,最接近草的颜色
465,0,further/split,Chinese,外线颜色
466,0,closer/close,Chinese,最浅的草的颜色
467,0,equal/far,Chinese,最接近太阳的颜色
468,0,further/split,Chinese,最接近草的颜色
469,0,closer/close,Chinese,粱美梦的颜色？
470,0,equal/far,Chinese,草的颜色
471,0,closer/close,Chinese,接近草的颜色，可是没那么绿
472,0,further/split,Chinese,亮的外线
473,0,further/split,Chinese,外线颜色
474,0,closer/close,Chinese,这里面最亮最深的颜色
475,0,equal/far,Chinese,天的颜色
476,0,further/split,Chinese,亮的草的颜色
477,0,closer/close,Chinese,土的颜色
478,0,closer/close,Chinese,最接近天的颜色
479,0,equal/far,Chinese,没那么亮的天的颜色
480,0,equal/far,Chinese,草的颜色
481,0,closer/close,Chinese,这里面颜色最中间
482,0,further/split,Chinese,不是天也不是图的颜色
483,0,further/split,Chinese,土
484,0,equal/far,Chinese,草的颜色
485,0,closer/close,Chinese,这里面颜色最深
486,0,equal/far,Chinese,草的颜色
487,0,equal/far,Chinese,浅的天空颜色
488,0,closer/close,Chinese,土的颜色
489,0,equal/far,Chinese,最接近太阳颜色
490,0,further/split,Chinese,最接近土的颜色
491,0,closer/close,Chinese,这里面最深的颜色
492,0,equal/far,Chinese,土的颜色
493,0,further/split,Chinese,亮的草的颜色
494,0,closer/close,Chinese,这里面亮度在中间
495,0,closer/close,Chinese,最接近天空的颜色
496,0,further/split,Chinese,最接近户的颜色
497,0,further/split,Chinese,湖
498,0,closer/close,Chinese,这里面颜色最浅
499,0,further/split,Chinese,深的草的颜色
500,0,equal/far,Chinese,土的颜色
501,0,closer/close,Chinese,这里面最亮的颜色
502,0,closer/close,Chinese,請描述？
503,0,closer/close,Chinese,开始了吗
504,0,closer/close,Chinese,开始了
505,0,closer/close,Chinese,这个颜色是天空的颜色
506,0,further/split,Chinese,这是皮肤颜色
507,0,closer/close,Chinese,这是有点红色的颜色
508,0,closer/close,Chinese,是深红吗
509,0,closer/close,Chinese,还是粉红？
510,0,closer/close,Chinese,深红
511,0,closer/close,Chinese,有点灰的浅绿色
512,0,equal/far,Chinese,紫色
513,0,further/split,Chinese,绿色
514,0,equal/far,Chinese,灰绿色
515,0,closer/close,Chinese,紫色
516,0,further/split,Chinese,灰色
517,1,further/split,Chinese,这是比较深色的那个绿色
518,0,further/split,Chinese,灰色
519,0,further/split,Chinese,算是灰色吧
520,0,equal/far,Chinese,神皇色
521,0,equal/far,Chinese,深黄色
522,0,closer/close,Chinese,绿色
523,1,further/split,Chinese,这个比较难
524,1,further/split,Chinese,比较浅色的紫色
525,1,further/split,Chinese,比较艳的绿色
526,0,equal/far,Chinese,浅粉红灰色
527,0,equal/far,Chinese,肉色
528,0,further/split,Chinese,艳的紫色
529,0,closer/close,Chinese,这里有三个绿色
530,1,closer/close,Chinese,一个艳绿色 和一个比较灰的绿色
531,0,closer/close,Chinese,是剩下的那个色
532,0,closer/close,Chinese,艳绿色
533,0,equal/far,Chinese,绿色
534,0,further/split,Chinese,紫色
535,1,closer/close,Chinese,比较蓝色的那个色
536,0,closer/close,Chinese,艳蓝色
537,0,closer/close,Chinese,艳紫色
538,0,equal/far,Chinese,黄色
539,0,further/split,Chinese,艳绿色
540,0,further/split,Chinese,有点粉红色的灰色
541,0,further/split,Chinese,浅橘色
542,0,closer/close,Chinese,艳绿色
543,0,further/split,Chinese,艳蓝色
544,0,further/split,Chinese,有点灰的绿色
545,0,equal/far,Chinese,灰色
546,0,further/split,Chinese,绿色
547,0,closer/close,Chinese,有点黄色的绿色
548,0,equal/far,Chinese,灰色
549,0,closer/close,Chinese,蓝色
550,0,equal/far,Chinese,蓝色
551,0,equal/far,Chinese,艳紫红色
552,0,further/split,Chinese,蓝色
553,0,equal/far,Chinese,黄色
554,1,closer/close,Chinese,比较有粉色的灰色
555,0,equal/far,Chinese,灰色
556,0,closer/close,Chinese,灰色
557,0,closer/close,Chinese,紫色
558,0,equal/far,Chinese,灰色
559,0,equal/far,Chinese,黄色
560,0,closer/close,Chinese,纯灰色
561,0,equal/far,Chinese,绿色
562,0,equal/far,Chinese,这是一个暖色调
563,0,equal/far,Chinese,这是一个接近天空的颜色
564,1,equal/far,Chinese,这是一个大多数女生都喜欢的可爱的颜色
565,0,equal/far,Chinese,这是一个接近秋冬枯草的颜色
566,0,equal/far,Chinese,军装的颜色
567,1,equal/far,Chinese,这是一个比天空蓝更深的颜色
568,0,closer/close,Chinese,这个颜色在你所看到的三个颜色里最亮
569,1,closer/close,Chinese,你会看到两种特别接近的大地色， 相比之下深一些的颜色是你应该选的
570,0,closer/close,Chinese,两种颜色相近的大地色， 选择有一些微黄的颜色
571,0,closer/close,Chinese,甚至泛着微绿
572,0,further/split,Chinese,这是一个红绿灯交通色，很亮
573,0,further/split,Chinese,最接近大地的土色
574,0,closer/close,Chinese,特别接近塑料绿的绿色
575,0,closer/close,Chinese,深又显亮
576,1,further/split,Chinese,一个比较正，标准的紫色， 
577,0,further/split,Chinese,深蓝色
578,1,closer/close,Chinese,橘色 比较秋季暖的感觉
579,0,equal/far,Chinese,灰蓝色
580,0,equal/far,Chinese,绿色
581,1,further/split,Chinese,比较鲜艳的绿色
582,0,further/split,Chinese,深绿色
583,0,further/split,Chinese,鲜艳
584,0,further/split,Chinese,灰色调的紫色
585,0,equal/far,Chinese,深粉色
586,0,further/split,Chinese,灰色
587,0,equal/far,Chinese,灰色调
588,0,closer/close,Chinese,深绿色， 不是亮绿！
589,0,further/split,Chinese,带点橘红色的橘色 
590,0,further/split,Chinese,两个橘色里深一些的那个
591,0,further/split,Chinese,泛红色的深橘色
592,0,closer/close,Chinese,灰色调的深蓝色
593,0,further/split,Chinese,亮橘色
594,0,further/split,Chinese,浅色橘
595,0,further/split,Chinese,亮！
596,0,further/split,Chinese,橙汁儿
597,0,closer/close,Chinese,粉色 浅色
598,0,closer/close,Chinese,最接近粉色的那个
599,1,closer/close,Chinese,你能更具体吗
600,0,further/split,Chinese,灰色调 绿色
601,0,further/split,Chinese,最土色
602,0,further/split,Chinese,最暗沉的
603,0,further/split,Chinese,棕色土色
604,0,further/split,Chinese,我的天 我的中文只有初中水平
605,0,further/split,Chinese,不是绿色， 也不是军绿色
606,0,further/split,Chinese,剩下的那个土色 棕色，就是了
607,0,further/split,Chinese,妖艳的紫粉色
608,0,further/split,Chinese,两个绿色，你要选的是那个有提亮的绿色
609,0,further/split,Chinese,不是灰暗的绿色
610,0,further/split,Chinese,像那个紫色一样亮的绿蓝色
611,0,closer/close,Chinese,灰土色 
612,0,closer/close,Chinese,不是任何一个接近绿色的颜色
613,0,closer/close,Chinese,土色，泛黄 泛绿
614,0,closer/close,Chinese,不是橘色 也不是那个带橘红的土色
615,0,closer/close,Chinese,冷色调一些
616,0,further/split,Chinese,绿色， 深绿
617,0,equal/far,Chinese,红色
618,0,equal/far,Chinese,土橘黄色
619,0,equal/far,Chinese,紫色
620,0,equal/far,Chinese,红色
621,0,further/split,Chinese,土色， 
622,0,further/split,Chinese,蓝色
623,0,further/split,Chinese,深蓝
624,0,closer/close,Chinese,粉色
625,0,equal/far,Chinese,粉色
626,0,equal/far,Chinese,粉红
627,0,closer/close,Chinese,土绿色
628,0,closer/close,Chinese,深紫色
629,0,closer/close,Chinese,深
630,0,closer/close,Chinese,紫色
631,0,closer/close,Chinese,任意一个土色
632,0,closer/close,Chinese,任意?
633,0,closer/close,Chinese,怎么描述这个都对不了
634,0,closer/close,Chinese,深一些
635,0,closer/close,Chinese,的
636,0,equal/far,Chinese,粉红
637,0,closer/close,Chinese,艳红
638,0,closer/close,Chinese,超级亮 红色
639,0,closer/close,Chinese,暗绿色 但不是最灰色的那个
640,0,equal/far,Chinese,灰色
641,0,further/split,Chinese,绿色但不太绿
642,0,further/split,Chinese,红色与浅紫色
643,0,further/split,Chinese,浅紫色
644,0,closer/close,Chinese,浅紫色
645,0,closer/close,Chinese,黑暗
646,0,equal/far,Chinese,绿色
647,0,equal/far,Chinese,灰绿色
648,0,closer/close,Chinese,紫色
649,0,closer/close,Chinese,明亮的紫色
650,0,closer/close,Chinese,橙子
651,0,further/split,Chinese,森林绿色
652,0,closer/close,Chinese,灰色
653,0,equal/far,Chinese,玫瑰紫色
654,0,further/split,Chinese,紫色
655,0,further/split,Chinese,黑暗
656,0,closer/close,Chinese,绿色
657,0,closer/close,Chinese,黑
658,0,closer/close,Chinese,森林绿色
659,0,equal/far,Chinese,紫色
660,0,closer/close,Chinese,灰色
661,0,equal/far,Chinese,棕色
662,0,closer/close,Chinese,浅绿色
663,0,closer/close,Chinese,透亮
664,0,further/split,Chinese,透亮绿色
665,0,equal/far,Chinese,橙子
666,0,closer/close,Chinese,绿
667,0,closer/close,Chinese,品绿
668,0,closer/close,Chinese,是
669,0,equal/far,Chinese,蓝色
670,0,further/split,Chinese,紫色
671,0,further/split,Chinese,蓝色
672,0,further/split,Chinese,蓝色
673,0,further/split,Chinese,紫色
674,0,further/split,Chinese,暗
675,0,equal/far,Chinese,红
676,0,closer/close,Chinese,绿色
677,0,closer/close,Chinese,亮
678,0,closer/close,Chinese,深绿色
679,0,equal/far,Chinese,紫色
680,0,closer/close,Chinese,蓝绿
681,0,closer/close,Chinese,深紫色
682,0,further/split,Chinese,深灰色
683,0,further/split,Chinese,亮蓝色
684,0,further/split,Chinese,深灰色
685,0,further/split,Chinese,深灰色
686,0,equal/far,Chinese,黄色
687,0,closer/close,Chinese,绿色
688,0,closer/close,Chinese,绿色
689,0,closer/close,Chinese,蓝
690,0,closer/close,Chinese,亮
691,0,equal/far,Chinese,灰色
692,0,closer/close,Chinese,灰
693,0,closer/close,Chinese,棕色
694,0,closer/close,Chinese,绿色
695,0,equal/far,Chinese,棕色
696,0,further/split,Chinese,叶子脱落的颜色
