gameid,time,roundNum,sender,contents
8235-6,1459877669889,26,speaker,"grey-green"
8235-6,1459877683233,27,speaker,"grey-purple"
8235-6,1459877698057,28,speaker,"olive (not teal or bright green)"
8235-6,1459877720805,29,speaker,"bright blue (not one with hint of purple)"
8235-6,1459877729362,30,speaker,"grey"
8235-6,1459877741023,31,speaker,"dull purple"
8235-6,1459877750335,32,speaker,"teal"
8235-6,1459877760050,33,speaker,"olive"
8235-6,1459877780800,34,speaker,"green, but not neon green"
8235-6,1459877804150,35,speaker,"grey-teal (good on the last one)"
8235-6,1459877817204,36,speaker,"orange"
8235-6,1459877822699,36,listener,"your descriptions are great"
8235-6,1459877830398,37,speaker,"grey"
8235-6,1459877839982,38,speaker,"grey-blue"
8235-6,1459877851566,39,speaker,"green"
8235-6,1459877862908,40,speaker,"darkest green"
8235-6,1459877874562,41,speaker,"pink"
8235-6,1459877883823,42,speaker,"yellow"
8235-6,1459877893340,43,speaker,"purple"
8235-6,1459877902182,44,speaker,"green"
8235-6,1459877909333,45,speaker,"red"
8235-6,1459877918230,46,speaker,"purple"
8235-6,1459877945942,47,speaker,"darker grey (not the lighter green-grey)"
8235-6,1459877963219,48,speaker,"normal grey"
8235-6,1459877975246,49,speaker,"orange"
8235-6,1459877994884,50,speaker,"green (nice job!  I think we got one wrong.  nice working with you)"
2007-2,1459877281465,1,speaker,"lime green"
2007-2,1459877293380,2,speaker,"gray"
2007-2,1459877303117,3,speaker,"gray"
2007-2,1459877310473,4,speaker,"gray"
2007-2,1459877321709,5,speaker,"the very dull red"
2007-2,1459877334773,5,listener,"lighter or darker"
2007-2,1459877346747,5,speaker,"lighter"
2007-2,1459877354216,6,speaker,"gray"
2007-2,1459877366750,7,speaker,"the purplish one"
2007-2,1459877374329,8,speaker,"purple"
2007-2,1459877381223,9,speaker,"blue"
2007-2,1459877397384,10,speaker,"the slightly darker pink"
2007-2,1459877410780,11,speaker,"blue"
2007-2,1459877432875,12,speaker,"lime green"
2007-2,1459877442438,13,speaker,"brigher blue"
2007-2,1459877459978,14,speaker,"the medium blue"
2007-2,1459877485016,15,speaker,"the dark bluish gray"
2007-2,1459877493591,16,speaker,"pink"
2007-2,1459877514582,17,speaker,"the orangeish one"
2007-2,1459877527669,18,speaker,"light green"
2007-2,1459877537141,19,speaker,"bright purple"
2007-2,1459877557014,20,speaker,"the darker gray"
2007-2,1459877569017,21,speaker,"turquoise"
2007-2,1459877576273,22,speaker,"green"
2007-2,1459877585773,23,speaker,"blue gray"
2007-2,1459877600346,24,speaker,"blue"
2007-2,1459877613534,25,speaker,"bright pink"
2007-2,1459877635362,26,speaker,"the less greenish gray"
2007-2,1459877646921,27,speaker,"bright blue"
2007-2,1459877653944,28,speaker,"gray"
2007-2,1459877665778,29,speaker,"the darker gray"
2007-2,1459877674391,30,speaker,"red"
2007-2,1459877685693,31,speaker,"sky blue"
2007-2,1459877693600,32,speaker,"green"
2007-2,1459877722369,33,speaker,"light blue, but the slightly duller one"
2007-2,1459877740672,34,speaker,"the more brownish one"
2007-2,1459877750523,35,speaker,"blue"
2007-2,1459877757898,36,speaker,"gray"
2007-2,1459877770581,37,speaker,"the more bluish purple"
2007-2,1459877786242,38,speaker,"the bluish gray"
2007-2,1459877809805,39,speaker,"the one that's not bright green and not mint green"
2007-2,1459877829716,40,speaker,"the most reddish purple"
2007-2,1459877839836,41,speaker,"red"
2007-2,1459877851562,42,speaker,"darker purple"
2007-2,1459877858922,43,speaker,"blue"
2007-2,1459877865821,44,speaker,"purple"
2007-2,1459877874594,45,speaker,"pink"
2007-2,1459877886247,46,speaker,"bright blue"
2007-2,1459877896497,47,speaker,"dark blue"
2007-2,1459877906041,48,speaker,"dark gray"
2007-2,1459877914065,49,speaker,"purple"
2007-2,1459877925328,50,speaker,"blue"
6719-f,1459877351659,1,speaker,"green"
6719-f,1459877359897,2,speaker,"brown"
6719-f,1459877373364,3,speaker,"olive green, darkest"
6719-f,1459877380866,4,speaker,"blue"
6719-f,1459877394873,5,speaker,"darkest shade, army colored"
6719-f,1459877404964,6,speaker,"brightest teal"
6719-f,1459877415274,7,speaker,"brightest purple"
6719-f,1459877425394,8,speaker,"gold"
6719-f,1459877435000,9,speaker,"teal/blue"
6719-f,1459877447876,10,speaker,"middle brightness"
6719-f,1459877458923,11,speaker,"dark green"
6719-f,1459877475415,12,speaker,"purple on the right"
6719-f,1459877487159,13,speaker,"darkest color"
6719-f,1459877499019,14,speaker,"darker orange"
6719-f,1459877507265,15,speaker,"dark green"
6719-f,1459877517835,16,speaker,"middle green"
6719-f,1459877528707,17,speaker,"darkest color"
6719-f,1459877536128,18,speaker,"blue"
6719-f,1459877550302,19,speaker,"orange"
6719-f,1459877557552,20,speaker,"blue"
6719-f,1459877566238,21,speaker,"blue"
6719-f,1459877574693,22,speaker,"purple"
6719-f,1459877586980,23,speaker,"bright purple"
6719-f,1459877598757,24,speaker,"reddish"
6719-f,1459877611642,25,speaker,"bluest purple"
6719-f,1459877619683,26,speaker,"green"
6719-f,1459877631022,27,speaker,"bluest green"
6719-f,1459877643484,28,speaker,"just pick a random one"
6719-f,1459877654967,29,speaker,"bright green"
6719-f,1459877668315,30,speaker,"darker olive"
6719-f,1459877680070,31,speaker,"bright teal"
6719-f,1459877688768,32,speaker,"magenta"
6719-f,1459877702688,33,speaker,"darkest green"
6719-f,1459877709843,34,speaker,"brown"
6719-f,1459877716848,35,speaker,"grey"
6719-f,1459877725613,36,speaker,"light blue"
6719-f,1459877736300,37,speaker,"neon green"
6719-f,1459877745254,38,speaker,"brown"
6719-f,1459877752572,39,speaker,"blue"
6719-f,1459877761868,40,speaker,"red"
6719-f,1459877770268,41,speaker,"greenest"
6719-f,1459877779907,42,speaker,"dark puprle"
6719-f,1459877791374,43,speaker,"your dumb. this one is dark blue"
6719-f,1459877806019,44,speaker,"middle green"
6719-f,1459877814901,45,speaker,"brown"
6719-f,1459877821399,46,speaker,"blue"
6719-f,1459877829237,47,speaker,"magenta"
6719-f,1459877837823,48,speaker,"dark grey"
6719-f,1459877850174,49,speaker,"DARK YOU IDIOT. This one is orange"
6719-f,1459877866233,50,speaker,"dark purple"
7131-3,1459879152522,1,speaker,"green"
7131-3,1459879162628,2,speaker,"purple"
7131-3,1459879174340,3,speaker,"lime green"
7131-3,1459879185948,4,speaker,"purplish"
7131-3,1459879194068,5,speaker,"teal"
7131-3,1459879203609,6,speaker,"purple"
7131-3,1459879212492,7,speaker,"darker blue"
7131-3,1459879222098,8,speaker,"green"
7131-3,1459879239237,9,speaker,"brown"
7131-3,1459879249932,10,speaker,"tealish"
7131-3,1459879258500,11,speaker,"grey"
7131-3,1459879268884,12,speaker,"darker green"
7131-3,1459879280956,13,speaker,"tan orange"
7131-3,1459879288556,14,speaker,"green"
7131-3,1459879298428,15,speaker,"ugly tan"
7131-3,1459879303092,16,speaker,"other one"
7131-3,1459879307212,16,speaker,"green"
7131-3,1459879318429,17,speaker,"lesser purple"
7131-3,1459879327262,18,speaker,"pink"
7131-3,1459879334420,19,speaker,"red"
7131-3,1459879342196,20,speaker,"yellow"
7131-3,1459879349964,21,speaker,"dark purple"
7131-3,1459879358604,22,speaker,"orange"
7131-3,1459879367749,23,speaker,"darker purple"
7131-3,1459879378877,24,speaker,"bluish grey"
7131-3,1459879386565,25,speaker,"dark purple"
7131-3,1459879395773,26,speaker,"grey"
7131-3,1459879403340,27,speaker,"purple"
7131-3,1459879411556,28,speaker,"green"
7131-3,1459879418196,29,speaker,"grey"
7131-3,1459879430101,30,speaker,"medium green"
7131-3,1459879439384,31,speaker,"blue grey"
7131-3,1459879448191,32,speaker,"purple grey"
7131-3,1459879457013,33,speaker,"darkest green"
7131-3,1459879464782,34,speaker,"teal"
7131-3,1459879472317,35,speaker,"orange"
7131-3,1459879479337,36,speaker,"orange"
7131-3,1459879486571,37,speaker,"grey"
7131-3,1459879493093,38,speaker,"pink"
7131-3,1459879503184,39,speaker,"meduim green"
7131-3,1459879510049,40,speaker,"teal"
7131-3,1459879521589,41,speaker,"brownish yellow"
7131-3,1459879530438,42,speaker,"blue"
7131-3,1459879538332,43,speaker,"bright blue"
7131-3,1459879547196,44,speaker,"pink puirple"
7131-3,1459879555572,45,speaker,"darkest blue"
7131-3,1459879563137,46,speaker,"blue"
7131-3,1459879570148,47,speaker,"green"
7131-3,1459879578900,48,speaker,"darkest blue"
7131-3,1459879587581,49,speaker,"purple "
7131-3,1459879595015,50,speaker,"blue"
7131-3,1459879596349,50,speaker,"you rock"
3843-c,1459879864992,1,listener,"hi"
3843-c,1459879866918,1,speaker,"Gray Box"
3843-c,1459879884217,2,speaker,"Gray Box"
3843-c,1459879905219,3,speaker,"Gray Box"
3843-c,1459879906664,3,listener,"you can just put the color if you'd like. less typing?"
3843-c,1459879915587,4,speaker,"Navy Blue"
3843-c,1459879919828,4,listener,"oops"
3843-c,1459879924806,5,speaker,"Blue"
3843-c,1459879935280,6,speaker,"Greenish"
3843-c,1459879945888,7,listener,"do we have a score?"
3843-c,1459879951613,7,speaker,"Brightest Color"
3843-c,1459879963337,8,speaker,"Lighter Blue"
3843-c,1459879971462,9,speaker,"Green"
3843-c,1459879991257,10,speaker,"Most Gray"
3843-c,1459880001680,11,speaker,"Darker Green"
3843-c,1459880007623,12,listener,"gj so far!"
3843-c,1459880011270,12,speaker,"Brighter Green"
3843-c,1459880020806,13,speaker,"Some of these are actually hard to describe hehe."
3843-c,1459880021898,13,speaker,"Yellow"
3843-c,1459880030289,14,listener,"lol i bet right?"
3843-c,1459880032733,14,speaker,"Purple"
3843-c,1459880044739,15,speaker,"Purple"
3843-c,1459880053488,16,speaker,"Darker Blue"
3843-c,1459880062639,17,listener,"mani can't catch any hits today"
3843-c,1459880066484,17,listener,"nothing good anyway"
3843-c,1459880071882,17,speaker,"Brighter Grayish Green"
3843-c,1459880082630,18,speaker,"Pink"
3843-c,1459880104896,19,speaker,"Second Brightest."
3843-c,1459880114353,19,listener,"gj!"
3843-c,1459880117766,20,speaker,"Red"
3843-c,1459880126343,21,speaker,"Grayish"
3843-c,1459880133297,22,speaker,"Pink"
3843-c,1459880134910,22,listener,"this is a good hit"
3843-c,1459880141168,23,speaker,"Green"
3843-c,1459880144598,23,speaker,"Yeah really enjoying it so far"
3843-c,1459880147405,24,speaker,"Orange"
3843-c,1459880153202,25,listener,"i've done one like this before but with animals"
3843-c,1459880158003,25,speaker,"Darker Purple"
3843-c,1459880162144,25,listener,"woops"
3843-c,1459880164902,26,speaker,"Orange"
3843-c,1459880173069,27,listener,"can u see when i pick the wrong one?"
3843-c,1459880176051,27,speaker,"Darker Brown"
3843-c,1459880185241,28,speaker,"Yeah I can see.  No worries though :)"
3843-c,1459880191798,28,listener,"ok lol :)"
3843-c,1459880193846,28,speaker,"Darker Grayish Blue"
3843-c,1459880203427,29,speaker,"Darker Purple"
3843-c,1459880209501,30,listener,"shoot"
3843-c,1459880223424,30,listener,"wonder what this is testing"
3843-c,1459880224224,30,speaker,"Green'ish Gray"
3843-c,1459880231866,31,speaker,"Blue"
3843-c,1459880237376,31,speaker,"No idea hehe"
3843-c,1459880237888,31,listener,"blue??"
3843-c,1459880243257,31,listener,"i see gren grey and purple"
3843-c,1459880245021,31,speaker,"Purple ish maybe"
3843-c,1459880248138,31,listener,"k"
3843-c,1459880255443,32,speaker,"Brightest Purple"
3843-c,1459880257663,32,listener,"one of the quals on here should be 'not colorblind'"
3843-c,1459880262931,33,speaker,"No kidding"
3843-c,1459880263609,33,speaker,"Blue"
3843-c,1459880267231,33,listener,":)"
3843-c,1459880272912,34,speaker,"Gray"
3843-c,1459880280947,35,speaker,"brown"
3843-c,1459880287830,36,speaker,"Green"
3843-c,1459880298256,37,speaker,"Grayish Purple"
3843-c,1459880302608,37,speaker,"Doh"
3843-c,1459880304764,38,speaker,"Green"
3843-c,1459880304940,38,listener,"oopsy"
3843-c,1459880316480,39,speaker,"lighter green"
3843-c,1459880323603,40,speaker,"Brown"
3843-c,1459880325048,40,listener,"gj so far"
3843-c,1459880330886,41,speaker,"Green"
3843-c,1459880334893,41,speaker,"This is harder than I expected lol"
3843-c,1459880337478,42,speaker,"Blue"
3843-c,1459880339099,42,listener,"haha"
3843-c,1459880345273,43,speaker,"Green"
3843-c,1459880352883,44,listener,"maybe we'll get a bonus if we do good"
3843-c,1459880353798,44,speaker,"Yellow"
3843-c,1459880363453,45,speaker,"Greenish gray"
3843-c,1459880375699,46,speaker,"Regular Blue"
3843-c,1459880379078,46,speaker,"Hopefully we get something"
3843-c,1459880389158,47,speaker,"Purple Gray"
3843-c,1459880390049,47,listener,"yeah :)"
3843-c,1459880399328,48,speaker,"Not Green or Blue"
3843-c,1459880405995,49,listener,"oops!"
3843-c,1459880411592,49,listener,"sorry man"
3843-c,1459880412358,49,speaker,"Regular Blue"
3843-c,1459880414624,49,speaker,"No worries"
3843-c,1459880418355,50,speaker,"Blue"
7555-2,1459879941086,1,speaker,"green"
7555-2,1459879953708,2,speaker,"brown"
7555-2,1459879962678,3,speaker,"purple"
7555-2,1459879971225,4,speaker,"blue"
7555-2,1459879979840,5,speaker,"green"
7555-2,1459879993792,6,speaker,"normal blue"
7555-2,1459880013622,7,speaker,"grayish purple"
7555-2,1459880033255,8,speaker,"bluish green"
7555-2,1459880046026,9,speaker,"tan"
7555-2,1459880052535,10,speaker,"blue"
7555-2,1459880061642,11,speaker,"purple"
7555-2,1459880070011,12,speaker,"gray"
7555-2,1459880077169,13,speaker,"green"
7555-2,1459880086356,14,speaker,"gray"
7555-2,1459880093918,15,speaker,"purple"
7555-2,1459880100357,16,speaker,"blue"
7555-2,1459880106668,17,speaker,"blue"
7555-2,1459880114988,18,speaker,"purple"
7555-2,1459880122255,19,speaker,"purple"
7555-2,1459880132455,20,speaker,"forest green"
7555-2,1459880140283,21,speaker,"purple"
7555-2,1459880149135,22,speaker,"brown"
7555-2,1459880157947,23,speaker,"lighter purple"
7555-2,1459880168158,24,speaker,"blue"
7555-2,1459880178250,25,speaker,"darker green"
7555-2,1459880186826,26,speaker,"purple"
7555-2,1459880206341,27,speaker,"copper"
7555-2,1459880214238,28,speaker,"blue"
7555-2,1459880220805,29,speaker,"green"
7555-2,1459880227776,30,speaker,"gray"
7555-2,1459880242447,31,speaker,"brighter red"
7555-2,1459880253071,32,speaker,"brighter green"
7555-2,1459880263015,33,speaker,"pink"
7555-2,1459880270656,34,speaker,"gray"
7555-2,1459880278563,35,speaker,"blue"
7555-2,1459880292367,36,speaker,"darker green"
7555-2,1459880301603,37,speaker,"darker blue"
7555-2,1459880319778,38,speaker,"pastel green"
7555-2,1459880327901,39,speaker,"gray"
7555-2,1459880338772,40,speaker,"greenish gray"
7555-2,1459880348894,41,speaker,"darker green"
7555-2,1459880365021,42,speaker,"grayish green"
7555-2,1459880375616,43,speaker,"green"
7555-2,1459880395751,44,speaker,"more normal green"
7555-2,1459880404780,45,speaker,"blue"
7555-2,1459880411397,46,speaker,"red"
7555-2,1459880418043,47,speaker,"green"
7555-2,1459880427131,48,speaker,"forest green"
7555-2,1459880439518,49,speaker,"copper"
7555-2,1459880452909,50,speaker,"reddish gray"
3540-a,1459880117889,1,speaker,"hello"
3540-a,1459880121025,1,speaker,"dark green"
3540-a,1459880128082,2,listener,"Hi!"
3540-a,1459880130144,2,speaker,"light blue"
3540-a,1459880138545,3,speaker,"orange"
3540-a,1459880147536,4,speaker,"brown?"
3540-a,1459880154928,5,speaker,"gray"
3540-a,1459880161057,6,speaker,"gray"
3540-a,1459880177280,7,speaker,"olive green"
3540-a,1459880186672,8,speaker,"purple"
3540-a,1459880195186,9,speaker,"blue"
3540-a,1459880206000,10,speaker,"olive green"
3540-a,1459880214160,11,speaker,"blue"
3540-a,1459880220368,12,speaker,"orange"
3540-a,1459880227728,13,speaker,"green"
3540-a,1459880234672,14,speaker,"green"
3540-a,1459880249056,15,speaker,"gray?"
3540-a,1459880257551,16,speaker,"blue"
3540-a,1459880264545,17,speaker,"brown"
3540-a,1459880282063,18,speaker,"blue/green"
3540-a,1459880289632,19,listener,"Ack, sorry"
3540-a,1459880291759,19,speaker,"blue"
3540-a,1459880300751,20,speaker,"no problem, i don't think i'm giving the best descriptions"
3540-a,1459880305743,20,speaker,"dark orange"
3540-a,1459880314287,21,speaker,"yellow"
3540-a,1459880324766,22,speaker,"purple"
3540-a,1459880337325,23,listener,"Some are hard to see, haha"
3540-a,1459880340415,23,speaker,"gray/blue"
3540-a,1459880350639,24,speaker,"my vocabulary is lacking"
3540-a,1459880358270,24,speaker,"otherwise i'd give accurate descriptions lol"
3540-a,1459880359822,24,speaker,"purple"
3540-a,1459880364182,24,listener,"No worries, you're doing great"
3540-a,1459880375134,25,speaker,"blue/gray"
3540-a,1459880388734,26,speaker,"orange/red"
3540-a,1459880402511,27,speaker,"light blue"
3540-a,1459880410254,28,speaker,"light green"
3540-a,1459880420142,29,speaker,"olive green"
3540-a,1459880432062,30,speaker,"purple"
3540-a,1459880443181,31,speaker,"bright pink"
3540-a,1459880451197,32,speaker,"dark blue"
3540-a,1459880458222,33,speaker,"light blue"
3540-a,1459880465453,34,speaker,"dark green"
3540-a,1459880473582,35,speaker,"yellow"
3540-a,1459880480029,36,speaker,"green"
3540-a,1459880487262,37,speaker,"orange"
3540-a,1459880493518,38,speaker,"green"
3540-a,1459880506558,39,speaker,"brown?"
3540-a,1459880515966,40,speaker,"green/yellow"
3540-a,1459880525245,41,speaker,"brown"
3540-a,1459880531230,42,speaker,"tan*"
3540-a,1459880535358,42,speaker,"olive green"
3540-a,1459880544910,43,speaker,"bright purple"
3540-a,1459880558653,44,speaker,"dark green"
3540-a,1459880569310,45,speaker,"orange"
3540-a,1459880576622,46,speaker,"bright purple"
3540-a,1459880584780,47,speaker,"bright purple"
3540-a,1459880592109,48,speaker,"green"
3540-a,1459880608492,49,speaker,"blue/green"
3540-a,1459880622717,49,speaker,"hope you have a wonderful day"
3540-a,1459880628667,50,listener,"You too! Thanks a bunch!"
3540-a,1459880628860,50,speaker,"blue :D"
9346-5,1459880199229,1,speaker,"grey"
9346-5,1459880230994,2,speaker,"brownish color"
9346-5,1459880244358,3,speaker,"gold"
9346-5,1459880254777,4,speaker,"red"
9346-5,1459880267496,5,speaker,"grey"
9346-5,1459880288988,6,speaker,"gold"
9346-5,1459880302654,7,speaker,"neon green"
9346-5,1459880329070,8,speaker,"neon purple"
9346-5,1459880344446,9,speaker,"violet"
9346-5,1459880359087,10,speaker,"darker blue"
9346-5,1459880371341,11,speaker,"grey"
9346-5,1459880395233,12,speaker,"orange"
9346-5,1459880412808,13,speaker,"green"
9346-5,1459880423434,14,speaker,"grey"
9346-5,1459880444156,15,speaker,"tan"
9346-5,1459880454451,16,speaker,"green"
9346-5,1459880469256,17,listener,"hi"
9346-5,1459880472090,17,speaker,"hi"
9346-5,1459880479995,17,speaker,"neon violet"
9346-5,1459880495397,18,speaker,"violet"
9346-5,1459880511445,19,speaker,"pale green"
9346-5,1459880526342,20,speaker,"neon green"
9346-5,1459880544165,21,speaker,"brownish"
9346-5,1459880581964,22,speaker,"pale violet"
9346-5,1459880602796,23,speaker,"neon pink"
9346-5,1459880627795,24,speaker,"dark blue"
9346-5,1459880641744,25,speaker,"violet"
9346-5,1459880666229,26,listener,"hi"
9346-5,1459880671833,26,speaker,"pale teal"
9346-5,1459880689689,27,speaker,"teal"
9346-5,1459880703510,27,listener,"sky blue looking or the darker one?"
9346-5,1459880722307,27,speaker,"sky blue"
9346-5,1459880731686,28,speaker,"purple"
9346-5,1459880745330,28,speaker,"darker purple"
9346-5,1459880755536,29,speaker,"brown"
9346-5,1459880769872,30,speaker,"dark green"
9346-5,1459880784215,31,speaker,"dark purple"
9346-5,1459880798766,32,speaker,"green"
9346-5,1459880810538,33,speaker,"purple"
9346-5,1459880832328,34,speaker,"pale purple"
9346-5,1459880848674,35,speaker,"neon green"
9346-5,1459880869085,36,speaker,"golden green"
9346-5,1459880882819,37,speaker,"violet"
9346-5,1459880894412,38,speaker,"tan"
9346-5,1459880911774,39,speaker,"darker green"
9346-5,1459880930191,39,listener,"more grey or mint green?"
9346-5,1459880936896,39,speaker,"more grey"
9346-5,1459880971278,40,speaker,"lighter grey"
9346-5,1459880995151,41,speaker,"purplish blue"
9346-5,1459881007884,42,speaker,"red"
9346-5,1459881046443,43,speaker,"pea green"
9346-5,1459881083741,44,speaker," brownish violet"
9346-5,1459881116956,45,speaker,"dark greyish violet"
9346-5,1459881132965,46,speaker,"gold"
9346-5,1459881157866,47,speaker,"grey"
9346-5,1459881170519,48,speaker,"green"
9346-5,1459881185365,49,speaker,"grey"
9346-5,1459881208661,50,speaker,"pale pink"
9272-c,1459880795354,1,speaker,"the darker of the three"
9272-c,1459880810529,2,speaker,"dark gray"
9272-c,1459880820987,3,speaker,"no"
9272-c,1459880827834,3,speaker,"orange"
9272-c,1459880836186,4,speaker,"yep"
9272-c,1459880848666,4,speaker,"reddish one"
9272-c,1459880854306,4,speaker,"yep"
9272-c,1459880858954,5,speaker,"red"
9272-c,1459880862753,5,speaker,"yep"
9272-c,1459880876496,6,speaker,"brite green.~~~~~~wait for me"
9272-c,1459880893233,6,speaker,"oh, pick one"
9272-c,1459880899101,6,speaker,"yep"
9272-c,1459880917194,7,speaker,"hummm.~~~~~~ugly grayish"
9272-c,1459880928593,7,listener,"The same as the other round?"
9272-c,1459880944899,7,speaker,"it's the greenish one"
9272-c,1459880949266,7,speaker,"yes"
9272-c,1459880953281,8,speaker,"green"
9272-c,1459880958379,8,speaker,"yep"
9272-c,1459880963906,9,speaker,"gray"
9272-c,1459880968051,9,speaker,"yep"
9272-c,1459880973474,10,speaker,"purple"
9272-c,1459880977273,10,speaker,"yep"
9272-c,1459880984099,11,speaker,"brite green"
9272-c,1459880993909,12,speaker,"yep"
9272-c,1459881005564,12,speaker,"that ugly greenish gray again"
9272-c,1459881013933,12,speaker,"yep"
9272-c,1459881034186,13,speaker,"red darker"
9272-c,1459881039501,14,speaker,"yes"
9272-c,1459881044084,14,speaker,"light blue"
9272-c,1459881049430,14,speaker,"yep"
9272-c,1459881066951,15,speaker,"darker bluish purple"
9272-c,1459881073139,15,speaker,"yes"
9272-c,1459881078839,16,speaker,"purple"
9272-c,1459881084341,16,speaker,"yes"
9272-c,1459881103036,17,speaker,"ewww.~~~~~~blue/indigo?"
9272-c,1459881107379,17,speaker,"sea"
9272-c,1459881114056,18,speaker,"no"
9272-c,1459881121981,18,speaker,"ugly gray"
9272-c,1459881132116,19,speaker,"reddish"
9272-c,1459881139616,20,speaker,"green"
9272-c,1459881150956,21,speaker,"ugly gray"
9272-c,1459881155276,21,speaker,"no"
9272-c,1459881162820,22,listener,"misclick"
9272-c,1459881175429,22,speaker,"briter pink"
9272-c,1459881179181,22,speaker,"yes"
9272-c,1459881185723,23,speaker,"ugly gray"
9272-c,1459881205301,24,speaker,"blue"
9272-c,1459881211146,24,speaker,"yes"
9272-c,1459881220388,25,speaker,"darker purple one"
9272-c,1459881225046,25,speaker,"no"
9272-c,1459881234839,26,speaker,"geenish blue"
9272-c,1459881252781,27,speaker,"the brownish one"
9272-c,1459881266863,28,speaker,"lite green"
9272-c,1459881272408,28,speaker,"yes"
9272-c,1459881282113,29,speaker,"flag blue"
