gameid,time,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocL,alt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocL,alt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocL,targetD1Diff,targetD2Diff,D1D2Diff,outcome
2007-2,1459877294568,2,closer,target,191,3,50,1,3,distr2,309,34,50,3,1,distr1,281,40,50,2,2,18,16,9,true
2007-2,1459877304292,3,equal,target,32,8,50,2,3,distr1,110,76,50,1,1,distr2,355,28,50,3,2,38,22,69,true
2007-2,1459877311720,4,equal,target,168,4,50,2,2,distr2,139,81,50,1,1,distr1,245,58,50,3,3,35,35,73,true
2007-2,1459877347896,5,further,target,5,39,50,1,1,distr1,353,61,50,2,2,distr2,303,95,50,3,3,8,33,31,true
2007-2,1459877355275,6,closer,target,295,4,50,3,1,distr1,356,29,50,2,3,distr2,5,24,50,1,2,19,16,5,true
2007-2,1459877368195,7,equal,target,335,26,50,3,1,distr2,357,87,50,1,3,distr1,225,37,50,2,2,27,26,44,true
2007-2,1459877375541,8,equal,target,271,27,50,1,2,distr2,137,11,50,3,1,distr1,31,86,50,2,3,50,34,37,true
2007-2,1459877382680,9,further,target,257,75,50,3,3,distr2,26,14,50,2,1,distr1,282,71,50,1,2,12,43,39,true
2007-2,1459877401040,10,closer,target,316,60,50,3,1,distr2,301,18,50,1,3,distr1,306,64,50,2,2,5,14,15,true
2007-2,1459877412097,11,further,target,225,21,50,3,3,distr2,77,32,50,1,2,distr1,289,21,50,2,1,16,46,57,true
2007-2,1459877434731,12,closer,target,96,55,50,2,2,distr1,118,57,50,1,1,distr2,76,22,50,3,3,5,16,19,true
2007-2,1459877445268,13,equal,target,201,80,50,1,3,distr2,155,23,50,3,1,distr1,95,73,50,2,2,62,31,27,true
2007-2,1459877465407,14,closer,target,210,46,50,3,1,distr2,215,14,50,2,3,distr1,232,51,50,1,2,17,11,17,true
2007-2,1459877488011,15,further,target,225,15,50,2,3,distr2,160,65,50,1,1,distr1,185,9,50,3,2,15,40,28,true
2007-2,1459877494760,16,equal,target,349,39,50,2,2,distr1,249,52,50,1,1,distr2,155,39,50,3,3,32,62,54,true
2007-2,1459877516335,17,closer,target,46,86,50,2,1,distr2,58,49,50,1,3,distr1,65,86,50,3,2,19,13,13,true
2007-2,1459877530370,18,closer,target,85,34,50,3,3,distr2,161,53,50,1,1,distr1,106,29,50,2,2,6,18,15,true
2007-2,1459877539654,19,equal,target,265,31,50,3,2,distr1,86,52,50,1,1,distr2,223,3,50,2,3,75,21,35,true
2007-2,1459877558644,20,closer,distr2,84,13,50,1,2,distr1,47,3,50,3,3,target,338,2,50,2,1,5,19,13,false
2007-2,1459877570759,21,equal,target,155,77,50,2,1,distr2,241,5,50,1,3,distr1,323,79,50,3,2,92,40,27,true
2007-2,1459877577541,22,equal,target,117,81,50,1,2,distr1,4,14,50,3,1,distr2,55,60,50,2,3,55,24,40,true
2007-2,1459877588638,23,further,distr1,146,12,50,3,3,distr2,75,96,50,2,2,target,140,23,50,1,1,9,32,36,false
2007-2,1459877602066,24,closer,target,251,36,50,1,1,distr1,288,39,50,2,3,distr2,291,58,50,3,2,13,16,6,true
2007-2,1459877615283,25,closer,target,314,66,50,3,1,distr1,279,99,50,1,2,distr2,294,57,50,2,3,16,7,10,true
2007-2,1459877639691,26,closer,target,75,17,50,3,2,distr2,102,14,50,1,3,distr1,208,0,50,2,1,18,5,18,true
2007-2,1459877648129,27,further,target,222,90,50,1,1,distr2,293,86,50,3,2,distr1,231,46,50,2,3,7,24,26,true
2007-2,1459877655279,28,equal,target,254,4,50,2,1,distr2,166,95,50,1,2,distr1,318,99,50,3,3,29,42,66,true
2007-2,1459877668950,29,further,distr1,232,5,50,1,2,target,269,10,50,2,1,distr2,177,66,50,3,3,9,42,34,false
2007-2,1459877676752,30,equal,target,5,39,50,1,3,distr1,309,27,50,3,2,distr2,198,65,50,2,1,23,50,45,true
2007-2,1459877687999,31,closer,target,190,48,50,1,1,distr2,207,25,50,2,3,distr1,176,20,50,3,2,10,16,17,true
2007-2,1459877694496,32,equal,target,148,69,50,1,1,distr1,227,40,50,3,2,distr2,18,82,50,2,3,56,67,47,true
2007-2,1459877728448,33,further,target,167,55,50,1,1,distr2,236,78,50,3,2,distr1,176,56,50,2,3,7,60,57,true
2007-2,1459877744992,34,closer,target,64,20,50,2,3,distr1,80,39,50,3,2,distr2,103,54,50,1,1,11,19,9,true
2007-2,1459877752447,35,equal,target,188,58,50,1,1,distr1,112,42,50,2,2,distr2,271,20,50,3,3,36,39,48,true
2007-2,1459877759454,36,equal,target,122,11,50,2,2,distr1,159,78,50,3,3,distr2,11,68,50,1,1,26,45,71,true
2007-2,1459877775083,37,further,target,253,4,50,1,1,distr2,95,70,50,3,2,distr1,352,13,50,2,3,13,42,53,true
2007-2,1459877789093,38,closer,target,157,19,50,1,1,distr1,149,8,50,2,3,distr2,100,29,50,3,2,8,15,18,true
2007-2,1459877815471,39,closer,target,131,57,50,2,2,distr2,152,89,50,3,3,distr1,114,69,50,1,1,6,11,11,true
2007-2,1459877831782,40,closer,target,232,9,50,3,2,distr2,205,24,50,1,3,distr1,224,32,50,2,1,13,13,11,true
2007-2,1459877843049,41,further,target,349,46,50,2,2,distr2,218,85,50,3,1,distr1,338,19,50,1,3,13,37,30,true
2007-2,1459877852709,42,further,target,279,30,50,3,2,distr1,325,16,50,1,3,distr2,104,69,50,2,1,14,83,64,true
2007-2,1459877859811,43,further,target,189,31,50,2,2,distr2,39,47,50,3,3,distr1,27,1,50,1,1,19,36,24,true
2007-2,1459877868956,44,further,target,263,81,50,2,1,distr1,225,92,50,1,2,distr2,176,96,50,3,3,9,64,60,true
2007-2,1459877875648,45,equal,target,316,40,50,3,2,distr2,238,14,50,2,3,distr1,26,47,50,1,1,39,21,35,true
2007-2,1459877887465,46,further,target,217,74,50,3,2,distr2,328,0,50,2,3,distr1,242,25,50,1,1,14,28,23,true
2007-2,1459877898044,47,equal,target,218,32,50,1,3,distr2,189,95,50,3,1,distr1,279,61,50,2,2,24,32,53,true
2007-2,1459877908031,48,further,target,71,7,50,3,1,distr1,53,17,50,1,2,distr2,90,90,50,2,3,8,35,32,true
2007-2,1459877915399,49,further,target,276,77,50,2,1,distr2,331,92,50,1,3,distr1,237,59,50,3,2,14,28,37,true
2007-2,1459877926493,50,closer,target,168,30,50,3,1,distr2,129,20,50,2,2,distr1,79,12,50,1,3,17,11,10,true
6719-f,1459877353645,1,equal,target,79,83,50,3,3,distr1,37,20,50,1,1,distr2,262,96,50,2,2,35,105,53,true
6719-f,1459877361073,2,equal,target,25,21,50,1,2,distr1,255,86,50,3,3,distr2,13,88,50,2,1,47,22,52,true
6719-f,1459877375668,3,closer,distr2,98,21,50,3,2,distr1,133,35,50,2,3,target,75,19,50,1,1,14,6,9,false
6719-f,1459877382161,4,equal,target,225,53,50,3,1,distr1,34,44,50,2,3,distr2,151,71,50,1,2,52,58,42,true
6719-f,1459877398001,5,closer,target,82,19,50,1,3,distr2,154,54,50,3,1,distr1,82,36,50,2,2,10,18,17,true
6719-f,1459877407575,6,further,target,166,89,50,1,2,distr2,46,36,50,3,3,distr1,144,49,50,2,1,14,36,27,true
6719-f,1459877416451,7,further,target,304,50,50,1,3,distr2,245,78,50,2,1,distr1,313,38,50,3,2,6,25,26,true
6719-f,1459877426954,8,further,target,46,43,50,2,1,distr2,296,63,50,3,3,distr1,30,25,50,1,2,15,65,44,true
6719-f,1459877436503,9,equal,target,169,93,50,3,1,distr2,72,84,50,2,2,distr1,316,45,50,1,3,64,29,84,true
6719-f,1459877451376,10,further,target,165,37,50,3,1,distr2,252,3,50,1,3,distr1,150,73,50,2,2,18,29,38,true
6719-f,1459877460303,11,further,target,108,18,50,3,3,distr2,314,60,50,2,1,distr1,71,47,50,1,2,18,65,77,true
6719-f,1459877479374,12,closer,distr2,298,51,50,1,3,target,280,57,50,3,2,distr1,277,96,50,2,1,7,9,13,false
6719-f,1459877491574,13,further,distr1,297,31,50,2,1,target,263,66,50,1,3,distr2,192,85,50,3,2,18,48,51,false
6719-f,1459877500943,14,further,target,22,49,50,3,2,distr2,208,59,50,2,1,distr1,27,55,50,1,3,5,44,46,true
6719-f,1459877510713,15,further,target,91,27,50,1,2,distr1,104,38,50,3,1,distr2,11,47,50,2,3,6,47,55,true
6719-f,1459877522607,16,closer,target,136,34,50,1,2,distr2,104,62,50,3,3,distr1,93,35,50,2,1,8,15,12,true
6719-f,1459877530782,17,equal,target,148,4,50,2,1,distr1,37,39,50,1,2,distr2,112,90,50,3,3,23,38,40,true
6719-f,1459877545331,18,equal,target,202,91,50,3,2,distr1,280,62,50,2,1,distr2,359,84,50,1,3,43,55,41,true
6719-f,1459877551469,19,equal,target,37,95,50,3,3,distr2,287,65,50,1,2,distr1,183,3,50,2,1,35,65,23,true
6719-f,1459877558542,20,equal,target,204,69,50,3,2,distr1,38,81,50,1,3,distr2,201,2,50,2,1,52,22,32,true
6719-f,1459877567743,21,closer,target,249,57,50,2,1,distr2,281,65,50,3,2,distr1,290,78,50,1,3,19,13,6,true
6719-f,1459877575990,22,equal,target,268,54,50,2,3,distr2,66,86,50,1,2,distr1,16,47,50,3,1,43,92,52,true
6719-f,1459877588038,23,further,target,282,73,50,2,1,distr1,249,28,50,3,3,distr2,291,2,50,1,2,17,30,22,true
6719-f,1459877600236,24,equal,target,340,18,50,3,3,distr2,219,20,50,1,2,distr1,92,20,50,2,1,42,23,36,true
6719-f,1459877613356,25,closer,target,310,19,50,2,3,distr1,328,30,50,3,1,distr2,342,29,50,1,2,6,10,6,true
6719-f,1459877622260,26,equal,target,182,15,50,2,1,distr1,337,99,50,1,3,distr2,310,36,50,3,2,40,26,22,true
6719-f,1459877632533,27,further,target,195,15,50,2,1,distr1,126,8,50,1,2,distr2,342,50,50,3,3,13,36,44,true
6719-f,1459877645085,28,closer,distr2,248,64,50,2,2,target,260,89,50,3,3,distr1,231,69,50,1,1,9,5,5,false
6719-f,1459877656143,29,equal,target,83,50,50,1,3,distr2,226,60,50,2,1,distr1,98,5,50,3,2,26,68,38,true
6719-f,1459877673075,30,closer,distr1,111,13,50,3,3,distr2,62,20,50,2,2,target,126,9,50,1,1,5,13,11,false
6719-f,1459877681332,31,further,target,164,91,50,2,2,distr2,257,24,50,1,1,distr1,106,69,50,3,3,19,55,59,true
6719-f,1459877691036,32,further,target,295,56,50,1,1,distr1,273,89,50,2,2,distr2,56,30,50,3,3,13,65,72,true
6719-f,1459877704068,33,closer,target,108,51,50,1,3,distr2,157,72,50,2,1,distr1,137,98,50,3,2,14,13,14,true
6719-f,1459877711187,34,equal,target,55,42,50,2,3,distr1,251,13,50,1,1,distr2,99,77,50,3,2,47,22,53,true
6719-f,1459877718070,35,equal,target,127,4,50,1,1,distr1,8,66,50,3,2,distr2,314,22,50,2,3,36,35,29,true
6719-f,1459877726941,36,closer,distr2,253,49,50,1,1,distr1,283,64,50,2,2,target,233,60,50,3,3,17,6,13,false
6719-f,1459877738651,37,closer,distr2,114,81,50,2,3,target,150,97,50,1,1,distr1,134,35,50,3,2,19,9,19,false
6719-f,1459877747148,38,closer,target,85,43,50,2,3,distr1,138,92,50,1,2,distr2,92,81,50,3,1,17,13,8,true
6719-f,1459877756428,39,further,target,249,62,50,2,2,distr1,262,57,50,1,1,distr2,337,52,50,3,3,5,31,27,true
6719-f,1459877763027,40,equal,target,342,60,50,3,3,distr1,82,49,50,2,1,distr2,275,75,50,1,2,71,29,90,true
6719-f,1459877772022,41,further,target,137,21,50,2,3,distr2,206,55,50,3,1,distr1,173,15,50,1,2,13,36,22,true
6719-f,1459877781218,42,further,distr1,312,64,50,1,3,distr2,7,95,50,2,1,target,260,33,50,3,2,19,43,37,false
6719-f,1459877796594,43,further,target,244,32,50,1,2,distr2,186,83,50,3,3,distr1,283,61,50,2,1,16,46,52,true
6719-f,1459877809454,44,closer,target,106,45,50,2,1,distr2,139,50,50,1,2,distr1,77,38,50,3,3,10,7,14,true
6719-f,1459877816211,45,further,target,69,13,50,2,1,distr2,203,36,50,1,2,distr1,70,47,50,3,3,18,31,49,true
6719-f,1459877822602,46,equal,target,221,40,50,2,2,distr1,174,1,50,3,3,distr2,155,55,50,1,1,23,47,29,true
6719-f,1459877830931,47,closer,target,307,75,50,1,1,distr1,278,83,50,2,2,distr2,291,67,50,3,3,15,8,7,true
6719-f,1459877839090,48,closer,distr1,280,0,50,3,1,distr2,218,32,50,1,3,target,249,15,50,2,2,17,12,19,false
6719-f,1459877856921,49,equal,distr2,216,56,50,3,1,distr1,296,1,50,1,3,target,42,58,50,2,2,30,56,25,false
6719-f,1459877868467,50,closer,distr1,260,30,50,3,3,target,256,58,50,1,2,distr2,287,73,50,2,1,12,14,15,false
7131-3,1459879153777,1,equal,target,140,30,50,1,1,distr2,8,23,50,3,2,distr1,178,87,50,2,3,25,43,53,true
7131-3,1459879163945,2,further,target,290,95,50,3,2,distr2,63,12,50,2,3,distr1,317,98,50,1,1,14,55,51,true
7131-3,1459879177690,3,further,distr1,104,19,50,3,3,distr2,219,6,50,1,2,target,81,30,50,2,1,8,31,26,false
7131-3,1459879187378,4,closer,target,277,9,50,3,3,distr1,208,23,50,2,2,distr2,356,1,50,1,1,19,12,14,true
7131-3,1459879196034,5,equal,target,174,40,50,3,3,distr2,105,88,50,1,2,distr1,198,64,50,2,1,21,32,57,true
7131-3,1459879205011,6,equal,target,262,95,50,1,2,distr1,15,96,50,3,3,distr2,202,14,50,2,1,53,22,42,true
7131-3,1459879215376,7,closer,target,221,71,50,3,3,distr2,207,52,50,1,1,distr1,201,18,50,2,2,16,14,11,true
7131-3,1459879232551,8,further,target,147,36,50,3,3,distr1,177,28,50,2,1,distr2,336,33,50,1,2,15,61,46,true
7131-3,1459879241312,9,equal,target,34,19,50,3,1,distr1,306,85,50,1,2,distr2,104,39,50,2,3,44,27,87,true
7131-3,1459879250977,10,equal,target,188,33,50,1,2,distr2,48,84,50,3,1,distr1,255,93,50,2,3,38,43,86,true
7131-3,1459879260489,11,closer,target,110,4,50,1,1,distr1,165,20,50,2,2,distr2,69,10,50,3,3,13,7,15,true
7131-3,1459879272090,12,closer,target,115,57,50,1,3,distr2,87,73,50,3,2,distr1,102,91,50,2,1,11,9,7,true
7131-3,1459879282460,13,equal,target,16,26,50,1,3,distr1,79,16,50,3,1,distr2,212,93,50,2,2,28,39,49,true
7131-3,1459879289673,14,equal,target,85,82,50,3,1,distr2,31,79,50,1,2,distr1,308,65,50,2,3,96,48,53,true
