gameid,epochTime,roundNum,sender,contents
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121303564,19,演说者,深蓝色
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121318363,20,演说者,土黄色
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121329987,21,演说者,猪肝色
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121359726,22,演说者,程度居中的绿色
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121384867,23,演说者,墨绿色
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121402063,24,演说者,土黄色
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121450742,24,倾听者,黄色较浓吗？
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121469839,24,演说者,较淡
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121477935,25,演说者,灰色
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121491004,26,演说者,蓝灰色
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121523803,27,演说者,墨绿色
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121542293,28,演说者,紫色
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121572819,28,倾听者,带红色或带蓝色？
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121580526,28,演说者,带蓝色
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121598038,29,演说者,和上一题一样的颜色
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121617138,30,演说者,大红
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121625310,31,演说者,灰色
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121640190,32,演说者,不是红色也不是蓝色
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121657340,33,演说者,墨绿色
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121666273,34,演说者,灰色
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121675334,35,演说者,猪肝
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121692660,36,演说者,浅绿色
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121727884,37,演说者,蓝绿色
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121762850,37,倾听者,蓝较多吗？
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121813793,37,演说者,较少
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121826868,38,演说者,紫色
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121837196,39,演说者,蓝色
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121844353,40,演说者,黄色
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121852890,41,演说者,绿色
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121872985,42,演说者,黄色最少
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121888369,43,演说者,蓝色
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121896206,44,演说者,红色
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121906175,45,演说者,红色
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121915371,46,演说者,红色
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121924477,47,演说者,黄
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121937367,48,演说者,浅绿色
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121953020,49,演说者,蓝色
1749-16e02541-2385-4752-9fd3-caa3a825b469,1501121962069,50,演说者,粉红
6206-00ac330b-8ff2-4472-a9c7-92d36d526eb8,1501179919699,1,演说者,你好
6206-00ac330b-8ff2-4472-a9c7-92d36d526eb8,1501179933145,1,演说者,？
0549-d56b0b64-54e8-4a64-8aa4-7700643a9b9e,1501182421617,0,演说者,022645
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186223122,1,演说者,深一点的蓝色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186276860,2,演说者,紫色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186327126,3,演说者,灰绿色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186357114,4,演说者,灰色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186375281,5,演说者,绿色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186434134,6,演说者,灰黄色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186466035,7,演说者,紫色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186566780,8,演说者,暗粉色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186616502,9,演说者,亮
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186712858,9,演说者,红色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186761586,10,演说者,金黄色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186802774,11,演说者,暗粉色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186860864,11,倾听者,暗粉红色吗
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186889093,11,演说者,是
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186914279,12,演说者,黄色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186938127,13,演说者,紫色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186955368,14,演说者,绿色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501186976941,15,演说者,天蓝色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187019259,16,演说者,浅绿色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187113645,17,演说者,蓝紫色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187147738,18,演说者,绿色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187161470,19,演说者,绿色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187205333,20,演说者,黄灰色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187223331,21,演说者,紫色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187241143,22,演说者,灰色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187254061,23,演说者,灰色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187278007,24,演说者,土黄色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187320857,24,倾听者,重点是土吗？
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187346763,24,演说者,泥黄色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187374036,25,演说者,最亮的绿色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187397630,26,演说者,红色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187428328,27,演说者,紫色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187451468,28,演说者,绿色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187497882,29,演说者,土黃色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187514463,30,演说者,绿色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187542151,31,演说者,天蓝色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187556427,32,演说者,紫色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187593557,33,演说者,金秋色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187638504,33,倾听者,秋天落叶吗？
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187667325,34,演说者,紫色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187692225,35,演说者,亮粉色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187765511,36,演说者,蓝色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187786277,37,演说者,绿色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187837870,38,演说者,粉蓝色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187908637,39,演说者,灰蓝色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187947025,40,演说者,黄绿色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187964887,41,演说者,灰色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501187983879,42,演说者,黄色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501188032777,43,演说者,灰黄色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501188086801,44,演说者,亮绿色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501188110727,45,演说者,黄色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501188127928,46,演说者,灰色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501188150912,47,演说者,深蓝色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501188168623,48,演说者,黃色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501188182555,49,演说者,灰色
7991-2be4a4f0-a5f7-40e2-9854-4765af54e7c7,1501188196281,50,演说者,灰色
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264544611,1,倾听者,你好
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264548986,1,倾听者,！
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264559041,1,演说者,你好！
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264582025,1,倾听者,要选哪一个？
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264597172,1,演说者,淡粉色
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264616708,2,倾听者,:D
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264617534,2,演说者,深棕色
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264630263,3,演说者,浅绿色
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264641099,4,演说者,深灰色
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264664054,5,演说者,蓝绿色
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264672320,6,演说者,。。。。
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264675790,6,倾听者,哈
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264677188,6,演说者,紫色
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264688141,7,演说者,亮绿色
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264697952,7,演说者,？
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264701790,7,演说者,深绿色
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264703890,7,演说者,。。。
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264705905,7,倾听者,看起来是蓝色吧
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264721101,8,演说者,紫色
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264757596,8,倾听者,深的？
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264767197,8,演说者,中间的
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264770553,8,演说者,不是粉色
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264778335,9,演说者,黄
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264781077,9,倾听者,lol
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264792862,10,演说者,绿
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264808827,11,演说者,粉
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264818213,12,演说者,深蓝
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264829717,13,演说者,亮蓝
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264837105,14,倾听者,哎呀
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264838521,14,演说者,。。
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264841451,14,演说者,深蓝
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264856710,15,演说者,草绿
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264873573,16,演说者,粉色
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264909193,17,演说者,黄绿色
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264921709,18,演说者,粉色
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264937446,19,演说者,亮蓝
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264954138,20,演说者,深灰色
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264971675,21,演说者,深紫色
7266-a19a5680-212b-4740-b7c3-897388466b48,1501264997126,22,演说者,蓝色
7266-a19a5680-212b-4740-b7c3-897388466b48,1501265044965,23,演说者,墨绿
7266-a19a5680-212b-4740-b7c3-897388466b48,1501265062235,24,演说者,灰色
7266-a19a5680-212b-4740-b7c3-897388466b48,1501265069686,25,演说者,红
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501271390655,1,演说者,接近皮肤颜色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501271513810,2,演说者,青草
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501271601589,3,演说者,浪漫的颜色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501271672048,4,演说者,秋天的草色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501271703578,5,演说者,草色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501271804394,6,演说者,深色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501271856077,7,演说者,浪漫的颜色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501271933031,8,演说者,深色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501272013299,9,演说者,深色的夕阳
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501272079273,10,演说者,发芽的草色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501272149751,11,演说者,血色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501272211566,12,演说者,深色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501272248919,13,倾听者,快速键入
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501272249175,13,演说者,深色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501272329422,14,演说者,大海
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501272382733,15,演说者,公主色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501272432115,16,演说者,烂漫
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501272462844,17,演说者,青草
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501272486330,18,演说者,同上
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501272545731,19,演说者,浪漫
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501272580834,20,演说者,亮色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501272606605,21,演说者,深色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501272647137,22,演说者,深色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501272669859,23,演说者,亮色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501272703406,24,演说者,血色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501272754303,25,演说者,深色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501272816087,26,倾听者,?
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501272830855,26,演说者,深色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501272852244,27,演说者,深色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501272881128,28,演说者,烂漫
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501272922823,29,演说者,淡色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501272941908,30,演说者,青草
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501272977505,31,演说者,中色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501273042905,32,演说者,难看的颜色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501273075477,33,演说者,浪漫
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501273095253,34,演说者,难看
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501273128795,35,演说者,中色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501273159841,36,演说者,中色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501273179889,37,演说者,难看色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501273211917,38,演说者,青草
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501273238017,39,倾听者,?
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501273248199,39,演说者,深色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501273268871,40,演说者,烂漫
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501273285585,41,演说者,难看
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501273312514,42,演说者,浪漫
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501273336305,43,演说者,天的色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501273364993,44,演说者,嫩草
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501273385071,45,演说者,天的色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501273401252,46,演说者,深色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501273423695,47,演说者,深色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501273443419,48,演说者,深色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501273465237,49,演说者,深色
2807-253d3ab7-b1a1-4a7d-ae7d-7f56c9bf304c,1501273486984,50,演说者,难看
